gene_product	gene_label	model_id	model_title	taxon	activity_id	molecular_function	mf_label	biological_process	bp_label	cellular_component	cc_label
UniProtKB:Q32NB8	PGS1 Hsap	67b1629100002092	Cardiolipin metabolic process (GO:0032048) (Human)	NCBITaxon:9606	gomodel:67b1629100002092/67b1629100002101	GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	GO:0032049	cardiolipin biosynthetic process	GO:0005759	mitochondrial matrix
UniProtKB:Q96BW9	TAMM41 Hsap	67b1629100002092	Cardiolipin metabolic process (GO:0032048) (Human)	NCBITaxon:9606	gomodel:67b1629100002092/67b1629100002105	GO:0004605	phosphatidate cytidylyltransferase activity	GO:0016024	CDP-diacylglycerol biosynthetic process	GO:0005759	mitochondrial matrix
UniProtKB:O95970	LGI1 Hsap	67b1629100002554	LGI1-ADAM22 pair functions in synaptic transmission (Human)	NCBITaxon:9606	gomodel:67b1629100002554/67b1629100002555	GO:0048018	receptor ligand activity	GO:0050806	positive regulation of synaptic transmission	GO:0005576	extracellular region
UniProtKB:P78352	DLG4 Hsap	67b1629100002554	LGI1-ADAM22 pair functions in synaptic transmission (Human)	NCBITaxon:9606	gomodel:67b1629100002554/67b1629100002572	GO:0030674	protein-macromolecule adaptor activity	GO:0050806	positive regulation of synaptic transmission	GO:0005737	cytoplasm
UniProtKB:Q9P0K1	ADAM22 Hsap	67b1629100002554	LGI1-ADAM22 pair functions in synaptic transmission (Human)	NCBITaxon:9606	gomodel:67b1629100002554/67b1629100002562	GO:0038023	signaling receptor activity	GO:0050806	positive regulation of synaptic transmission	GO:0005886	plasma membrane
FB:FBgn0032078	C1GalTA Dmel	67b1629100002580	Protein O-linked glycosylation (O-linked GalNAcylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002580/67b1629100002589	GO:0016263	N-acetylgalactosaminide beta-1,3-galactosyltransferase activity	GO:0016266	protein O-linked glycosylation via N-acetylgalactosamine	GO:0000139	Golgi membrane
FB:FBgn0034025	Pgant1 Dmel	67b1629100002580	Protein O-linked glycosylation (O-linked GalNAcylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002580/67b1629100002581	GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	GO:0016266	protein O-linked glycosylation via N-acetylgalactosamine	GO:0000139	Golgi membrane
FB:FBgn0036144	GlcAT-P Dmel	67b1629100002580	Protein O-linked glycosylation (O-linked GalNAcylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002580/67b1629100002595	GO:0046989	galactosyl beta-1,3 N-acetylgalactosamine beta-1,3-glucuronosyltransferase activity	GO:0016266	protein O-linked glycosylation via N-acetylgalactosamine	GO:0005794	Golgi apparatus
FB:FBgn0086253	rumi Dmel	67b1629100002611	Protein O-linked glycosylation (O-linked glucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002611/67b1629100002612	GO:0140561	EGF-domain serine glucosyltransferase activity	GO:0180059	protein O-linked glycosylation via glucose	GO:0005788	endoplasmic reticulum lumen
FB:FBgn0039273	shams Dmel	67b1629100002611	Protein O-linked glycosylation (O-linked glucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002611/67b1629100002623	GO:0140563	UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity	GO:0180059	protein O-linked glycosylation via glucose	GO:0005789	endoplasmic reticulum membrane
FB:FBgn0034959	Xxylt Dmel	67b1629100002611	Protein O-linked glycosylation (O-linked glucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002611/67b1629100002631	GO:0140560	xylosyl alpha-1,3-xylosyltransferase activity	GO:0180059	protein O-linked glycosylation via glucose	GO:0005789	endoplasmic reticulum membrane
UniProtKB:Q14344	GNA13 Hsap	67b1629100002643	ADGRG1-mediated signaling via G-alpha-13activating RhoA following activation by 17alpha-hydroxypregnenolone (Human).	NCBITaxon:9606	gomodel:67b1629100002643/67b1629100002652	GO:0003925	G protein activity	GO:0160221	Rho-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:P61586	RHOA Hsap	67b1629100002643	ADGRG1-mediated signaling via G-alpha-13activating RhoA following activation by 17alpha-hydroxypregnenolone (Human).	NCBITaxon:9606	gomodel:67b1629100002643/67b1629100002669	GO:0003925	G protein activity	GO:0007266	Rho protein signal transduction	GO:0005829	cytosol
UniProtKB:Q9NZN5	ARHGEF12 Hsap	67b1629100002643	ADGRG1-mediated signaling via G-alpha-13activating RhoA following activation by 17alpha-hydroxypregnenolone (Human).	NCBITaxon:9606	gomodel:67b1629100002643/67b1629100002661	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0160221	Rho-activating G protein-coupled receptor signaling pathway		
UniProtKB:Q9Y653	ADGRG1 Hsap	67b1629100002643	ADGRG1-mediated signaling via G-alpha-13activating RhoA following activation by 17alpha-hydroxypregnenolone (Human).	NCBITaxon:9606	gomodel:67b1629100002643/67b1629100002645	GO:0004930	G protein-coupled receptor activity	GO:0110076	negative regulation of ferroptosis	GO:0005886	plasma membrane
UniProtKB:P27037	ACVR2A Hsap	67b1629100002705	Activin A signaling pathway (Human)	NCBITaxon:9606	gomodel:67b1629100002705/67b1629100002733	GO:0016362	activin receptor activity, type II	GO:0032924	activin receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P84022	SMAD3 Hsap	67b1629100002705	Activin A signaling pathway (Human)	NCBITaxon:9606	gomodel:67b1629100002705/67b1629100002762	GO:0003700	DNA-binding transcription factor activity	GO:0032924	activin receptor signaling pathway	GO:0005634	nucleus
UniProtKB:P36896	ACVR1B Hsap	67b1629100002705	Activin A signaling pathway (Human)	NCBITaxon:9606	gomodel:67b1629100002705/67b1629100002706	GO:0016361	activin receptor activity, type I	GO:0032924	activin receptor signaling pathway	GO:0005886	plasma membrane
GO:0043509	activin A complex	67b1629100002705	Activin A signaling pathway (Human)	NCBITaxon:9606	gomodel:67b1629100002705/67b1629100002713	GO:0005125	cytokine activity	GO:0032924	activin receptor signaling pathway	GO:0005576	extracellular region
UniProtKB:Q15796	SMAD2 Hsap	67b1629100002705	Activin A signaling pathway (Human)	NCBITaxon:9606	gomodel:67b1629100002705/67b1629100002754	GO:0003700	DNA-binding transcription factor activity	GO:0032924	activin receptor signaling pathway	GO:0005634	nucleus
CHEBI:36080	protein	67b1629100002770	Protein O-linked glycosylation (O-linked fucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002770/67b1629100002787	GO:0015020	glucuronosyltransferase activity	GO:0036066	protein O-linked glycosylation via fucose	GO:0005794	Golgi apparatus
FB:FBgn0011591	fng Dmel	67b1629100002770	Protein O-linked glycosylation (O-linked fucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002770/67b1629100002780	GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	GO:0036066	protein O-linked glycosylation via fucose	GO:0000139	Golgi membrane
FB:FBgn0033901	Ofut1 Dmel	67b1629100002770	Protein O-linked glycosylation (O-linked fucosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100002770/67b1629100002771	GO:0046922	peptide-O-fucosyltransferase activity	GO:0036066	protein O-linked glycosylation via fucose	GO:0005783	endoplasmic reticulum
UniProtKB:O43306	ADCY6 Hsap	67b1629100003101	"ADGRF1-mediated signaling G-alpha-s (""stimulatory"", activating adenylate cyclase) following activation by N-docosahexaenoylethanolamine (synaptamide) (Human)."	NCBITaxon:9606	gomodel:67b1629100003101/67b1629100003106	GO:0004016	adenylate cyclase activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway		
UniProtKB:P63092	GNAS Hsap	67b1629100003101	"ADGRF1-mediated signaling G-alpha-s (""stimulatory"", activating adenylate cyclase) following activation by N-docosahexaenoylethanolamine (synaptamide) (Human)."	NCBITaxon:9606	gomodel:67b1629100003101/67b1629100003104	GO:0003925	G protein activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:Q5T601	ADGRF1 Hsap	67b1629100003101	"ADGRF1-mediated signaling G-alpha-s (""stimulatory"", activating adenylate cyclase) following activation by N-docosahexaenoylethanolamine (synaptamide) (Human)."	NCBITaxon:9606	gomodel:67b1629100003101/67b1629100003102	GO:0004930	G protein-coupled receptor activity	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:Q14964	RAB39A Hsap	67b1629100003158	RAB39A and RAB2A-induced HOPS-mediated autophagosome-lysosome fusion (Human)	NCBITaxon:9606	gomodel:67b1629100003158/67b1629100003202	GO:0003925	G protein activity	GO:0061909	autophagosome-lysosome fusion	GO:0005765	lysosomal membrane
GO:0030897	HOPS complex	67b1629100003158	RAB39A and RAB2A-induced HOPS-mediated autophagosome-lysosome fusion (Human)	NCBITaxon:9606	gomodel:67b1629100003158/67b1629100003195	GO:0060090	molecular adaptor activity	GO:0061909	autophagosome-lysosome fusion	GO:0005765	lysosomal membrane
UniProtKB:P61019	RAB2A Hsap	67b1629100003158	RAB39A and RAB2A-induced HOPS-mediated autophagosome-lysosome fusion (Human)	NCBITaxon:9606	gomodel:67b1629100003158/67b1629100003208	GO:0003925	G protein activity	GO:0061909	autophagosome-lysosome fusion	GO:0000421	autophagosome membrane
UniProtKB:P56962	STX17 Hsap	67b1629100003158	RAB39A and RAB2A-induced HOPS-mediated autophagosome-lysosome fusion (Human)	NCBITaxon:9606	gomodel:67b1629100003158/67b1629100003167	GO:0005484	SNAP receptor activity	GO:0061909	autophagosome-lysosome fusion	GO:0000421	autophagosome membrane
UniProtKB:Q96LT7	C9orf72 Hsap	67b1629100003158	RAB39A and RAB2A-induced HOPS-mediated autophagosome-lysosome fusion (Human)	NCBITaxon:9606	gomodel:67b1629100003158/67b1629100003213	GO:0005085	guanyl-nucleotide exchange factor activity	GO:0043087	regulation of GTPase activity	GO:0005829	cytosol
FB:FBgn0036147	Plod Dmel	67b1629100003569	Protein O-glycosylation (procollagen O-galactosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100003569/67b1629100003570	GO:0008475	procollagen-lysine 5-dioxygenase activity	GO:0180062	protein O-linked glycosylation via galactose	GO:0005783	endoplasmic reticulum
FB:FBgn0051915	CG31915 Dmel	67b1629100003569	Protein O-glycosylation (procollagen O-galactosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100003569/67b1629100003591	GO:0050211	procollagen galactosyltransferase activity	GO:0180062	protein O-linked glycosylation via galactose	GO:0005788	endoplasmic reticulum lumen
FB:FBgn0036147	Plod Dmel	67b1629100003569	Protein O-glycosylation (procollagen O-galactosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100003569/67b1629100003585	GO:0033823	procollagen glucosyltransferase activity	GO:0180062	protein O-linked glycosylation via galactose	GO:0005783	endoplasmic reticulum
FB:FBgn0036147	Plod Dmel	67b1629100003569	Protein O-glycosylation (procollagen O-galactosylation) (Dmel)	NCBITaxon:7227	gomodel:67b1629100003569/67b1629100003580	GO:0050211	procollagen galactosyltransferase activity	GO:0180062	protein O-linked glycosylation via galactose	GO:0005783	endoplasmic reticulum
UniProtKB:O43306	ADCY6 Hsap	67b1629100003698	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by 17alpha-hydroxyprogesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003698/67b1629100003700	GO:0004016	adenylate cyclase activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway		
UniProtKB:P63096	GNAI1 Hsap	67b1629100003698	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by 17alpha-hydroxyprogesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003698/67b1629100003701	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:Q86SQ4	ADGRG6 Hsap	67b1629100003698	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by 17alpha-hydroxyprogesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003698/67b1629100003699	GO:0004930	G protein-coupled receptor activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:O43306	ADCY6 Hsap	67b1629100003733	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by progesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003733/67b1629100003735	GO:0004016	adenylate cyclase activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway		
UniProtKB:P63096	GNAI1 Hsap	67b1629100003733	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by progesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003733/67b1629100003736	GO:0003925	G protein activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0009898	cytoplasmic side of plasma membrane
UniProtKB:Q86SQ4	ADGRG6 Hsap	67b1629100003733	ADGRG6-mediated signaling via G-alpha-i (inhibitory), inhibiting adenylate cyclase) following activation by progesterone (Human).	NCBITaxon:9606	gomodel:67b1629100003733/67b1629100003734	GO:0004930	G protein-coupled receptor activity	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO:0005886	plasma membrane
UniProtKB:P14060	HSD3B1 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003802	GO:0003854	3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity	GO:0006701	progesterone biosynthetic process		
UniProtKB:P14060	HSD3B1 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003811	GO:0004769	steroid Delta-isomerase activity	GO:0006701	progesterone biosynthetic process		
UniProtKB:P05108	CYP11A1 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003818	GO:0008386	cholesterol monooxygenase (side-chain-cleaving) activity	GO:0120178	steroid hormone biosynthetic process		
UniProtKB:P08686	CYP21A2 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003786	GO:0103069	17-hydroxyprogesterone 21-hydroxylase activity	GO:0034651	cortisol biosynthetic process		
UniProtKB:P05093	CYP17A1 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003794	GO:0004508	steroid 17-alpha-monooxygenase activity	GO:0034651	cortisol biosynthetic process		
UniProtKB:P15538	CYP11B1 Hsap	67b1629100003765	Progesterone and cortisol biosynthetic pathway from cholesterol (Human).	NCBITaxon:9606	gomodel:67b1629100003765/67b1629100003775	GO:0004507	steroid 11-beta-monooxygenase activity	GO:0034651	cortisol biosynthetic process	GO:0005743	mitochondrial inner membrane
GO:0032044	DSIF complex	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100004259	GO:0140870	RNA polymerase inhibitor activity	GO:0160239	transcription pausing by RNA polymerase II	GO:0005634	nucleus
UniProtKB:Q96C12	ARMC5 Hsap	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100003978	GO:1990756	ubiquitin-like ligase-substrate adaptor activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0000785	chromatin
GO:0032021	NELF complex	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100004271	GO:0140870	RNA polymerase inhibitor activity	GO:0160239	transcription pausing by RNA polymerase II	GO:0005634	nucleus
UniProtKB:Q13618	CUL3 Hsap	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100004001	GO:0160072	ubiquitin ligase complex scaffold activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process		
UniProtKB:P24928	POLR2A Hsap	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100003857	GO:0003899	DNA-directed RNA polymerase activity	GO:0006368	transcription elongation by RNA polymerase II	GO:0005694	chromosome
UniProtKB:P62877	RBX1 Hsap	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100003990	GO:0061630	ubiquitin protein ligase activity	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process		
UniProtKB:P50613	CDK7 Hsap	67b1629100003856	ARMC5 mediates RNA polymerase II transcription initiation surveillance by mediating ubiquitination and degradation of POLR2A (Human).	NCBITaxon:9606	gomodel:67b1629100003856/67b1629100003869	GO:0140836	RNA polymerase II CTD heptapeptide repeat S5 kinase activity	GO:0006367	transcription initiation at RNA polymerase II promoter	GO:0005634	nucleus
UniProtKB:P67775	PPP2CA Hsap	67b1629100004023	The INTAC complex mediates RNA polymerase II transcription initiation surveillance by catalyzing dephosphorylation of the C-terminal domain (CTD) of Pol II subunit POLR2A and degrading the exiting nascent RNA transcript (Human).	NCBITaxon:9606	gomodel:67b1629100004023/67b1629100004101	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	GO:0160240	RNA polymerase II transcription initiation surveillance	GO:0000785	chromatin
UniProtKB:P67775	PPP2CA Hsap	67b1629100004023	The INTAC complex mediates RNA polymerase II transcription initiation surveillance by catalyzing dephosphorylation of the C-terminal domain (CTD) of Pol II subunit POLR2A and degrading the exiting nascent RNA transcript (Human).	NCBITaxon:9606	gomodel:67b1629100004023/67b1629100004110	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	GO:0160240	RNA polymerase II transcription initiation surveillance	GO:0000785	chromatin
