organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
human	SOX9	P48436	GO:1902732	positive regulation of chondrocyte proliferation	IDA	False	ACCEPT	CELL_DIFFERENTIATION	phenotypic	high	chondrogenic differentiation	maintains chondrocyte columnar proliferation Nov 2. Sox9 augments BMP2-induced chondrogenic differentiation by downregulating Smad7 in mesenchymal stem cells (MSCs).	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0030279	negative regulation of ossification	IDA	False	ACCEPT	CELL_DIFFERENTIATION	phenotypic	high	chondrogenic differentiation	te with IDA evidence. Part of core mechanism. Nov 2. Sox9 augments BMP2-induced chondrogenic differentiation by downregulating Smad7 in mesenchymal stem cells (MSCs).	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0000122	negative regulation of transcription by RNA polymerase II	IDA	False	ACCEPT	CELL_DIFFERENTIATION	phenotypic	high	chondrogenic differentiation	e function. Documented repressive capability. Nov 2. Sox9 augments BMP2-induced chondrogenic differentiation by downregulating Smad7 in mesenchymal stem cells (MSCs).	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:2000741	positive regulation of mesenchymal stem cell differentiation	IDA	False	ACCEPT	CELL_DIFFERENTIATION	phenotypic	high	lineage commitment	cytes is part of the chondrogenic program. This captures an earlier step in the lineage commitment. Oct 21. Electroporation-mediated transfer of SOX trio genes (SOX-5, SOX-6, an	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0000987	cis-regulatory region sequence-specific DNA binding	IDA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	sequence-specific binding. Core molecular function. Phosphorylation of SOX9 by cyclic AMP-dependent protein kinase A enhances SOX9's ability to transactivate a Col2a1 ch	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0003700	DNA-binding transcription factor activity	IDA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	More IDA evidence. Core molecular function. Phosphorylation of SOX9 by cyclic AMP-dependent protein kinase A enhances SOX9's ability to transactivate a Col2a1 ch	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0005634	nucleus	IDA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	More IDA evidence. Well-established. Phosphorylation of SOX9 by cyclic AMP-dependent protein kinase A enhances SOX9's ability to transactivate a Col2a1 ch	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0034236	protein kinase A catalytic subunit binding	IPI	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	nd Ser-211 by PKA increases transcriptional activity Phosphorylation of SOX9 by cyclic AMP-dependent protein kinase A enhances SOX9's ability to transactivate a Col2a1 ch	genes/human/SOX9/SOX9-ai-review.yaml
human	SOX9	P48436	GO:0045893	positive regulation of DNA-templated transcription	IDA	False	ACCEPT	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cyclic AMP	transcriptional activation. Core activator function. Phosphorylation of SOX9 by cyclic AMP-dependent protein kinase A enhances SOX9's ability to transactivate a Col2a1 ch	genes/human/SOX9/SOX9-ai-review.yaml
human	SPARC	P09486	GO:0005518	collagen binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure and mutagenesis study definitively mapping the collagen-binding epitope in SPAR	genes/human/SPARC/SPARC-ai-review.yaml
human	SPARC	P09486	GO:0010595	positive regulation of endothelial cell migration	IDA	False	ACCEPT	CELL_MIGRATION_INVASION	phenotypic	high	migration assay	erent fragments have distinct activities. Reciprocal results were obtained in a migration assay in native collagen gels: peptide Z-1 was ineffective over a range of concentrat	genes/human/SPARC/SPARC-ai-review.yaml
human	SPARC	P09486	GO:0016363	nuclear matrix	IDA	False	KEEP_AS_NON_CORE	VIABILITY_PROLIFERATION	phenotypic	high	Ki-67	Experimental evidence for SPARC in nuclear matrix, colocalized with Ki-67. The study demonstrated SPARC presence in the nuclear matrix where it colocaliz	genes/human/SPARC/SPARC-ai-review.yaml
human	SPARC	P09486	GO:0016525	negative regulation of angiogenesis	IDA	False	ACCEPT	ANGIOGENESIS_TUBE	phenotypic	high	chorioallantoic membrane	3 cleavage inhibit angiogenesis, having no effect on vessel growth in the chick chorioallantoic membrane assay. This anti-angiogenic activity represents a core biological function of S	genes/human/SPARC/SPARC-ai-review.yaml
human	SPOCK2	Q92563	GO:2000147	positive regulation of cell motility	TAS	False	ACCEPT	CELL_MIGRATION_INVASION	phenotypic	high	migration assay	y regulates cell motility through its unique counter-inhibitory mechanism. Cell migration assays demonstrated that testican-2 expression allowed migration of MT1-MMP-expressin	genes/human/SPOCK2/SPOCK2-ai-review.yaml
human	SPR	P35270	GO:0004757	sepiapterin reductase (NADP+) activity	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	This is the core molecular function of SPR. The enzyme catalyzes the NADP+-dependent reduction of sepiapterin and related	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0006729	tetrahydrobiopterin biosynthetic process	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	SPR catalyzes the terminal reduction steps in BH4 biosynthesis, making this the cor	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0006729	tetrahydrobiopterin biosynthetic process	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	d). This is consistent with the IBA annotation and well-established function of SPR in BH4 biosynthesis. This IEA is accurate and consistent with the experimentall	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0016491	oxidoreductase activity	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	IEA based on UniProt keyword KW-0560 (Oxidoreductase). SPR is indeed an oxidoreductase (EC 1.1.1.153), catalyzing NADPH-dependent reductio	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0005829	cytosol	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	IDA annotation based on immunofluorescence data (HPA). SPR is a soluble cytosolic enzyme that functions in the cytoplasm where BH4 biosynt	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0005739	mitochondrion	HTP	False	MARK_AS_OVER_ANNOTATED	DIRECT_BINDING	molecular	low	SPR	HTP annotation from a high-throughput mitochondrial proteome study. SPR is primarily a cytosolic enzyme and mitochondrial localization is not the prima	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0070062	extracellular exosome	HDA	False	KEEP_AS_NON_CORE	DIRECT_BINDING	molecular	low	SPR	ed ~900 proteins in exosome preparations using shotgun proteomics. Detection of SPR in exosomes represents a finding from high-throughput proteomics but does not i	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0005829	cytosol	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	TAS annotation from Reactome pathway annotation for SPR phosphorylation by CaMK2. The reaction occurs in the cytosol. However, note tha	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0005829	cytosol	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	TAS annotation from Reactome for the de novo BH4 synthesis reaction where SPR reduces DHNTP (6-pyruvoyltetrahydropterin precursor) to BH4. Cytosol localizati	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0005829	cytosol	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	TAS annotation from Reactome for the BH4 salvage pathway where SPR reduces sepiapterin to BH2. Cytosol localization is appropriate for the BH4 sal	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0004757	sepiapterin reductase (NADP+) activity	ISS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	quence similarity to experimentally verified orthologs (with reference to mouse SPR UniProtKB:P18297). Mouse SPR is well characterized. The ISS annotation is valid	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0006729	tetrahydrobiopterin biosynthetic process	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	on the original cloning paper by Ichinose et al. (1991). The paper cloned human SPR cDNA and established its role in BH4 biosynthesis. This is the foundational pap	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0006809	nitric oxide biosynthetic process	IDA	False	MODIFY	DIRECT_BINDING	molecular	low	SPR	or NO synthase activity. BH4 is an essential cofactor for NOS enzymes. However, SPR does not directly synthesize NO - it synthesizes BH4 which is required as a cof	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0008106	alcohol dehydrogenase (NADP+) activity	TAS	False	REMOVE	DIRECT_BINDING	molecular	low	SPR	TAS annotation based on the cloning paper. The paper noted homology between SPR and other short-chain dehydrogenases. However, GO:0008106 refers to a different	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0050661	NADP binding	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	KM	onfirms NADP binding. This represents a true, experimentally verified function. KM=14.3 uM for sepiapterin KM=10 uM for NADPH {ECO:0000269|PubMed:10350607, ECO:00	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0050661	NADP binding	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	TAS annotation based on the cloning paper. SPR uses NADPH as cofactor. UniProt confirms NADP(+) binding sites at multiple resi	genes/human/SPR/SPR-ai-review.yaml
human	SPR	P35270	GO:0004757	sepiapterin reductase (NADP+) activity	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	SPR	"tation based on Ohye et al. (1998) genomic organization paper. The paper states SPR ""catalyzes the final step of the biosynthetic pathway of tetrahydrobiopterin."""	genes/human/SPR/SPR-ai-review.yaml
human	SSR1	P43307	GO:0005783	endoplasmic reticulum	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	P-alpha is well-established as an ER-resident protein across eukaryotes. Recent cryo-EM structures confirm TRAP as a core ER translocon component [SSR1-deep-research-f	genes/human/SSR1/SSR1-ai-review.yaml
human	SSR2	P43308	GO:0005789	endoplasmic reticulum membrane	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	lix embedded in the ER membrane [file:human/SSR2/SSR2-deep-research-falcon.md]. Cryo-EM structures confirm this localization [PMID:36697828]. An AlphaFold-based model	genes/human/SSR2/SSR2-ai-review.yaml
human	SSR2	P43308	GO:0006613	cotranslational protein targeting to membrane	TAS	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	y involved in co-translational protein translocation at the ER membrane. Recent cryo-EM studies confirm that TRAP is consistently present in the co-translational trans	genes/human/SSR2/SSR2-ai-review.yaml
human	STAT1	P42224	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	crystal structure	e molecular function well-supported by structural and biochemical evidence. The crystal structure of the DNA complex of a STAT-1 homodimer has been determined at 2.9 A resolutio	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0042802	identical protein binding	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure paper showing STAT1 dimer bound to DNA. This provides direct structural evidenc	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	IDA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	actor function. SETD2 directly mediates STAT1 methylation on lysine 525 via its methyltransferase activity, which reinforces IFN-activated STAT1 phosphorylation and antiviral cellular re	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0042803	protein homodimerization activity	IDA	False	ACCEPT	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	s dimerization. SETD2 directly mediates STAT1 methylation on lysine 525 via its methyltransferase activity, which reinforces IFN-activated STAT1 phosphorylation and antiviral cellular re	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0003690	double-stranded DNA binding	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure of STAT1 dimer bound to DNA shows double-stranded DNA binding. While accurate,	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0042803	protein homodimerization activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	Crystal structure provides definitive evidence for STAT1 homodimerization through reciprocal SH2-	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	JAK-STAT signal transduction is a core STAT1 function directly supported here. Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0045944	positive regulation of transcription by RNA polymerase II	NAS	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	anscription is a core STAT1 function with strong direct and structural support. Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT1	P42224	GO:0090575	RNA polymerase II transcription regulator complex	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	egulator complex is consistent with STAT1's core transcription-factor function. Crystal structure of a tyrosine phosphorylated STAT-1 dimer bound to DNA.	genes/human/STAT1/STAT1-ai-review.yaml
human	STAT3	P40763	GO:0072540	T-helper 17 cell lineage commitment	IEA	False	KEEP_AS_NON_CORE	CELL_DIFFERENTIATION	phenotypic	high	lineage commitment	T-helper 17 cell lineage commitment [file:human/STAT3/STAT3-deep-research-falcon.md] Valid annotation but periphera	genes/human/STAT3/STAT3-ai-review.yaml
human	STAT3	P40763	GO:0072540	T-helper 17 cell lineage commitment	ISS	False	KEEP_AS_NON_CORE	CELL_DIFFERENTIATION	phenotypic	high	lineage commitment	T-helper 17 cell lineage commitment [file:human/STAT3/STAT3-deep-research-falcon.md] Valid annotation but periphera	genes/human/STAT3/STAT3-ai-review.yaml
human	STAT3	P40763	GO:0072540	T-helper 17 cell lineage commitment	ISS	False	KEEP_AS_NON_CORE	CELL_DIFFERENTIATION	phenotypic	high	lineage commitment	T-helper 17 cell lineage commitment [file:human/STAT3/STAT3-deep-research-falcon.md] Valid annotation but periphera	genes/human/STAT3/STAT3-ai-review.yaml
human	STAU2	Q9NUL3	GO:0006402	mRNA catabolic process	IDA	False	NEW	HELICASE_ACTIVITY	molecular	low	helicase activity	by both STAU1 and STAU2. Park et al. demonstrated STAU2 directly promotes UPF1 helicase activity for mRNA degradation. There is no specific GO term for SMD, so the parent term	genes/human/STAU2/STAU2-ai-review.yaml
human	STC1	P52823	GO:0071320	cellular response to cAMP	IEA	False	KEEP_AS_NON_CORE	CYCLIC_NUCLEOTIDE_SIGNALING	phenotypic	high	cAMP response	transcriptional regulation of STC1 by cAMP rather than STC1 being a mediator of cAMP responses. Not a core function based on available evidence. STC1 is induced by stress/hy	genes/human/STC1/STC1-ai-review.yaml
human	STC1	P52823	GO:0051926	negative regulation of calcium ion transport	IDA	False	ACCEPT	ELECTROPHYSIOLOGY	molecular	low	patch-clamp	inhibiting gill calcium transport in fish [PMID:8700837]. Further supported by patch-clamp studies showing STC1 inhibits L-channel calcium currents in cardiomyocytes [PMI	genes/human/STC1/STC1-ai-review.yaml
human	STC1	P52823	GO:0008191	metalloendopeptidase inhibitor activity	IDA	False	NEW	PROTEASE_ACTIVITY	molecular	low	proteolytic activity	PAPP-A. STC1 binds PAPP-A with very high affinity (KD = 75 pM) and inhibits its proteolytic activity (Ki = 68 pM). This inhibition affects IGF signaling by preventing IGFBP cleavag	genes/human/STC1/STC1-ai-review.yaml
human	STC2	O76061	GO:0005615	extracellular space	IBA	False	ACCEPT	SECRETION_DEGRANULATION	phenotypic	high	secretion assay	on annotation supported by multiple lines of evidence including signal peptide, secretion assays, and proteomics detection in human colostrum. One hundred and fifty-one protei	genes/human/STC2/STC2-ai-review.yaml
human	STOM	P27105	GO:0042803	protein homodimerization activity	IEA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	s that further assemble into higher-order oligomers (9-12 mers) [PMID:9642292]. Crystal structures of mouse stomatin SPFH domain reveal typical banana-shaped dimers [PMID:283873	genes/human/STOM/STOM-ai-review.yaml
human	STX12	Q86Y82	GO:0000045	autophagosome assembly	IBA	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	autophagic flux	orts STX13/STX12 localization to LC3-positive phagophores and a requirement for autophagic flux/phagophore maturation. Knockdown of syntaxin 13 (STX13) or its binding partner	genes/human/STX12/STX12-ai-review.yaml
human	STX12	Q86Y82	GO:0000045	autophagosome assembly	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	autophagic flux	orts STX13/STX12 localization to LC3-positive phagophores and a requirement for autophagic flux/phagophore maturation. Knockdown of syntaxin 13 (STX13) or its binding partner	genes/human/STX12/STX12-ai-review.yaml
human	STX12	Q86Y82	GO:0000407	phagophore assembly site	IMP	False	ACCEPT	AUTOPHAGY_FLUX	phenotypic	high	autophagic flux	orts STX13/STX12 localization to LC3-positive phagophores and a requirement for autophagic flux/phagophore maturation. Knockdown of syntaxin 13 (STX13) or its binding partner	genes/human/STX12/STX12-ai-review.yaml
human	SYCE3	A1L190	GO:0005198	structural molecule activity	ISS	False	NEW	DIRECT_BINDING	molecular	low	crystal structure	res. This structural role is well-characterized biochemically and structurally (crystal structure PDB 6H86) but is not currently annotated with a molecular function term. The ex	genes/human/SYCE3/SYCE3-ai-review.yaml
human	SYNGAP1	Q96PV0	GO:0005096	GTPase activator activity	IBA	False	ACCEPT	GTPASE_ACTIVITY	molecular	low	GTP hydrolysis	family GTPases. The GAP domain provides canonical arginine-finger catalysis for GTP hydrolysis. GTPase activator activity is the primary molecular function of SynGAP. The pro	genes/human/SYNGAP1/SYNGAP1-ai-review.yaml
