gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
PMPCB		GO:0034982	mitochondrial protein processing	more_specific_than_existing_goa	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Mitochondrial protein maturation	Mitochondrial proteostasis|Mitochondrial protein maturation|Processing peptidase	IMMP1L;IMMP2L;METAP1D;MIPEP;XPNPEP3	GO:0006508 proteolysis;GO:0016485 protein processing	1
PNO1		GO:0030688	preribosome, small subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	BUD23;BYSL;EIF5B;LTV1;NOB1		1
PPIB		GO:0032964	collagen biosynthetic process	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	ER proteostasis|Maturation and folding of specific substrates|ER collagen processing and folding	P4HA1;P4HA2;P4HA3;P4HB;PLOD1		1
PPIL2		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases;Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	AIP;AIPL1;CWC27;FKBP1A;FKBP1B;FKBP3;NKTR;PPIA;PPIAL4A;PPIAL4C		2
PPIL6		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases;Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	AIP;AIPL1;CWC27;FKBP1A;FKBP1B;FKBP3;NKTR;PPIA;PPIAL4A;PPIAL4C		2
PPP1R15A		GO:0032055	negative regulation of translation in response to stress	more_specific_than_existing_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PPP1R15A;PPP1R15B	GO:0051246 regulation of protein metabolic process	1
PPP1R15A		GO:0140467	integrated stress response signaling	supported_by_goa_regulation	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A	GO:1903898 negative regulation of PERK-mediated unfolded protein response	1
PPP1R15B		GO:0006417	regulation of translation	more_specific_than_existing_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A	GO:0051246 regulation of protein metabolic process	1
PPP1R15B		GO:0032055	negative regulation of translation in response to stress	more_specific_than_existing_goa	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PPP1R15A;PPP1R15B	GO:0051246 regulation of protein metabolic process	1
PPP1R15B		GO:0140467	integrated stress response signaling	supported_by_goa_regulation	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;PPP1R15A	GO:1903898 negative regulation of PERK-mediated unfolded protein response	1
PRORP		GO:0061668	mitochondrial ribosome assembly	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Mitochondrial translation|Mitoribosome biogenesis factor	Translation|Mitochondrial translation|Mitoribosome biogenesis factor|pre-rRNA processing nuclease|Subunit of RNAse P complex	METTL15;MTERF4;NSUN4;TFB1M;TRMT2B		1
PSAP		GO:0030290	sphingolipid activator protein activity	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|General activator of glycosphingolipid degradation	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism|Lysosomal sphingomyelin/ceramide metabolism|General activator of glycosphingolipid degradation	PSAP		1
PSME1		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA|PA28	PSME1;PSME2;PSME3		1
PSME1		GO:1904716	positive regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer|Modulator of interaction between substrate and lysosome-p53	AMBRA1;GFAP;MT-RNR2;PSME1;TP53		1
PSME2		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA|PA28	PSME1;PSME2;PSME3		1
PSME3		GO:0070628	proteasome binding	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA	Ubiquitin Proteasome System|Proteasome and associated proteins|proteasome activators and inhibitors|activator, AAA|PA28	PSME1;PSME2;PSME3		1
PSTK		GO:0004812	aminoacyl-tRNA ligase activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation elongation|tRNA synthetase	Translation|Cytosolic translation|Translation elongation|tRNA synthetase	AARS1;AARSD1;CARS1;DARS1;EPRS1		1
PTCD1		GO:0061668	mitochondrial ribosome assembly	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Mitochondrial translation|Mitoribosome biogenesis factor	Translation|Mitochondrial translation|Mitoribosome biogenesis factor|39S subunit rRNA chaperone	METTL15;MTERF4;NSUN4;TFB1M;TRMT2B		1
PTCD3		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Mitochondrial translation|Translation initiation|assorted initiation factors	Translation|Mitochondrial translation|Translation initiation|assorted initiation factors	MTIF2;MTIF3;PTCD3		1
PTCD3		GO:0070124	mitochondrial translational initiation	more_specific_than_existing_goa	ok_for_propagation_to_go	translation.yaml	Translation|Mitochondrial translation|Translation initiation	Translation|Mitochondrial translation|Translation initiation|assorted initiation factors	MTIF2;MTIF3;PTCD3	GO:0032543 mitochondrial translation	1
RAB11A		GO:1904715	negative regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor|Promotes transport of LAMP2A to the lysosome	BMAL1;RAB11A;RARA		1
RAB17		GO:0098792	xenophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Xenophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Xenophagy	RAB17;RAB23		1
RAB23		GO:0098792	xenophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Xenophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Xenophagy	RAB17;RAB23		1
RAB26		GO:0160247	autophagy cargo adaptor activity	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Synaptophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Synaptophagy	RAB26		1
RAB2A		GO:0097352	autophagosome maturation	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Recruitment of HOPS complex to autophagosome|Bridges STX17, RUBCNL and HOPS complex	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Recruitment of HOPS complex to autophagosome|Bridges STX17, RUBCNL and HOPS complex	RAB2A	GO:0016236 macroautophagy	1
RAB5IF		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|Transmembrane protein import|GEL complex component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
RAB5IF		GO:0044743	protein transmembrane import into intracellular organelle	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import	ER proteostasis|Protein transport|Transmembrane protein import|GEL complex component	NCLN;NOMO1;RAB5IF;TMCO1;TMEM147		1
RAB7B		GO:0061724	lipophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy|Lipophagy|Recruiting autophagy factors to lipid droplets	ADRB2;AUP1;RAB7A;RAB7B;UBE2G2		1
RAB8B		GO:0031201	SNARE complex	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Lysosome-autophagosome SNARE complex	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Lysosome-autophagosome SNARE complex	RAB8B;SNAP29;STX17;STX7;YKT6		1
RABGEF1		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy|Mitophagy	CALCOCO2;RABGEF1		1
RAC1		GO:1904716	positive regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy enhancer|Modulator of LAMP2A multimerization	AMBRA1;GFAP;MT-RNR2;PSME1;TP53		1
RACK1		GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome-associated QC	Translation|Cytosolic translation|Ribosome-associated QC|Ribosomal rescue	GTPBP1;GTPBP2;HBS1L;PELO;RACK1		1
RACK1		GO:0030688	preribosome, small subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	BUD23;BYSL;EIF5B;LTV1;NOB1		1
RACK1		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	AATF;IMP3;NOP56;UTP4		1
RAE1		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear pore complex	GLE1;NUP214;NUP88;RAE1;RANBP2		1
RAE1		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-60S export adapter	AATF;IMP3;NOP56;UTP4		1
RANBP2		GO:0003755	peptidyl-prolyl cis-trans isomerase activity	new_to_goa	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases;Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	AIP;AIPL1;CWC27;FKBP1A;FKBP1B;FKBP3;NKTR;PPIA;PPIAL4A;PPIAL4C		2
RANGAP1		GO:0015031	protein transport	supported_by_goa_regulation	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	GLE1;NUP214;NUP88;RAE1;RANBP2	GO:0046826 negative regulation of protein export from nucleus	1
RARA		GO:1904715	negative regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor|Represses transcription of CMA components	BMAL1;RAB11A;RARA		1
RBBP4		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
RBBP7		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
RBM10		GO:0048024	regulation of mRNA splicing, via spliceosome	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing|RanBP2-type ZnF	RBM10;RBM44;RBM5;RBM6;ZRANB2		1
RBM44		GO:0048024	regulation of mRNA splicing, via spliceosome	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing|UBA-like (other)	RBM10;RBM44;RBM5;RBM6;ZRANB2		1
RBM6		GO:0048024	regulation of mRNA splicing, via spliceosome	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing	Ubiquitin Proteasome System|Ubiquitin and UBL binding|mRNA maturation|mRNA splicing|RanBP2-type ZnF	RBM10;RBM44;RBM5;RBM6;ZRANB2		1
RCC1		GO:0006913	nucleocytoplasmic transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	RAN;RANBP2;RANGAP1;RGPD1;RGPD2		1
RCC1		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	GLE1;NUP214;NUP88;RAE1;RANBP2		1
RCC1L		GO:0006913	nucleocytoplasmic transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	RAN;RANBP2;RANGAP1;RGPD1;RGPD2		1
RCC1L		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport	Nuclear proteostasis|Protein transport|Nuclear transport, RAN system	GLE1;NUP214;NUP88;RAE1;RANBP2		1
REL		GO:0071159	NF-kappaB complex	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml;pn_regulation.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|NFkB transcriptional program|Component of NFkB transcription factor;PN regulation|Transcription factor|Inflammatory response|Transcription of xenobiotic response genes|NFkB complex component	Autophagy-Lysosome Pathway|Autophagy gene expression|NFkB transcriptional program|Component of NFkB transcription factor;PN regulation|Transcription factor|Inflammatory response|Transcription of xenobiotic response genes|NFkB complex component	NFKB1;NFKB2;REL;RELA;RELB	GO:0005634 nucleus	2
