gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
RPS7		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS8		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS8		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS8		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS9		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS9		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS9		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS10		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS10		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS10		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS11		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS11		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS11		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS12		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS12		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS12		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS13		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS13		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS13		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS14		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS14		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS14		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS15		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
RPS15		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	type	Translation|Cytosolic translation|Ribosome|Cytoribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN type denotes cytosolic ribosome components. The GO cytosolic ribosome term is the direct cellular-component target.		proteostasis-workbook-2024; proteostasis-ms1
RPS15		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	subtype	Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	ok_for_propagation_to_go	GO:0022627	cytosolic small ribosomal subunit	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022627 cytosolic small ribosomal subunit	This PN subtype denotes 40S cytosolic ribosomal subunit components. The GO cytosolic small ribosomal subunit term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
RPS15A		Translation|Cytosolic translation|Ribosome|Cytoribosome|40S subunit	Translation	Cytosolic translation	Ribosome	Cytoribosome	40S subunit	translation.yaml	group	Translation|Cytosolic translation|Ribosome	ok_for_propagation_to_go	GO:0022626	cytosolic ribosome	RPS2;RPS3;RPS3A;RPS4X;RPS4Y1		already_in_goa_exact	GO:0022626 cytosolic ribosome	This PN group denotes the cytosolic ribosome within the cytosolic translation branch. The more specific GO cellular-component term cytosolic ribosome is preferable to the broader ribosome term.		proteostasis-workbook-2024; proteostasis-ms1
