organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	FANCC	Q00597	PMID:12649160	Fanconi anemia protein complex: mapping protein interactions in the yeast 2- and 3-hybrid systems.	HIGH	VERIFIED		PubMed-verified. Maps the direct FANCC-FANCE interaction (a central region of FANCE binds FANCC; L554P abolishes it) and establishes the FANCA/C/E/F/G nuclear complex required for FANCD2 monoubiquitination. Directly supports FANCC's core adaptor/complex role.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:1574115	Cloning of cDNAs for Fanconi's anaemia by functional complementation.	HIGH	VERIFIED		PubMed-verified. Original cloning of FANCC (FACC) by functional complementation, establishing involvement in FA and DNA repair.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:19965384	The Fanconi anemia pathway promotes replication-dependent DNA interstrand cross-link repair.	MEDIUM	VERIFIED		PubMed-verified. Establishes that FANCI-FANCD2 monoubiquitination drives replication-coupled ICL repair; supports the pathway-level process for FANCC though it focuses on the FANCD2-FANCI step rather than FANCC directly.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:22266823	Regulation of Rev1 by the Fanconi anemia core complex.	HIGH	VERIFIED		PubMed-verified (full text cached). Confirms FANCC as an integral FA core complex subunit (co-IP with FANCA/FANCE), the complex as an E3 ligase monoubiquitinating FANCD2-FANCI, and the FANCC-REV1 TLS epistasis.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:22343915	FAAP20: a novel ubiquitin-binding FA nuclear core-complex protein required for functional integrity of the FA-BRCA DNA repair pathway.	MEDIUM	VERIFIED		PubMed-verified. Characterizes FAAP20 as an FA core-complex protein and shows the core complex is loaded onto chromatin in a damage-induced manner; supports FANCC chromatin and complex annotations.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:24412244	Charting the molecular links between driver and susceptibility genes in colorectal cancer.	LOW	VERIFIED		PubMed-verified. Source of high-throughput/network interactions (SMAD4, FBXW7); uninformative protein binding IPI, low specificity for FANCC function.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:26871637	Widespread Expansion of Protein Interaction Capabilities by Alternative Splicing.	LOW	VERIFIED		PubMed-verified. High-throughput two-hybrid interactome (MEOX2 interaction); uninformative for FANCC's core function.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		PubMed-verified (BioPlex). Recovers the genuine FANCC-FANCE interaction but via an uninformative protein binding IPI; complex membership is better captured elsewhere.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:35512704	Systematic discovery of mutation-directed neo-protein-protein interactions in cancer.	LOW	VERIFIED		PubMed-verified. Large-scale neo-PPI screen (AKT1, SMAD4, FBXW7); uninformative GO term, low specificity for canonical FANCC biology.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:9398857	The Fanconi anaemia proteins, FAA and FAC, interact to form a nuclear complex.	HIGH	VERIFIED		PubMed-verified. Demonstrates direct FANCA(FAA)-FANCC(FAC) binding required for the functional nuclear complex (lost in L554P) and defines nuclear/cytoplasmic distribution.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:9596688	Molecular chaperone GRP94 binds to the Fanconi anemia group C protein and regulates its intracellular expression.	MEDIUM	VERIFIED		PubMed-verified. Establishes cytosolic FANCC-GRP94/HSP90B1 interaction regulating FANCC abundance; supports the cytosolic location but represents a peripheral/stability role.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCC	Q00597	PMID:9787138	Abnormal microsomal detoxification implicated in Fanconi anemia group C by interaction of the FAC protein with NADPH cytochrome P450 reductase.	MEDIUM	VERIFIED		PubMed-verified (abstract cached; via Affinage). FANCC (FAC) binds and attenuates NADPH cytochrome P450 reductase (RED), regulating a microsomal detoxification/redox pathway. This is the primary direct evidence for FANCC's redox-regulatory/detoxification role and is added as additional support for the non-core cellular response to oxidative stress (GO:0034599) annotation, whose prior supporting_text cited only a STAT1 study.	genes/human/FANCC/FANCC-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:12874027	Menin associates with FANCD2, a protein involved in repair of DNA damage.	LOW	VERIFIED		PubMed-verified. Reports FANCD2-menin interaction enhanced by gamma-irradiation; supports the gamma-radiation-response annotation but the interaction itself is peripheral to core function.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:15115758	Direct interaction of FANCD2 with BRCA2 in DNA damage response pathways.	MEDIUM	VERIFIED		PubMed-verified. Establishes direct FANCD2-BRCA2 interaction linking FANCD2 to homologous recombination; supports HR involvement.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:15601828	Fanconi anemia protein FANCD2 promotes immunoglobulin gene conversion and DNA repair through a mechanism related to homologous recombination.	MEDIUM	VERIFIED		PubMed-verified. FANCD2-null DT40 cells are defective in HR-mediated DSB repair and Ig gene conversion; primary experimental support for the FANCD2 role in homologous-recombination DSB repair.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:17460694	FANCI is a second monoubiquitinated member of the Fanconi anemia pathway.	HIGH	VERIFIED		PubMed-verified. Identifies FANCI, FANCD2's obligate ID2-complex partner and second monoubiquitinated FA component.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:19609304	MRE11-RAD50-NBS1 is a critical regulator of FANCD2 stability and function during DNA double-strand break repair.	MEDIUM	VERIFIED		PubMed-verified. Shows purified FANCD2 is a ring-like particle preferentially binding ssDNA; primary support for the single-stranded DNA binding core molecular function.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:19965384	The Fanconi anemia pathway promotes replication-dependent DNA interstrand cross-link repair.	HIGH	VERIFIED		PubMed-verified. Cell-free demonstration that FANCI-FANCD2 is required for replication-coupled ICL repair, controlling both incision and translesion synthesis.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:19995904	DNA polymerase POLN participates in cross-link repair and homologous recombination.	MEDIUM	VERIFIED		PubMed-verified. Supports the FANCD2-POLN (DNA polymerase binding) interaction in the context of crosslink repair and HR.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:20603015	Identification of KIAA1018/FAN1, a DNA repair nuclease recruited to DNA damage by monoubiquitinated FANCD2.	HIGH	VERIFIED		PubMed-verified. FAN1 nuclease is recruited to DNA damage by monoubiquitinated FANCD2, a key downstream effector step.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:25659033	FANCD2, FANCJ and BRCA2 cooperate to promote replication fork recovery independently of the Fanconi Anemia core complex.	HIGH	VERIFIED		PubMed-verified. Non-ubiquitinated FANCD2 acts with the BLM complex to restart aphidicolin-stalled forks and suppress new origin firing, independently of the FA core complex; primary support for the replication fork processing annotation.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:26797144	Ubiquitinated Fancd2 recruits Fan1 to stalled replication forks to prevent genome instability.	MEDIUM	VERIFIED		PubMed-verified. Ub-FANCD2/FAN1 restrains replication fork progression and prevents chromosome abnormalities at stalled forks even without ICLs; supports the fork-protection (replication fork processing) function.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:28378742	Fancd2 in vivo interaction network reveals a non-canonical role in mitochondrial function.	LOW	VERIFIED		PubMed-verified. In vivo interactome shows a mitochondrial FANCD2 pool associating with the ATAD3-TUFM nucleoid complex; supports the non-canonical mitochondrion localization annotation.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:30335751	Identification of UHRF2 as a novel DNA interstrand crosslink sensor protein.	HIGH	VERIFIED		PubMed-verified. UHRF1/UHRF2 ensure recruitment and chromatin retention of FANCD2 at ICLs, stimulating its monoubiquitination.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:30431240	FANCD2 protects genome stability by recruiting RNA processing enzymes to resolve R-loops during mild replication stress.	MEDIUM	VERIFIED		PubMed-verified. FANCD2 suppresses R-loop levels and recruits hnRNP U and DDX47 to R-loop chromatin during replication stress; primary support for the R-loop processing annotation.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:32269332	DNA clamp function of the monoubiquitinated Fanconi anaemia ID complex.	HIGH	VERIFIED		PubMed-verified. Cryo-EM structures showing monoubiquitination converts the ID2 complex into a sliding DNA clamp encircling DNA; defines the core mechanistic function.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:35384245	Physical and functional interactome atlas of human receptor tyrosine kinases.	LOW	LOW_QUALITY		PubMed-verified high-throughput RTK interactome atlas. The reported EGFR-FANCD2 interaction is proteome-scale with no established FANCD2 functional context; basis for removing the generic protein binding annotation.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:35512704	Systematic discovery of mutation-directed neo-protein-protein interactions in cancer.	LOW	LOW_QUALITY		PubMed-verified systematic neo-PPI screen. Reported EGFR interaction lacks characterized FANCD2 functional relevance; basis for removing the generic protein binding annotation.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCD2	Q9BXW9	PMID:38165804	The FANCI/FANCD2 complex links DNA damage response to R-loop regulation through SRSF1-mediated mRNA export.	MEDIUM	VERIFIED		PubMed-verified. SRSF1-FANCD2 cooperation suppresses R-loops via mRNA export; corroborating support for the R-loop processing function and its link to genome stability.	genes/human/FANCD2/FANCD2-ai-review.yaml
human	FANCE	Q9HB96	PMID:11001585	Isolation of a cDNA representing the Fanconi anemia complementation group E gene.	MEDIUM	VERIFIED		Original identification/cloning of the FANCE gene (complementation group E); establishes disease association and predicted nuclear localization. Abstract-only in cache.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:12093742	FANCE: the link between Fanconi anaemia complex assembly and activity.	HIGH	VERIFIED		Full text verified. Definitive functional paper: FANCE binds FANCC and FANCD2, bridges the FA core complex to FANCD2, and is required for FANCC nuclear accumulation. Anchors the protein-macromolecule adaptor activity and FA-complex annotations.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:12239156	The Fanconi anemia protein, FANCE, promotes the nuclear accumulation of FANCC.	HIGH	VERIFIED		Abstract verified. Shows FANCE is a component of the nuclear FA core complex in vivo (co-IPs with FANCA/FANCC/FANCG but not FANCD2) and that FANCE restores nuclear accumulation of FANCC, FANCA-FANCC complex formation, and FANCD2 monoubiquitination in FA-E cells. Supports the FANCC nuclear-accumulation and FA-complex-membership claims.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:12649160	Fanconi anemia protein complex: mapping protein interactions in the yeast 2- and 3-hybrid systems.	HIGH	VERIFIED		Maps direct FANCE-FANCC (central region of FANCE) and FANCE-FANCD2 interactions by yeast two-hybrid; source of the FANCE IPI(FANCC) annotation and supports adaptor function. Abstract-only but interactions are clearly stated.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:16127171	FANCC, FANCE, and FANCD2 form a ternary complex essential to the integrity of the Fanconi anemia DNA damage response pathway.	HIGH	VERIFIED		Abstract verified. Demonstrates FANCE mediates the FANCC-FANCD2 interaction (ternary complex) in yeast three-hybrid and human cells, and that FANCE mutants that bind FANCC but not FANCD2 abolish FANCD2 monoubiquitination and confer cross-linker sensitivity. Also shows FANCE mediates FANCC-FANCF association. Directly supports the protein-macromolecule adaptor activity annotation.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:16513431	The nuclear accumulation of the Fanconi anemia protein FANCE depends on FANCC.	HIGH	VERIFIED		Abstract verified. States explicitly that FANCE acts as a molecular bridge between the FA core complex and FANCD2 through direct binding of both FANCC and FANCD2, and that the FANCC-binding region is distinct from the FANCD2-binding region. Strong support for the protein-macromolecule adaptor activity annotation.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:17296736	Chk1-mediated phosphorylation of FANCE is required for the Fanconi anemia/BRCA pathway.	HIGH	VERIFIED		Full text verified. Confirms FANCE as a core-complex subunit that promotes FANCD2 monoubiquitination; shows Chk1 phosphorylates FANCE at Thr346/Ser374, required for crosslink resistance independent of FANCD2-Ub.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:19965384	The Fanconi anemia pathway promotes replication-dependent DNA interstrand cross-link repair.	MEDIUM	VERIFIED		Establishes that the FA pathway (FANCI-FANCD2 monoubiquitination) drives replication-coupled ICL repair; pathway-level support for the FANCE ICL-repair BP annotation. Studies FANCD2/FANCI directly rather than FANCE.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:20347428	A histone-fold complex and FANCM form a conserved DNA-remodeling complex to maintain genome stability.	MEDIUM	VERIFIED		Characterizes the FANCM-MHF complex that associates with the FA core complex; FANCE is a subunit of that associated core complex.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:22266823	Regulation of Rev1 by the Fanconi anemia core complex.	HIGH	VERIFIED		Full text verified. Co-purification places FANCE with FANCA and FANCC in the FA core complex; source of the FANCE IDA FA-complex annotation. Primary focus is FAAP20/Rev1 but FANCE membership is explicitly shown.	genes/human/FANCE/FANCE-ai-review.yaml
human	FANCE	Q9HB96	PMID:22343915	FAAP20: a novel ubiquitin-binding FA nuclear core-complex protein required for functional integrity of the FA-BRCA DNA repair pathway.	MEDIUM	VERIFIED		Characterizes FAAP20 as an integral FA nuclear core-complex component and DNA-damage-induced chromatin loading of the complex; supports the chromatin and FA-complex annotations (ComplexPortal-assigned to FANCE as a complex member).	genes/human/FANCE/FANCE-ai-review.yaml
