rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00090617,arba,GO:1902966,positive regulation of protein localization to early endosome,1
ARBA00090618,arba,GO:1901634,positive regulation of synaptic vesicle membrane organization,1
ARBA00090619,arba,GO:1902965,regulation of protein localization to early endosome,1
ARBA00090620,arba,GO:0034245,mitochondrial DNA-directed RNA polymerase complex,1
ARBA00090621,arba,GO:0035577,azurophil granule membrane,1
ARBA00090622,arba,GO:1901632,regulation of synaptic vesicle membrane organization,1
ARBA00090623,arba,GO:0061863,microtubule plus end polymerase activity,1
ARBA00090624,arba,GO:0047560,3-dehydrosphinganine reductase activity,2
ARBA00090625,arba,GO:0072518,Rho-dependent protein serine/threonine kinase activity,1
ARBA00090626,arba,GO:1902969,mitotic DNA replication,3
ARBA00090627,arba,GO:0034241,positive regulation of macrophage fusion,1
ARBA00090628,arba,GO:0010271,regulation of chlorophyll catabolic process,1
ARBA00090629,arba,GO:0060527,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,1
ARBA00090630,arba,GO:0060546,negative regulation of necroptotic process,2
ARBA00090631,arba,GO:0034236,protein kinase A catalytic subunit binding,3
ARBA00090632,arba,GO:0034237,protein kinase A regulatory subunit binding,2
ARBA00090633,arba,GO:0060545,positive regulation of necroptotic process,2
ARBA00090634,arba,GO:0035567,non-canonical Wnt signaling pathway,5
ARBA00090635,arba,GO:0034239,regulation of macrophage fusion,1
ARBA00090636,arba,GO:0009298,GDP-mannose biosynthetic process,4
ARBA00090637,arba,GO:0009299,mRNA transcription,2
ARBA00090638,arba,GO:0060541,respiratory system development,21
ARBA00090639,arba,GO:0010288,response to lead ion,1
ARBA00090640,arba,GO:0060544,regulation of necroptotic process,7
ARBA00090641,arba,GO:1902975,mitotic DNA replication initiation,1
ARBA00090642,arba,GO:0010286,heat acclimation,3
ARBA00090643,arba,GO:0009294,DNA-mediated transformation,2
ARBA00090644,arba,GO:0009295,nucleoid,6
ARBA00090645,arba,GO:0009292,horizontal gene transfer,2
ARBA00090646,arba,GO:0060538,skeletal muscle organ development,15
ARBA00090647,arba,GO:0010280,UDP-L-rhamnose synthase activity,1
ARBA00090648,arba,GO:1902983,DNA strand elongation involved in mitotic DNA replication,1
ARBA00090649,arba,GO:0060556,regulation of vitamin D biosynthetic process,1
ARBA00090650,arba,GO:0034227,tRNA thio-modification,1
ARBA00090651,arba,GO:0010257,NADH dehydrogenase complex assembly,4
ARBA00090652,arba,GO:0009265,2'-deoxyribonucleotide biosynthetic process,8
ARBA00090653,arba,GO:1901656,glycoside transport,2
ARBA00090654,arba,GO:0010255,glucose mediated signaling pathway,4
ARBA00090655,arba,GO:1901655,cellular response to ketone,7
ARBA00090656,arba,GO:1901654,response to ketone,17
ARBA00090657,arba,GO:0009268,response to pH,13
ARBA00090658,arba,GO:0010253,UDP-rhamnose biosynthetic process,1
ARBA00090659,arba,GO:0009262,deoxyribonucleotide metabolic process,12
ARBA00090660,arba,GO:0009263,deoxyribonucleotide biosynthetic process,10
ARBA00090661,arba,GO:0009264,deoxyribonucleotide catabolic process,2
ARBA00090662,arba,GO:0071211,protein targeting to vacuole involved in autophagy,1
ARBA00090663,arba,GO:0071218,cellular response to misfolded protein,1
ARBA00090664,arba,GO:0072542,protein phosphatase activator activity,1
ARBA00090665,arba,GO:0071216,cellular response to biotic stimulus,20
ARBA00090666,arba,GO:0071215,cellular response to abscisic acid stimulus,11
ARBA00090667,arba,GO:0047589,5-aminovalerate transaminase activity,1
ARBA00090668,arba,GO:1901659,glycosyl compound biosynthetic process,20
ARBA00090669,arba,GO:0034214,protein hexamerization,1
ARBA00090670,arba,GO:0010269,response to selenium ion,1
ARBA00090671,arba,GO:0060567,negative regulation of termination of DNA-templated transcription,1
ARBA00090672,arba,GO:0010267,ta-siRNA processing,2
ARBA00090673,arba,GO:1902992,negative regulation of amyloid precursor protein catabolic process,2
ARBA00090674,arba,GO:0010268,brassinosteroid homeostasis,1
ARBA00090675,arba,GO:0060563,neuroepithelial cell differentiation,1
ARBA00090676,arba,GO:0010264,myo-inositol hexakisphosphate biosynthetic process,1
ARBA00090677,arba,GO:0060560,developmental growth involved in morphogenesis,26
ARBA00090678,arba,GO:0061891,calcium ion sensor activity,2
ARBA00090679,arba,GO:0060562,epithelial tube morphogenesis,28
ARBA00090680,arba,GO:1902991,regulation of amyloid precursor protein catabolic process,4
ARBA00090681,arba,GO:0071203,WASH complex,1
ARBA00090682,arba,GO:0072536,interleukin-23 receptor complex,1
ARBA00090683,arba,GO:0047598,7-dehydrocholesterol reductase activity,1
ARBA00090684,arba,GO:0071205,protein localization to juxtaparanode region of axon,1
ARBA00090685,arba,GO:0072534,perineuronal net,3
ARBA00090686,arba,GO:0061820,telomeric D-loop disassembly,1
ARBA00090687,arba,GO:0048857,neural nucleus development,1
ARBA00090688,arba,GO:0048852,diencephalon morphogenesis,1
ARBA00090689,arba,GO:0047522,15-oxoprostaglandin 13-reductase [NAD(P)+] activity,1
ARBA00090690,arba,GO:0048853,forebrain morphogenesis,1
ARBA00090691,arba,GO:0048854,brain morphogenesis,4
ARBA00090692,arba,GO:0034284,response to monosaccharide,14
ARBA00090693,arba,GO:0048859,formation of anatomical boundary,3
ARBA00090694,arba,GO:0061817,endoplasmic reticulum-plasma membrane tethering,1
ARBA00090695,arba,GO:0060502,epithelial cell proliferation involved in lung morphogenesis,1
ARBA00090696,arba,GO:1902932,positive regulation of alcohol biosynthetic process,3
ARBA00090697,arba,GO:1902931,negative regulation of alcohol biosynthetic process,1
ARBA00090698,arba,GO:1902930,regulation of alcohol biosynthetic process,6
ARBA00090699,arba,GO:0048866,stem cell fate specification,1
ARBA00090700,arba,GO:0047536,2-aminoadipate transaminase activity,1
ARBA00090701,arba,GO:0048868,pollen tube development,12
ARBA00090702,arba,GO:0048863,stem cell differentiation,17
ARBA00090703,arba,GO:0048864,stem cell development,5
ARBA00090704,arba,GO:0048865,stem cell fate commitment,2
ARBA00090705,arba,GO:1902937,inward rectifier potassium channel complex,1
ARBA00090706,arba,GO:1902936,phosphatidylinositol bisphosphate binding,9
ARBA00090707,arba,GO:1901608,regulation of vesicle transport along microtubule,1
ARBA00090708,arba,GO:0060512,prostate gland morphogenesis,2
ARBA00090709,arba,GO:0035596,methylthiotransferase activity,1
ARBA00090710,arba,GO:0061842,microtubule organizing center localization,4
ARBA00090711,arba,GO:1901610,positive regulation of vesicle transport along microtubule,1
ARBA00090712,arba,GO:0048871,multicellular organismal-level homeostasis,29
ARBA00090713,arba,GO:0048872,homeostasis of number of cells,9
ARBA00090714,arba,GO:0046210,nitric oxide catabolic process,1
ARBA00090715,arba,GO:0047547,2-methylcitrate dehydratase activity,2
ARBA00090716,arba,GO:0046211,(+)-camphor biosynthetic process,1
ARBA00090717,arba,GO:0046217,obsolete indole phytoalexin metabolic process,1
ARBA00090718,arba,GO:0047545,(S)-2-hydroxyglutarate dehydrogenase activity,1
ARBA00090719,arba,GO:0060509,type I pneumocyte differentiation,1
ARBA00090720,arba,GO:0035592,establishment of protein localization to extracellular region,5
ARBA00090721,arba,GO:0010295,(+)-abscisic acid 8'-hydroxylase activity,1
ARBA00090722,arba,GO:0035594,ganglioside binding,2
ARBA00090723,arba,GO:0061836,intranuclear rod,1
ARBA00090724,arba,GO:0035591,signaling adaptor activity,17
ARBA00090725,arba,GO:0034260,negative regulation of GTPase activity,1
ARBA00090726,arba,GO:0035590,purinergic nucleotide receptor signaling pathway,1
ARBA00090727,arba,GO:0060526,prostate glandular acinus morphogenesis,1
ARBA00090728,arba,GO:0060525,prostate glandular acinus development,1
ARBA00090729,arba,GO:0061851,leading edge of lamellipodium,1
ARBA00090730,arba,GO:1901623,regulation of lymphocyte chemotaxis,1
ARBA00090731,arba,GO:0034256,chlorophyll(ide) b reductase activity,1
ARBA00090732,arba,GO:0106333,subcortical maternal complex,2
ARBA00090733,arba,GO:0047558,3-cyanoalanine hydratase activity,1
ARBA00090734,arba,GO:0046222,aflatoxin metabolic process,3
ARBA00090735,arba,GO:0047554,"2-pyrone-4,6-dicarboxylate lactonase activity",1
ARBA00090736,arba,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",5
ARBA00090737,arba,GO:0046226,coumarin catabolic process,1
ARBA00090738,arba,GO:0034250,positive regulation of amide metabolic process,1
ARBA00090739,arba,GO:0035582,sequestering of BMP in extracellular matrix,1
ARBA00090740,arba,GO:0035581,sequestering of extracellular ligand from receptor,3
ARBA00090741,arba,GO:0035583,sequestering of TGFbeta in extracellular matrix,1
ARBA00090742,arba,GO:0035580,specific granule lumen,1
ARBA00090743,arba,GO:0120529,secoisolariciresinol dehydrogenase activity,1
ARBA00090744,arba,GO:0060379,cardiac muscle cell myoblast differentiation,1
ARBA00090745,arba,GO:0046073,dTMP metabolic process,2
ARBA00090746,arba,GO:0046072,dTDP metabolic process,2
ARBA00090747,arba,GO:0106222,lncRNA binding,1
ARBA00090748,arba,GO:0046078,dUMP metabolic process,1
ARBA00090749,arba,GO:0046077,dUDP metabolic process,1
ARBA00090750,arba,GO:0060371,regulation of atrial cardiac muscle cell membrane depolarization,1
ARBA00090751,arba,GO:0046075,dTTP metabolic process,1
ARBA00090752,arba,GO:0060370,susceptibility to T cell mediated cytotoxicity,1
ARBA00090753,arba,GO:0071037,nuclear polyadenylation-dependent snRNA catabolic process,1
ARBA00090754,arba,GO:0071036,nuclear polyadenylation-dependent snoRNA catabolic process,1
ARBA00090755,arba,GO:0046079,dUMP catabolic process,1
ARBA00090756,arba,GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,1
ARBA00090757,arba,GO:0071039,nuclear polyadenylation-dependent CUT catabolic process,1
ARBA00090758,arba,GO:0098992,neuronal dense core vesicle,2
ARBA00090759,arba,GO:0034081,polyketide synthase complex,2
ARBA00090760,arba,GO:0071034,CUT catabolic process,2
ARBA00090761,arba,GO:0046085,adenosine metabolic process,4
ARBA00090762,arba,GO:0060384,innervation,1
ARBA00090763,arba,GO:0120531,prenyl diphosphate synthase activity,4
ARBA00090764,arba,GO:0106235,ceramide-1-phosphate phosphatase activity,1
ARBA00090765,arba,GO:0060382,regulation of DNA strand elongation,1
ARBA00090766,arba,GO:0046086,adenosine biosynthetic process,2
ARBA00090767,arba,GO:0120533,glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] (non-phosphorylating) activity,1
ARBA00090768,arba,GO:0072357,PTW/PP1 phosphatase complex,1
ARBA00090769,arba,GO:0071028,nuclear mRNA surveillance,4
ARBA00090770,arba,GO:0072350,tricarboxylic acid metabolic process,3
ARBA00090771,arba,GO:0120546,"oxidoreductase activity, reducing C-O-C group as acceptor",2
ARBA00090772,arba,GO:0034067,protein localization to Golgi apparatus,3
ARBA00090773,arba,GO:0034069,aminoglycoside N-acetyltransferase activity,1
ARBA00090774,arba,GO:0010099,regulation of photomorphogenesis,2
ARBA00090775,arba,GO:0060395,SMAD protein signal transduction,2
ARBA00090776,arba,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,2
ARBA00090777,arba,GO:0120543,macromolecular conformation isomerase activity,67
ARBA00090778,arba,GO:0060391,positive regulation of SMAD protein signal transduction,5
ARBA00090779,arba,GO:0060390,regulation of SMAD protein signal transduction,6
ARBA00090780,arba,GO:0120545,nucleic acid conformation isomerase activity,48
ARBA00090781,arba,GO:0046098,guanine metabolic process,2
ARBA00090782,arba,GO:0120544,polypeptide conformation or assembly isomerase activity,24
ARBA00090783,arba,GO:0060392,negative regulation of SMAD protein signal transduction,1
ARBA00090784,arba,GO:0097644,calcitonin family binding,1
ARBA00090785,arba,GO:0072388,flavin adenine dinucleotide biosynthetic process,2
ARBA00090786,arba,GO:0097648,G protein-coupled receptor complex,1
ARBA00090787,arba,GO:0034063,stress granule assembly,3
ARBA00090788,arba,GO:0071051,poly(A)-dependent snoRNA 3'-end processing,1
ARBA00090789,arba,GO:0072387,flavin adenine dinucleotide metabolic process,3
ARBA00090790,arba,GO:0097642,calcitonin family receptor activity,1
ARBA00090791,arba,GO:0010093,specification of floral organ identity,2
ARBA00090792,arba,GO:0010090,trichome morphogenesis,1
ARBA00090793,arba,GO:0010091,trichome branching,1
ARBA00090794,arba,GO:0034056,estrogen response element binding,1
ARBA00090795,arba,GO:0034059,response to anoxia,1
ARBA00090796,arba,GO:0098988,G protein-coupled glutamate receptor activity,2
ARBA00090797,arba,GO:0071047,polyadenylation-dependent mRNA catabolic process,1
ARBA00090798,arba,GO:0072378,"blood coagulation, fibrin clot formation",2
ARBA00090799,arba,GO:0072379,ER membrane insertion complex,2
ARBA00090800,arba,GO:0098981,cholinergic synapse,5
ARBA00090801,arba,GO:0072376,protein activation cascade,3
ARBA00090802,arba,GO:0035385,Roundabout signaling pathway,1
ARBA00090803,arba,GO:0071044,histone mRNA catabolic process,1
ARBA00090804,arba,GO:0034050,symbiont-induced defense-related programmed cell death,4
ARBA00090805,arba,GO:0071043,obsolete CUT metabolic process,2
ARBA00090806,arba,GO:0097651,"phosphatidylinositol 3-kinase complex, class I",2
ARBA00090807,arba,GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process,1
ARBA00090808,arba,GO:0061668,mitochondrial ribosome assembly,1
ARBA00090809,arba,GO:0060336,negative regulation of type II interferon-mediated signaling pathway,1
ARBA00090810,arba,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,3
ARBA00090811,arba,GO:0060338,regulation of type I interferon-mediated signaling pathway,8
ARBA00090812,arba,GO:0061669,spontaneous neurotransmitter secretion,1
ARBA00090813,arba,GO:0060333,type II interferon-mediated signaling pathway,2
ARBA00090814,arba,GO:0106260,DNA-DNA tethering activity,1
ARBA00090815,arba,GO:0060334,regulation of type II interferon-mediated signaling pathway,1
ARBA00090816,arba,GO:0061665,SUMO ligase activity,2
ARBA00090817,arba,GO:0046030,inositol trisphosphate phosphatase activity,2
ARBA00090818,arba,GO:0060331,negative regulation of response to type II interferon,1
ARBA00090819,arba,GO:0060330,regulation of response to type II interferon,1
ARBA00090820,arba,GO:0046033,AMP metabolic process,8
ARBA00090821,arba,GO:0046036,CTP metabolic process,3
ARBA00090822,arba,GO:0046035,CMP metabolic process,2
ARBA00090823,arba,GO:0098957,anterograde axonal transport of mitochondrion,1
ARBA00090824,arba,GO:0097621,monoamine oxidase activity,1
ARBA00090825,arba,GO:0060348,bone development,12
ARBA00090826,arba,GO:0061678,Entner-Doudoroff pathway,1
ARBA00090827,arba,GO:0060349,bone morphogenesis,7
ARBA00090828,arba,GO:0060340,positive regulation of type I interferon-mediated signaling pathway,3
ARBA00090829,arba,GO:0046040,IMP metabolic process,7
ARBA00090830,arba,GO:0106276,biliberdin reductase (NADH) activity,1
ARBA00090831,arba,GO:0061673,mitotic spindle astral microtubule,1
ARBA00090832,arba,GO:0106278,regulation of UDP-N-acetylglucosamine biosynthetic process,1
ARBA00090833,arba,GO:0106279,negative regulation of UDP-N-acetylglucosamine biosynthetic process,1
ARBA00090834,arba,GO:0047372,monoacylglycerol lipase activity,8
ARBA00090835,arba,GO:0046049,UMP metabolic process,4
ARBA00090836,arba,GO:0098966,perisynaptic extracellular matrix,5
ARBA00090837,arba,GO:0046048,UDP metabolic process,1
ARBA00090838,arba,GO:0072311,glomerular epithelial cell differentiation,1
ARBA00090839,arba,GO:1900366,negative regulation of defense response to insect,1
ARBA00090840,arba,GO:1901696,cannabinoid biosynthetic process,1
ARBA00090841,arba,GO:1900369,negative regulation of post-transcriptional gene silencing by regulatory ncRNA,1
ARBA00090842,arba,GO:1900368,regulation of post-transcriptional gene silencing by regulatory ncRNA,2
ARBA00090843,arba,GO:0060351,cartilage development involved in endochondral bone morphogenesis,2
ARBA00090844,arba,GO:0106286,(E)-caffeate-CoA ligase activity,1
ARBA00090845,arba,GO:0060350,endochondral bone morphogenesis,3
ARBA00090846,arba,GO:0061684,chaperone-mediated autophagy,1
ARBA00090847,arba,GO:0046050,UMP catabolic process,1
ARBA00090848,arba,GO:0046054,dGMP metabolic process,2
