suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_2776	false	Q88J73	Q88J73_PSEPK	PP_2776	PP_2776	PP_2776	Homocysteine S-methyltransferase family protein	unreviewed	1.0	307		GO:0008168; GO:0008270; GO:0009086; GO:0032259	IPR017226;IPR003726;IPR036589;	PF02574;	PTHR11103;PTHR11103:SF18;	ppu:PP_2776;	PPUT160488:G1G01-2956-MONOMER;		WP_010953687.1;	Metal-binding;Methyltransferase;Reference proteome;Transferase;Zinc	ppu:PP_2776	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2777	false	Q88J72	Q88J72_PSEPK	PP_2777	PP_2777	PP_2777	Acyl carrier protein	unreviewed	1.0	189			IPR036736;IPR009081;	PF00550;		ppu:PP_2777;	PPUT160488:G1G01-2957-MONOMER;		WP_010953688.1;	Reference proteome	ppu:PP_2777	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2778	false	Q88J71	Q88J71_PSEPK	PP_2778	PP_2778	PP_2778	3-oxoacyl-(Acyl-carrier-protein) synthase II	unreviewed	1.0	425		GO:0004315; GO:0005829; GO:0006633	IPR000794;IPR014031;IPR014030;IPR020841;IPR016039;	PF00109;PF02801;	PTHR11712:SF336;PTHR11712;	ppu:PP_2778;	PPUT160488:G1G01-2958-MONOMER;			Reference proteome;Transferase	ppu:PP_2778	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2779	false	Q88J70	Q88J70_PSEPK	PP_2779	PP_2779	PP_2779	Beta-ketoacyl synthase	unreviewed	1.0	360		GO:0016746	IPR016039;			ppu:PP_2779;	PPUT160488:G1G01-2959-MONOMER;			Reference proteome	ppu:PP_2779	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2780	false	Q88J69	Q88J69_PSEPK	PP_2780	PP_2780	PP_2780	3-oxoacyl-(Acyl-carrier-protein) synthase II	unreviewed	1.0	432		GO:0004315; GO:0005829; GO:0006633	IPR000794;IPR014031;IPR014030;IPR020841;IPR016039;	PF00109;PF02801;	PTHR11712:SF336;PTHR11712;	ppu:PP_2780;	PPUT160488:G1G01-2960-MONOMER;		WP_010953691.1;	Reference proteome;Transferase	ppu:PP_2780	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2781	false	Q88J68	Q88J68_PSEPK	PP_2781	PP_2781	PP_2781	Beta-ketoacyl synthase (EC 2.3.1.-)	unreviewed	1.0	403	2.3.1.-	GO:0004315; GO:0006633	IPR000794;IPR014030;IPR020841;IPR016039;	PF00109;	PTHR11712:SF336;PTHR11712;	ppu:PP_2781;	PPUT160488:G1G01-2961-MONOMER;		WP_049586211.1;	Acyltransferase;Reference proteome;Transferase	ppu:PP_2781	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2782	false	Q88J67	Q88J67_PSEPK	PP_2782	PP_2782	PP_2782	Pyridoxalphosphate dependent aminotransferase, class III	unreviewed	1.0	959		GO:0008483; GO:0030170; GO:0042802	IPR005814;IPR050103;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR11986:SF79;PTHR11986;	ppu:PP_2782;	PPUT160488:G1G01-2962-MONOMER;			Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase	ppu:PP_2782	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2784	false	Q88J65	Q88J65_PSEPK	PP_2784	PP_2784	PP_2784	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase (EC 1.3.1.58) (Biphenyl-2,3-dihydro-2,3-diol dehydrogenase)	unreviewed	2.0	254	1.3.1.58	GO:0018511; GO:0032787	IPR057326;IPR036291;IPR020904;IPR050259;IPR002347;	PF13561;	PTHR42879;PTHR42879:SF2;	ppu:PP_2784;	PPUT160488:G1G01-2964-MONOMER;		WP_010953695.1;	Oxidoreductase;Reference proteome	ppu:PP_2784	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2790	false	Q88J59	Q88J59_PSEPK	PP_2790	PP_2790	PP_2790	Sigma-54 dependent sensory box protein	unreviewed	1.0	650		GO:0000156; GO:0005524; GO:0005737; GO:0006351; GO:0006355; GO:0016301; GO:0019629; GO:0043565	IPR003593;IPR058031;IPR009057;IPR002197;IPR027417;IPR000014;IPR035965;IPR013656;IPR012704;IPR010524;IPR002078;IPR025662;IPR025944;	PF25601;PF02954;PF08448;PF06506;PF00158;	PTHR32071:SF81;PTHR32071;	ppu:PP_2790;	PPUT160488:G1G01-2970-MONOMER;		WP_010953699.1;	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation;Transferase	ppu:PP_2790	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2791	false	Q88J58	Q88J58_PSEPK	PP_2791	PP_2791	PP_2791	Aminoglycoside phosphotransferase	unreviewed	1.0	376			IPR041726;IPR051678;IPR002575;IPR011009;	PF01636;	PTHR21310;PTHR21310:SF57;	ppu:PP_2791;	MetaCyc:G1G01-2971-MONOMER;PPUT160488:G1G01-2971-MONOMER;			Reference proteome	ppu:PP_2791	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2794	false	Q88J55	Q88J55_PSEPK	PP_2794	PP_2794	PP_2794	Oxidoreductase, short chain dehydrogenase/reductase family	unreviewed	1.0	255		GO:0006633; GO:0016616; GO:0048038	IPR036291;IPR002347;	PF13561;	PTHR42760:SF133;PTHR42760;	ppu:PP_2794;	MetaCyc:G1G01-2974-MONOMER;PPUT160488:G1G01-2974-MONOMER;		WP_010953703.1;	Oxidoreductase;Reference proteome	ppu:PP_2794	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2798	false	Q88J51	Q88J51_PSEPK	PP_2798	PP_2798	PP_2798	Oxidoreductase	unreviewed	1.0	302		GO:0016491; GO:0050661	IPR008927;IPR013328;IPR006115;IPR015815;IPR051265;IPR036291;IPR048666;	PF03446;PF21761;	PTHR43580:SF2;PTHR43580;	ppu:PP_2798;	PPUT160488:G1G01-2978-MONOMER;		WP_010953707.1;	3D-structure;Oxidoreductase;Reference proteome	ppu:PP_2798	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
dhaT	false	Q88J46	Q88J46_PSEPK	dhaT	PP_2803	dhaT PP_2803	1,3-propanediol dehydrogenase	unreviewed	1.0	394		GO:0004022; GO:0046872	IPR001670;IPR056798;IPR018211;IPR039697;	PF25137;PF00465;	PTHR11496;PTHR11496:SF83;	ppu:PP_2803;	PPUT160488:G1G01-2983-MONOMER;			Oxidoreductase;Reference proteome	ppu:PP_2803	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2804	false	Q88J45	Q88J45_PSEPK	PP_2804	PP_2804	PP_2804	Hydrolase, alpha/beta fold family	unreviewed	1.0	291		GO:0004806; GO:0046503	IPR050471;IPR000073;IPR029058;	PF00561;	PTHR43433:SF5;PTHR43433;	ppu:PP_2804;	PPUT160488:G1G01-2984-MONOMER;		WP_010953713.1;	Hydrolase;Reference proteome	ppu:PP_2804	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2807	false	Q88J42	Q88J42_PSEPK	PP_2807	PP_2807	PP_2807	Phytanoyl-CoA dioxygenase	unreviewed	1.0	295		GO:0005506; GO:0016706	IPR008775;	PF05721;	PTHR20883;PTHR20883:SF15;	ppu:PP_2807;	PPUT160488:G1G01-2987-MONOMER;		WP_010953716.1;	Iron;Metal-binding;Reference proteome	ppu:PP_2807	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2808	false	Q88J41	Q88J41_PSEPK	PP_2808	PP_2808	PP_2808	Oxidoreductase	unreviewed	1.0	455		GO:0005737; GO:0016491	IPR006076;IPR036188;	PF01266;	PTHR13847:SF281;PTHR13847;	ppu:PP_2808;	PPUT160488:G1G01-2988-MONOMER;		WP_010953717.1;	Oxidoreductase;Reference proteome	ppu:PP_2808	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2813	false	Q88J36	Q88J36_PSEPK	PP_2813	PP_2813	PP_2813	BNR domain protein	unreviewed	1.0	320		GO:0009523; GO:0015979	IPR028203;IPR015943;	PF14870;	PTHR47199;PTHR47199:SF2;	ppu:PP_2813;	PPUT160488:G1G01-2993-MONOMER;		WP_010953722.1;	Photosynthesis;Photosystem II;Reference proteome;Signal	ppu:PP_2813	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2814	false	Q88J35	Q88J35_PSEPK	PP_2814	PP_2814	PP_2814	Phytanoyl-CoA dioxygenase	unreviewed	1.0	289		GO:0005506; GO:0016706	IPR008775;	PF05721;	PTHR20883:SF19;PTHR20883;	ppu:PP_2814;	PPUT160488:G1G01-2994-MONOMER;		WP_010953723.1;	Iron;Metal-binding;Oxidoreductase;Reference proteome	ppu:PP_2814	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2827	false	Q88J22	Q88J22_PSEPK	PP_2827	PP_2827	PP_2827	Alcohol dehydrogenase, zinc-containing	unreviewed	1.0	340		GO:0008270; GO:0016616	IPR013149;IPR013154;IPR002328;IPR020843;IPR011032;IPR036291;IPR051397;	PF08240;PF00107;	PTHR43677:SF4;PTHR43677;	ppu:PP_2827;	PPUT160488:G1G01-3007-MONOMER;		WP_010953736.1;	Metal-binding;Oxidoreductase;Reference proteome;Zinc	ppu:PP_2827	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
GbpR	false	Q88J17	Q88J17_PSEPK	GbpR	PP_2832	GbpR PP_2832	Galactose-binding protein regulator	unreviewed	1.0	315		GO:0003677; GO:0003700; GO:0005829; GO:0006351	IPR050950;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30419;PTHR30419:SF8;	ppu:PP_2832;	PPUT160488:G1G01-3012-MONOMER;		WP_010953741.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation	ppu:PP_2832	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2834	false	Q88J15	Q88J15_PSEPK	PP_2834	PP_2834	PP_2834	D-galactarate dehydratase/Altronate dehydratase (EC 4.2.1.42, EC 4.2.1.7)	unreviewed	1.0	513	4.2.1.42; 4.2.1.7	GO:0008789; GO:0008867; GO:0019698	IPR048332;IPR007392;IPR013974;IPR044144;IPR052172;	PF20629;PF04295;PF08666;	PTHR30536:SF5;PTHR30536;	ppu:PP_2834;	PPUT160488:G1G01-3014-MONOMER;		WP_010953743.1;	Lyase;Reference proteome	ppu:PP_2834	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2835	false	Q88J14	Q88J14_PSEPK	PP_2835	PP_2835	PP_2835	Oxidoreductase (EC 1.1.1.-)	unreviewed	1.0	344	1.1.1.-	GO:0016491	IPR043144;IPR043143;IPR036111;IPR003767;	PF02615;	PTHR11091:SF0;PTHR11091;	ppu:PP_2835;	PPUT160488:G1G01-3015-MONOMER;			Oxidoreductase;Reference proteome	ppu:PP_2835	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2836	false	Q88J13	Q88J13_PSEPK	PP_2836	PP_2836	PP_2836	2-keto-3-deoxyxylonate dehydratase (EC 4.2.1.141)	unreviewed	1.0	405	4.2.1.141	GO:0016829; GO:0044281; GO:0046872	IPR051121;IPR011234;IPR036663;	PF01557;	PTHR42796:SF7;PTHR42796;	ppu:PP_2836;	PPUT160488:G1G01-3016-MONOMER;		WP_010953745.1;	Lyase;Metal-binding;Reference proteome	ppu:PP_2836	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2851	false	Q88IZ8	Q88IZ8_PSEPK	PP_2851	PP_2851	PP_2851	Thioredoxin	unreviewed	1.0	242			IPR010296;IPR036249;	PF05988;		ppu:PP_2851;	PPUT160488:G1G01-3030-MONOMER;		WP_010953757.1;	Reference proteome	ppu:PP_2851	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2856	false	Q88IZ3	Q88IZ3_PSEPK	PP_2856	PP_2856	PP_2856	Heme utilization protein	unreviewed	1.0	483			IPR059846;	PF27129;		ppu:PP_2856;	PPUT160488:G1G01-3035-MONOMER;		WP_010953762.1;	Reference proteome;Signal	ppu:PP_2856	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2857	false	Q88IZ2	Q88IZ2_PSEPK	PP_2857	PP_2857	PP_2857	Adhesin	unreviewed	1.0	192			IPR059846;	PF27129;		ppu:PP_2857;	PPUT160488:G1G01-3036-MONOMER;		WP_010953763.1;	Reference proteome;Signal	ppu:PP_2857	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2859	false	Q88IZ0	Q88IZ0_PSEPK	PP_2859	PP_2859	PP_2859	NadR/Ttd14 AAA domain-containing protein	unreviewed	1.0	189			IPR052735;IPR038727;IPR027417;	PF13521;	PTHR37512:SF1;PTHR37512;	ppu:PP_2859;	PPUT160488:G1G01-3038-MONOMER;		WP_010953765.1;	Reference proteome	ppu:PP_2859	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2864	false	Q88IY5	Q88IY5_PSEPK	PP_2864	PP_2864	PP_2864	MmcQ/YjbR family DNA-binding protein	unreviewed	1.0	123			IPR007351;IPR038056;IPR058532;	PF04237;	PTHR35145:SF1;PTHR35145;	ppu:PP_2864;	PPUT160488:G1G01-3043-MONOMER;			Reference proteome	ppu:PP_2864	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
azoR1	false	Q88IY3	AZOR1_PSEPK	azoR1	PP_2866	azoR1 PP_2866	FMN-dependent NADH:quinone oxidoreductase 1 (EC 1.6.5.-) (Azo-dye reductase 1) (FMN-dependent NADH-azo compound oxidoreductase 1) (FMN-dependent NADH-azoreductase 1) (EC 1.7.1.17)	reviewed	3.0	203	1.6.5.-; 1.7.1.17	GO:0009055; GO:0010181; GO:0016652; GO:0016655	IPR003680;IPR029039;IPR050104;IPR023048;	PF02525;	PTHR43741;PTHR43741:SF4;	ppu:PP_2866;	PPUT160488:G1G01-3045-MONOMER;		WP_010953771.1;	3D-structure;Flavoprotein;FMN;NAD;Oxidoreductase;Reference proteome	ppu:PP_2866	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2869	false	Q88IY0	Q88IY0_PSEPK	PP_2869	PP_2869	PP_2869	Oxidoreductase, FMN-binding	unreviewed	1.0	650		GO:0008670; GO:0010181; GO:0033543; GO:0046872; GO:0051536	IPR013785;IPR036188;IPR023753;IPR051793;IPR001155;	PF00724;PF07992;	PTHR42917;PTHR42917:SF2;	ppu:PP_2869;	PPUT160488:G1G01-3048-MONOMER;		WP_010953774.1;	Flavoprotein;FMN;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome	ppu:PP_2869	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2871	false	Q88IX8	Q88IX8_PSEPK	PP_2871	PP_2871	PP_2871	Class II aldolase/adducin domain protein	unreviewed	1.0	251		GO:0005856; GO:0005996; GO:0051015	IPR051017;IPR001303;IPR036409;	PF00596;	PTHR10672;PTHR10672:SF3;	ppu:PP_2871;	PPUT160488:G1G01-3050-MONOMER;		WP_010953776.1;	Reference proteome	ppu:PP_2871	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2879	false	Q88IX0	Q88IX0_PSEPK	PP_2879	PP_2879	PP_2879	eCIS core domain-containing protein	unreviewed	1.0	197			IPR025295;	PF13699;		ppu:PP_2879;	PPUT160488:G1G01-3059-MONOMER;		WP_010953784.1;	Reference proteome;Signal	ppu:PP_2879	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2881	false	Q88IW8	Q88IW8_PSEPK	PP_2881	PP_2881	PP_2881	Oxidoreductase, short chain dehydrogenase/reductase family	unreviewed	1.0	243			IPR036291;IPR002347;	PF00106;	PTHR43431;PTHR43431:SF7;	ppu:PP_2881;	PPUT160488:G1G01-3061-MONOMER;		WP_010953786.1;	Reference proteome	ppu:PP_2881	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2882	false	Q88IW7	Q88IW7_PSEPK	PP_2882	PP_2882	PP_2882	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	unreviewed	2.0	204	5.99.1.4	GO:0004364; GO:0004602; GO:0006749; GO:0018845; GO:1901170	IPR001853;IPR051924;IPR014440;IPR044087;IPR036249;	PF01323;	PTHR42943;PTHR42943:SF2;	ppu:PP_2882;	PPUT160488:G1G01-3062-MONOMER;		WP_010953787.1;	Isomerase;Reference proteome	ppu:PP_2882	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_2891	false	Q88IV8	Q88IV8_PSEPK	PP_2891	PP_2891	PP_2891	Acetyltransferase, GNAT family	unreviewed	1.0	225		GO:0016747	IPR016181;IPR000182;	PF13508;		ppu:PP_2891;	PPUT160488:G1G01-3071-MONOMER;			Reference proteome	ppu:PP_2891	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2896	false	Q88IV3	Q88IV3_PSEPK	PP_2896	PP_2896	PP_2896	Mor transcription activator domain-containing protein	unreviewed	1.0	126			IPR009057;IPR014875;	PF08765;		ppu:PP_2896;	PPUT160488:G1G01-3076-MONOMER;		WP_010953799.1;	Reference proteome	ppu:PP_2896	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_2900	false	Q88IU9	Q88IU9_PSEPK	PP_2900	PP_2900	PP_2900	Fe2+ zn2+ uptake regulation protein	unreviewed	1.0	124			IPR016921;IPR036390;	PF27731;		ppu:PP_2900;	PPUT160488:G1G01-3079-MONOMER;		WP_010953802.1;	Reference proteome	ppu:PP_2900	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
pvdQ	false	Q88IU8	PVDQ_PSEPK	pvdQ	PP_2901	pvdQ PP_2901	Acyl-homoserine lactone acylase PvdQ (AHL acylase PvdQ) (Acyl-HSL acylase PvdQ) (EC 3.5.1.97) [Cleaved into: Acyl-homoserine lactone acylase PvdQ subunit alpha (Acyl-HSL acylase PvdQ subunit alpha); Acyl-homoserine lactone acylase PvdQ subunit beta (Acyl-HSL acylase PvdQ subunit beta)]	reviewed	3.0	772	3.5.1.97	GO:0009372; GO:0016811; GO:0017000; GO:0042597	IPR029055;IPR043147;IPR023343;IPR043146;IPR002692;	PF01804;	PTHR34218:SF3;PTHR34218;	ppu:PP_2901;	PPUT160488:G1G01-3080-MONOMER;			Hydrolase;Periplasm;Quorum sensing;Reference proteome;Signal;Zymogen	ppu:PP_2901	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
ppiB	false	Q88IU6	Q88IU6_PSEPK	ppiB	PP_2903	ppiB PP_2903	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	unreviewed	2.0	166	5.2.1.8	GO:0003755; GO:0005737; GO:0006457	IPR029000;IPR024936;IPR020892;IPR002130;IPR044665;	PF00160;	PTHR43246;	ppu:PP_2903;	PPUT160488:G1G01-3082-MONOMER;		WP_010953805.1;	Cytoplasm;Isomerase;Reference proteome;Rotamase	ppu:PP_2903	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
