suggested_review_name	ordered_locus	uniprot_accession	membership_source	pathway_id	pathway_name	pathway_scope	module_area	is_primary_partition
glcD	PP_3745	Q88GH8	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	true
glcD	PP_3745	Q88GH8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glcD	PP_3745	Q88GH8	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glcD	PP_3745	Q88GH8	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
glcE	PP_3746	Q88GH7	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	true
glcE	PP_3746	Q88GH7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glcE	PP_3746	Q88GH7	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glcE	PP_3746	Q88GH7	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
glcF	PP_3747	Q88GH6	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	true
glcF	PP_3747	Q88GH6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glcF	PP_3747	Q88GH6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glcF	PP_3747	Q88GH6	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
bktB	PP_3754	Q88GH0	KEGG	ppu00071	Fatty acid degradation	specific	lipid_cell_envelope_metabolism	false
bktB	PP_3754	Q88GH0	KEGG	ppu00280	Valine, leucine and isoleucine degradation	specific	amino_acid_metabolism	false
bktB	PP_3754	Q88GH0	KEGG	ppu00310	Lysine degradation	specific	amino_acid_metabolism	false
bktB	PP_3754	Q88GH0	KEGG	ppu00362	Benzoate degradation	specific	aromatic_and_xenobiotic_catabolism	false
bktB	PP_3754	Q88GH0	KEGG	ppu00380	Tryptophan metabolism	specific	amino_acid_metabolism	false
bktB	PP_3754	Q88GH0	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
bktB	PP_3754	Q88GH0	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
bktB	PP_3754	Q88GH0	KEGG	ppu00650	Butanoate metabolism	specific	central_carbon	false
bktB	PP_3754	Q88GH0	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
bktB	PP_3754	Q88GH0	KEGG	ppu00900	Terpenoid backbone biosynthesis	specific	cofactors_vitamins_redox	true
bktB	PP_3754	Q88GH0	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
bktB	PP_3754	Q88GH0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bktB	PP_3754	Q88GH0	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
bktB	PP_3754	Q88GH0	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
bktB	PP_3754	Q88GH0	KEGG	ppu01200	Carbon metabolism	overview	overview	false
bktB	PP_3754	Q88GH0	KEGG	ppu01212	Fatty acid metabolism	overview	overview	false
hbd	PP_3755	Q88GG9	KEGG	ppu00360	Phenylalanine metabolism	specific	amino_acid_metabolism	true
hbd	PP_3755	Q88GG9	KEGG	ppu00362	Benzoate degradation	specific	aromatic_and_xenobiotic_catabolism	false
hbd	PP_3755	Q88GG9	KEGG	ppu00650	Butanoate metabolism	specific	central_carbon	false
hbd	PP_3755	Q88GG9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hbd	PP_3755	Q88GG9	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
hbd	PP_3755	Q88GG9	KEGG	ppu01200	Carbon metabolism	overview	overview	false
PP_3759	PP_3759	Q88GG5	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_3759	PP_3759	Q88GG5	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
cheR3	PP_3760	Q88GG4	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
cheR3	PP_3760	Q88GG4	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
PP_3763	PP_3763	Q88GG1	KEGG	ppu00860	Porphyrin metabolism	specific	cofactors_vitamins_redox	true
PP_3763	PP_3763	Q88GG1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_3763	PP_3763	Q88GG1	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
gloA	PP_3766	Q88GF8	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	true
gloA	PP_3766	Q88GF8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gloA	PP_3766	Q88GF8	UniPathway	UPA00619	UniPathway UPA00619	specific	unipathway	false
PP_3768	PP_3768	Q88GF6	KEGG	ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	specific	amino_acid_metabolism	false
PP_3768	PP_3768	Q88GF6	KEGG	ppu00999	Biosynthesis of various plant secondary metabolites	specific	other_kegg_pathway	true
PP_3768	PP_3768	Q88GF6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_3768	PP_3768	Q88GF6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_3768	PP_3768	Q88GF6	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
PP_3775	PP_3775	Q88GE9	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
PP_3775	PP_3775	Q88GE9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
proC	PP_3778	Q88GE6	UniPathway	UPA00098	UniPathway UPA00098	specific	unipathway	false
aspC	PP_3786	Q88GD8	KEGG	ppu00300	Lysine biosynthesis	specific	amino_acid_metabolism	true
aspC	PP_3786	Q88GD8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aspC	PP_3786	Q88GD8	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aspC	PP_3786	Q88GD8	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu00300	Lysine biosynthesis	specific	amino_acid_metabolism	true
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu00470	D-Amino acid metabolism	specific	amino_acid_metabolism	false
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
dapF__Q88GD4	PP_3790	Q88GD4	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
dapF__Q88GD4	PP_3790	Q88GD4	UniPathway	UPA00034	UniPathway UPA00034	specific	unipathway	false
PP_3801	PP_3801	Q88GC3	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_3802	PP_3802	Q88GC2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_3803	PP_3803	Q88GC1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_3808	PP_3808	Q88GB6	KEGG	ppu00261	Monobactam biosynthesis	specific	other_kegg_pathway	true
PP_3808	PP_3808	Q88GB6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_3808	PP_3808	Q88GB6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ribAB-II	PP_3813	Q88GB1	KEGG	ppu00740	Riboflavin metabolism	specific	cofactors_vitamins_redox	true
ribAB-II	PP_3813	Q88GB1	KEGG	ppu00790	Folate biosynthesis	specific	cofactors_vitamins_redox	false
ribAB-II	PP_3813	Q88GB1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ribAB-II	PP_3813	Q88GB1	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ribAB-II	PP_3813	Q88GB1	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
ribAB-II	PP_3813	Q88GB1	UniPathway	UPA00275	UniPathway UPA00275	specific	unipathway	false
PP_3814	PP_3814	Q88GB0	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_3815	PP_3815	Q88GA9	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_3816	PP_3816	Q88GA8	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_3817	PP_3817	Q88GA7	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_3818	PP_3818	Q88GA6	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_3818	PP_3818	Q88GA6	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
gor	PP_3819	Q88GA5	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	true
gor	PP_3819	Q88GA5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
galU	PP_3821	Q88GA4	KEGG	ppu00040	Pentose and glucuronate interconversions	specific	other_kegg_pathway	true
galU	PP_3821	Q88GA4	KEGG	ppu00052	Galactose metabolism	specific	other_kegg_pathway	false
galU	PP_3821	Q88GA4	KEGG	ppu00500	Starch and sucrose metabolism	specific	other_kegg_pathway	false
galU	PP_3821	Q88GA4	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	specific	nucleotide_metabolism	false
galU	PP_3821	Q88GA4	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	specific	nucleotide_metabolism	false
galU	PP_3821	Q88GA4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
galU	PP_3821	Q88GA4	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
galU	PP_3821	Q88GA4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
galU	PP_3821	Q88GA4	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
galU	PP_3821	Q88GA4	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
PP_3822	PP_3822	Q88GA3	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
PP_3822	PP_3822	Q88GA3	KEGG	ppu01320	Sulfur cycle	specific	other_kegg_pathway	true
PP_3822	PP_3822	Q88GA3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_3822	PP_3822	Q88GA3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
yrpB	PP_3827	Q88G98	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
yrpB	PP_3827	Q88G98	KEGG	ppu01100	Metabolic pathways	overview	overview	false
modA	PP_3828	Q88G97	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
modB	PP_3829	Q88G96	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
modC	PP_3830	Q88G95	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
csrA__Q88G93	PP_3832	Q88G93	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
csrA__Q88G93	PP_3832	Q88G93	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
adhP	PP_3839	Q88G86	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
adhP	PP_3839	Q88G86	KEGG	ppu00071	Fatty acid degradation	specific	lipid_cell_envelope_metabolism	false
adhP	PP_3839	Q88G86	KEGG	ppu00350	Tyrosine metabolism	specific	amino_acid_metabolism	false
adhP	PP_3839	Q88G86	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
adhP	PP_3839	Q88G86	KEGG	ppu00625	Chloroalkane and chloroalkene degradation	specific	other_kegg_pathway	false
adhP	PP_3839	Q88G86	KEGG	ppu00626	Naphthalene degradation	specific	aromatic_and_xenobiotic_catabolism	true
adhP	PP_3839	Q88G86	KEGG	ppu01220	Degradation of aromatic compounds	specific	aromatic_and_xenobiotic_catabolism	false
adhP	PP_3839	Q88G86	KEGG	ppu01100	Metabolic pathways	overview	overview	false
adhP	PP_3839	Q88G86	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
adhP	PP_3839	Q88G86	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
potF-III	PP_3845	Q88G80	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_3893	PP_3893	Q88G33	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	true
PP_3912	PP_3912	Q88G14	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	true
PP_3912	PP_3912	Q88G14	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicF	PP_3941	Q88FY5	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicF	PP_3941	Q88FY5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicF	PP_3941	Q88FY5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicF	PP_3941	Q88FY5	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
maiA	PP_3942	Q88FY4	KEGG	ppu00650	Butanoate metabolism	specific	central_carbon	false
maiA	PP_3942	Q88FY4	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
maiA	PP_3942	Q88FY4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
maiA	PP_3942	Q88FY4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
maiA	PP_3942	Q88FY4	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicD	PP_3943	Q88FY3	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicD	PP_3943	Q88FY3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicD	PP_3943	Q88FY3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicD	PP_3943	Q88FY3	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicC	PP_3944	Q88FY2	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicC	PP_3944	Q88FY2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicC	PP_3944	Q88FY2	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicC	PP_3944	Q88FY2	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicX	PP_3945	Q88FY1	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicX	PP_3945	Q88FY1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicX	PP_3945	Q88FY1	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicX	PP_3945	Q88FY1	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicR	PP_3946	Q88FY0	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicA	PP_3947	Q88FX9	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicA	PP_3947	Q88FX9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicA	PP_3947	Q88FX9	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicA	PP_3947	Q88FX9	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicB	PP_3948	Q88FX8	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	true
nicB	PP_3948	Q88FX8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
nicB	PP_3948	Q88FX8	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
nicB	PP_3948	Q88FX8	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
nicS	PP_3949	Q88FX7	UniPathway	UPA01010	UniPathway UPA01010	specific	unipathway	false
pcaI	PP_3951	Q88FX5	KEGG	ppu00362	Benzoate degradation	specific	aromatic_and_xenobiotic_catabolism	true
pcaI	PP_3951	Q88FX5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pcaI	PP_3951	Q88FX5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
pcaI	PP_3951	Q88FX5	UniPathway	UPA00157	UniPathway UPA00157	specific	unipathway	false
pcaJ	PP_3952	P0A101	KEGG	ppu00362	Benzoate degradation	specific	aromatic_and_xenobiotic_catabolism	true
pcaJ	PP_3952	P0A101	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pcaJ	PP_3952	P0A101	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
pcaJ	PP_3952	P0A101	UniPathway	UPA00157	UniPathway UPA00157	specific	unipathway	false
PP_3989	PP_3989	Q88FU3	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	true
PP_3989	PP_3989	Q88FU3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
tusD	PP_3993	Q88FT9	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
PP_3994	PP_3994	Q88FT8	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
PP_3995	PP_3995	Q88FT7	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
tusE	PP_3996	Q88FT6	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
cysG	PP_3999	Q88FT3	KEGG	ppu00860	Porphyrin metabolism	specific	cofactors_vitamins_redox	true
cysG	PP_3999	Q88FT3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
cysG	PP_3999	Q88FT3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
cysG	PP_3999	Q88FT3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
cysG	PP_3999	Q88FT3	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
cysG	PP_3999	Q88FT3	UniPathway	UPA00148	UniPathway UPA00148	specific	unipathway	false
cysG	PP_3999	Q88FT3	UniPathway	UPA00148	UniPathway UPA00148	specific	unipathway	false
cysG	PP_3999	Q88FT3	UniPathway	UPA00262	UniPathway UPA00262	specific	unipathway	false
cysG	PP_3999	Q88FT3	UniPathway	UPA00262	UniPathway UPA00262	specific	unipathway	false
cysG	PP_3999	Q88FT3	UniPathway	UPA00262	UniPathway UPA00262	specific	unipathway	false
serS	PP_4000	Q88FT2	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
serS	PP_4000	Q88FT2	UniPathway	UPA00906	UniPathway UPA00906	specific	unipathway	false
icd	PP_4011	Q88FS2	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	false
icd	PP_4011	Q88FS2	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	false
icd	PP_4011	Q88FS2	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
icd	PP_4011	Q88FS2	KEGG	ppu04146	Peroxisome	specific	other_kegg_pathway	true
icd	PP_4011	Q88FS2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
icd	PP_4011	Q88FS2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
icd	PP_4011	Q88FS2	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
icd	PP_4011	Q88FS2	KEGG	ppu01200	Carbon metabolism	overview	overview	false
icd	PP_4011	Q88FS2	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
icd	PP_4011	Q88FS2	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	false
idh	PP_4012	Q88FS1	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	false
idh	PP_4012	Q88FS1	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
idh	PP_4012	Q88FS1	KEGG	ppu04146	Peroxisome	specific	other_kegg_pathway	true
idh	PP_4012	Q88FS1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu01200	Carbon metabolism	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
idh	PP_4012	Q88FS1	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
mnmA	PP_4014	Q88FR9	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	true
purB	PP_4016	Q88FR7	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
purB	PP_4016	Q88FR7	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	true
purB	PP_4016	Q88FR7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
purB	PP_4016	Q88FR7	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
purB	PP_4016	Q88FR7	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
purB	PP_4016	Q88FR7	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
purB	PP_4016	Q88FR7	UniPathway	UPA00074	UniPathway UPA00074	specific	unipathway	false
purB	PP_4016	Q88FR7	UniPathway	UPA00075	UniPathway UPA00075	specific	unipathway	false
nudC	PP_4029	Q88FQ8	KEGG	ppu00760	Nicotinate and nicotinamide metabolism	specific	cofactors_vitamins_redox	false
nudC	PP_4029	Q88FQ8	KEGG	ppu04146	Peroxisome	specific	other_kegg_pathway	true
nudC	PP_4029	Q88FQ8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_4030	PP_4030	Q88FQ7	UniPathway	UPA00659	UniPathway UPA00659	specific	unipathway	false
hyuC	PP_4034	Q88FQ3	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	false
hyuC	PP_4034	Q88FQ3	KEGG	ppu00410	beta-Alanine metabolism	specific	amino_acid_metabolism	true
hyuC	PP_4034	Q88FQ3	KEGG	ppu00770	Pantothenate and CoA biosynthesis	specific	cofactors_vitamins_redox	false
hyuC	PP_4034	Q88FQ3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pydB	PP_4036	A0A140FWK2	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	false
pydB	PP_4036	A0A140FWK2	KEGG	ppu00410	beta-Alanine metabolism	specific	amino_acid_metabolism	true
