suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
PP_2758	false	Q88J91	Q88J91_PSEPK	PP_2758	PP_2758	PP_2758	Ribose ABC transporter, periplasmic ribose-binding protein	unreviewed	1.0	342		GO:0030246; GO:0030313	IPR028082;IPR025997;IPR006311;	PF13407;	PTHR46847;PTHR46847:SF1;	ppu:PP_2758;	PPUT160488:G1G01-2939-MONOMER;		WP_010953670.1;	Reference proteome;Signal
rbsA	false	Q88J90	RBSA_PSEPK	rbsA	PP_2759	rbsA PP_2759	Ribose import ATP-binding protein RbsA (EC 7.5.2.7)	reviewed	3.0	512	7.5.2.7	GO:0005524; GO:0005886; GO:0015611; GO:0016887	IPR003593;IPR050107;IPR003439;IPR017871;IPR027417;	PF00005;	PTHR43790;PTHR43790:SF3;	ppu:PP_2759;	PPUT160488:G1G01-2940-MONOMER;		WP_010953671.1;	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Repeat;Sugar transport;Translocase;Transport
PP_2760	false	Q88J89	Q88J89_PSEPK	PP_2760	PP_2760	PP_2760	Ribose transport permease protein	unreviewed	1.0	327		GO:0005886; GO:0022857	IPR001851;	PF02653;	PTHR32196:SF21;PTHR32196;	ppu:PP_2760;	PPUT160488:G1G01-2941-MONOMER;			Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_2761	false	Q88J88	Q88J88_PSEPK	PP_2761	PP_2761	PP_2761	Ribose ABC transporter, permease protein	unreviewed	1.0	328		GO:0005886; GO:0022857	IPR001851;	PF02653;	PTHR32196:SF21;PTHR32196;	ppu:PP_2761;	PPUT160488:G1G01-2942-MONOMER;		WP_010953673.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
sfnA	false	Q88J87	Q88J87_PSEPK	sfnA	PP_2762	sfnA PP_2762	Acyl-CoA dehydrogenase/oxidase family protein	unreviewed	2.0	412		GO:0003995; GO:0005737; GO:0016712; GO:0033539; GO:0050660	IPR050741;IPR013107;IPR006091;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;	PF08028;PF02770;PF02771;	PTHR48083:SF19;PTHR48083;	ppu:PP_2762;	PPUT160488:G1G01-2943-MONOMER;		WP_010953674.1;	Coiled coil;Flavoprotein;Oxidoreductase;Reference proteome
msuE	false	Q88J85	MSUE_PSEPK	msuE	PP_2764	msuE PP_2764	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase)	reviewed	2.0	186	1.5.1.38	GO:0016655; GO:0052873	IPR029039;IPR005025;IPR019912;IPR051814;	PF03358;	PTHR43408;PTHR43408:SF2;	ppu:PP_2764;			WP_004576525.1;	3D-structure;Flavoprotein;FMN;NADP;Oxidoreductase;Reference proteome
PP_2765	false	Q88J84	Q88J84_PSEPK	PP_2765	PP_2765	PP_2765	Sulfonate monooxygenase MsuD	unreviewed	1.0	363		GO:0008726; GO:0046306	IPR024014;IPR011251;IPR036661;IPR050172;	PF00296;	PTHR42847;PTHR42847:SF4;	ppu:PP_2765;	PPUT160488:G1G01-2945-MONOMER;		WP_010953676.1;	Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
PP_2766	false	Q88J83	Q88J83_PSEPK	PP_2766	PP_2766	PP_2766	Long-chain-fatty-acid--CoA ligase-related protein	unreviewed	1.0	376		GO:0016874	IPR000873;IPR042099;	PF00501;		ppu:PP_2766;	PPUT160488:G1G01-2946-MONOMER;		WP_010953677.1;	Ligase;Reference proteome
PP_2767	false	Q88J82	Q88J82_PSEPK	PP_2767	PP_2767	PP_2767	Branched-chain amino acid ABC transporter, ATP-binding protein	unreviewed	1.0	277		GO:0005524; GO:0005886; GO:0016887	IPR003593;IPR051120;IPR003439;IPR032823;IPR027417;	PF00005;PF12399;	PTHR45772:SF1;PTHR45772;	ppu:PP_2767;	PPUT160488:G1G01-2947-MONOMER;		WP_010953678.1;	ATP-binding;Nucleotide-binding;Reference proteome;Transport
PP_2768	false	Q88J81	Q88J81_PSEPK	PP_2768	PP_2768	PP_2768	Branched-chain amino acid ABC transporter, permease protein	unreviewed	1.0	293		GO:0005886; GO:0006865; GO:0022857	IPR001851;IPR052157;	PF02653;	PTHR11795:SF451;PTHR11795;	ppu:PP_2768;	PPUT160488:G1G01-2948-MONOMER;		WP_010953679.1;	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_2769	false	Q88J80	Q88J80_PSEPK	PP_2769	PP_2769	PP_2769	Branched-chain amino acid ABC transporter, permease protein	unreviewed	1.0	329		GO:0005886; GO:0015658	IPR001851;IPR043428;	PF02653;	PTHR30482:SF5;PTHR30482;	ppu:PP_2769;	PPUT160488:G1G01-2949-MONOMER;		WP_010953680.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2770	false	Q88J79	Q88J79_PSEPK	PP_2770	PP_2770	PP_2770	Leucine-binding protein domain-containing protein	unreviewed	1.0	441			IPR028081;IPR028082;	PF13458;	PTHR47235;PTHR47235:SF1;	ppu:PP_2770;	PPUT160488:G1G01-2950-MONOMER;		WP_010953681.1;	Reference proteome;Signal
PP_2771	false	Q88J78	Q88J78_PSEPK	PP_2771	PP_2771	PP_2771	Sigma-54 dependent transcriptional regulator	unreviewed	1.0	367		GO:0003677; GO:0005524; GO:0006351; GO:0006355	IPR003593;IPR058031;IPR027417;IPR002078;IPR025662;IPR025944;	PF25601;PF00158;	PTHR32071;PTHR32071:SF21;	ppu:PP_2771;	PPUT160488:G1G01-2951-MONOMER;		WP_010953682.1;	ATP-binding;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation
PP_2772	false	Q88J77	Q88J77_PSEPK	PP_2772	PP_2772	PP_2772	Monooxygenase	unreviewed	1.0	395		GO:0004497; GO:0006552; GO:0008470; GO:0050660	IPR013107;IPR046373;IPR036250;IPR013786;IPR037069;IPR009100;	PF08028;PF02771;	PTHR43884;PTHR43884:SF12;	ppu:PP_2772;	PPUT160488:G1G01-2952-MONOMER;		WP_010953683.1;	Flavoprotein;Monooxygenase;Oxidoreductase;Reference proteome
PP_2773	false	Q88J76	Q88J76_PSEPK	PP_2773	PP_2773	PP_2773	Uncharacterized protein	unreviewed	1.0	52						ppu:PP_2773;	PPUT160488:G1G01-2953-MONOMER;		WP_010953684.1;	Reference proteome
opuA	false	Q88J75	Q88J75_PSEPK	opuA	PP_2774	opuA PP_2774	Glycine betaine ABC transporter, ATPase/permease fusion protein	unreviewed	2.0	698		GO:0005524; GO:0005886; GO:0016887; GO:0031460; GO:0055085	IPR003593;IPR051921;IPR003439;IPR017871;IPR000515;IPR035906;IPR027417;	PF00005;PF00528;	PTHR43869;PTHR43869:SF1;	ppu:PP_2774;	PPUT160488:G1G01-2954-MONOMER;			ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
PP_2775	false	Q88J74	Q88J74_PSEPK	PP_2775	PP_2775	PP_2775	Glycine betaine/L-proline ABC transporter, periplasmic component	unreviewed	1.0	348		GO:0022857; GO:0043190	IPR007210;	PF04069;		ppu:PP_2775;	PPUT160488:G1G01-2955-MONOMER;		WP_049586219.1;	Reference proteome;Signal
PP_2776	false	Q88J73	Q88J73_PSEPK	PP_2776	PP_2776	PP_2776	Homocysteine S-methyltransferase family protein	unreviewed	1.0	307		GO:0008168; GO:0008270; GO:0009086; GO:0032259	IPR017226;IPR003726;IPR036589;	PF02574;	PTHR11103;PTHR11103:SF18;	ppu:PP_2776;	PPUT160488:G1G01-2956-MONOMER;		WP_010953687.1;	Metal-binding;Methyltransferase;Reference proteome;Transferase;Zinc
PP_2777	false	Q88J72	Q88J72_PSEPK	PP_2777	PP_2777	PP_2777	Acyl carrier protein	unreviewed	1.0	189			IPR036736;IPR009081;	PF00550;		ppu:PP_2777;	PPUT160488:G1G01-2957-MONOMER;		WP_010953688.1;	Reference proteome
PP_2778	false	Q88J71	Q88J71_PSEPK	PP_2778	PP_2778	PP_2778	3-oxoacyl-(Acyl-carrier-protein) synthase II	unreviewed	1.0	425		GO:0004315; GO:0005829; GO:0006633	IPR000794;IPR014031;IPR014030;IPR020841;IPR016039;	PF00109;PF02801;	PTHR11712:SF336;PTHR11712;	ppu:PP_2778;	PPUT160488:G1G01-2958-MONOMER;			Reference proteome;Transferase
PP_2779	false	Q88J70	Q88J70_PSEPK	PP_2779	PP_2779	PP_2779	Beta-ketoacyl synthase	unreviewed	1.0	360		GO:0016746	IPR016039;			ppu:PP_2779;	PPUT160488:G1G01-2959-MONOMER;			Reference proteome
PP_2780	false	Q88J69	Q88J69_PSEPK	PP_2780	PP_2780	PP_2780	3-oxoacyl-(Acyl-carrier-protein) synthase II	unreviewed	1.0	432		GO:0004315; GO:0005829; GO:0006633	IPR000794;IPR014031;IPR014030;IPR020841;IPR016039;	PF00109;PF02801;	PTHR11712:SF336;PTHR11712;	ppu:PP_2780;	PPUT160488:G1G01-2960-MONOMER;		WP_010953691.1;	Reference proteome;Transferase
PP_2781	false	Q88J68	Q88J68_PSEPK	PP_2781	PP_2781	PP_2781	Beta-ketoacyl synthase (EC 2.3.1.-)	unreviewed	1.0	403	2.3.1.-	GO:0004315; GO:0006633	IPR000794;IPR014030;IPR020841;IPR016039;	PF00109;	PTHR11712:SF336;PTHR11712;	ppu:PP_2781;	PPUT160488:G1G01-2961-MONOMER;		WP_049586211.1;	Acyltransferase;Reference proteome;Transferase
PP_2782	false	Q88J67	Q88J67_PSEPK	PP_2782	PP_2782	PP_2782	Pyridoxalphosphate dependent aminotransferase, class III	unreviewed	1.0	959		GO:0008483; GO:0030170; GO:0042802	IPR005814;IPR050103;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR11986:SF79;PTHR11986;	ppu:PP_2782;	PPUT160488:G1G01-2962-MONOMER;			Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
PP_2783	false	Q88J66	Q88J66_PSEPK	PP_2783	PP_2783	PP_2783	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase (EC 1.3.1.58) (Biphenyl-2,3-dihydro-2,3-diol dehydrogenase)	unreviewed	2.0	245	1.3.1.58	GO:0016616; GO:0018511; GO:0030497	IPR057326;IPR036291;IPR020904;IPR002347;	PF13561;	PTHR42760:SF40;PTHR42760;	ppu:PP_2783;	PPUT160488:G1G01-2963-MONOMER;		WP_010953694.1;	Oxidoreductase;Reference proteome
PP_2784	false	Q88J65	Q88J65_PSEPK	PP_2784	PP_2784	PP_2784	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase (EC 1.3.1.58) (Biphenyl-2,3-dihydro-2,3-diol dehydrogenase)	unreviewed	2.0	254	1.3.1.58	GO:0018511; GO:0032787	IPR057326;IPR036291;IPR020904;IPR050259;IPR002347;	PF13561;	PTHR42879;PTHR42879:SF2;	ppu:PP_2784;	PPUT160488:G1G01-2964-MONOMER;		WP_010953695.1;	Oxidoreductase;Reference proteome
PP_2785	false	Q88J64	Q88J64_PSEPK	PP_2785	PP_2785	PP_2785	DUF1302 domain-containing protein	unreviewed	1.0	427			IPR010727;	PF06980;		ppu:PP_2785;	PPUT160488:G1G01-2965-MONOMER;		WP_010953696.1;	Reference proteome;Signal
PP_2786	false	Q88J63	Q88J63_PSEPK	PP_2786	PP_2786	PP_2786	Uncharacterized protein TP-0789 domain-containing protein	unreviewed	1.0	278			IPR033399;	PF17131;		ppu:PP_2786;	PPUT160488:G1G01-2966-MONOMER;		WP_003253956.1;	Reference proteome;Signal
PP_2787	false	Q88J62	Q88J62_PSEPK	PP_2787	PP_2787	PP_2787	Transporter	unreviewed	1.0	869		GO:0005886	IPR004869;IPR050545;IPR000731;	PF03176;	PTHR33406;PTHR33406:SF13;	ppu:PP_2787;	PPUT160488:G1G01-2967-MONOMER;		WP_010953697.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2788	false	Q88J61	Q88J61_PSEPK	PP_2788	PP_2788	PP_2788	MerR family transcriptional regulator	unreviewed	1.0	127		GO:0003677; GO:0003700; GO:0006351	IPR009061;IPR000551;IPR047057;	PF13411;	PTHR30204:SF94;PTHR30204;	ppu:PP_2788;	PPUT160488:G1G01-2968-MONOMER;		WP_003253954.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_2789	false	Q88J60	Q88J60_PSEPK	PP_2789	PP_2789	PP_2789	Oxidoreductase	unreviewed	1.0	201		GO:0003955; GO:0005829	IPR003680;IPR029039;IPR051545;	PF02525;	PTHR10204;PTHR10204:SF34;	ppu:PP_2789;	PPUT160488:G1G01-2969-MONOMER;			Oxidoreductase;Reference proteome
PP_2790	false	Q88J59	Q88J59_PSEPK	PP_2790	PP_2790	PP_2790	Sigma-54 dependent sensory box protein	unreviewed	1.0	650		GO:0000156; GO:0005524; GO:0005737; GO:0006351; GO:0006355; GO:0016301; GO:0019629; GO:0043565	IPR003593;IPR058031;IPR009057;IPR002197;IPR027417;IPR000014;IPR035965;IPR013656;IPR012704;IPR010524;IPR002078;IPR025662;IPR025944;	PF25601;PF02954;PF08448;PF06506;PF00158;	PTHR32071:SF81;PTHR32071;	ppu:PP_2790;	PPUT160488:G1G01-2970-MONOMER;		WP_010953699.1;	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation;Transferase
PP_2791	false	Q88J58	Q88J58_PSEPK	PP_2791	PP_2791	PP_2791	Aminoglycoside phosphotransferase	unreviewed	1.0	376			IPR041726;IPR051678;IPR002575;IPR011009;	PF01636;	PTHR21310;PTHR21310:SF57;	ppu:PP_2791;	MetaCyc:G1G01-2971-MONOMER;PPUT160488:G1G01-2971-MONOMER;			Reference proteome
PP_2792	false	Q88J57	Q88J57_PSEPK	PP_2792	PP_2792	PP_2792	DUF6285 domain-containing protein	unreviewed	1.0	118			IPR046252;	PF19802;		ppu:PP_2792;	MetaCyc:G1G01-2972-MONOMER;PPUT160488:G1G01-2972-MONOMER;		WP_010953701.1;	Reference proteome
PP_2793	false	Q88J56	Q88J56_PSEPK	PP_2793	PP_2793	PP_2793	long-chain-acyl-CoA dehydrogenase (EC 1.3.8.8)	unreviewed	2.0	390	1.3.8.8	GO:0003995; GO:0005737; GO:0033539; GO:0050660	IPR050741;IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	PF00441;PF02770;PF02771;	PTHR48083:SF13;PTHR48083;	ppu:PP_2793;	MetaCyc:G1G01-2973-MONOMER;PPUT160488:G1G01-2973-MONOMER;		WP_010953702.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
PP_2794	false	Q88J55	Q88J55_PSEPK	PP_2794	PP_2794	PP_2794	Oxidoreductase, short chain dehydrogenase/reductase family	unreviewed	1.0	255		GO:0006633; GO:0016616; GO:0048038	IPR036291;IPR002347;	PF13561;	PTHR42760:SF133;PTHR42760;	ppu:PP_2794;	MetaCyc:G1G01-2974-MONOMER;PPUT160488:G1G01-2974-MONOMER;		WP_010953703.1;	Oxidoreductase;Reference proteome
PP_2795	false	Q88J54	Q88J54_PSEPK	PP_2795	PP_2795	PP_2795	AMP-binding domain protein	unreviewed	1.0	548		GO:0006631; GO:0016874	IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;	PF00501;PF13193;	PTHR43859;PTHR43859:SF4;	ppu:PP_2795;	MetaCyc:G1G01-2975-MONOMER;PPUT160488:G1G01-2975-MONOMER;		WP_010953704.1;	Fatty acid metabolism;Ligase;Lipid metabolism;Reference proteome
PP_2796	false	Q88J53	Q88J53_PSEPK	PP_2796	PP_2796	PP_2796	DUF485 domain-containing protein	unreviewed	1.0	107		GO:0005886	IPR007436;IPR052959;	PF04341;	PTHR38598;PTHR38598:SF1;	ppu:PP_2796;	PPUT160488:G1G01-2976-MONOMER;		WP_010953705.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
actP-II	false	Q88J52	Q88J52_PSEPK	actP-II	PP_2797	actP-II PP_2797	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	unreviewed	2.0	552		GO:0005886; GO:0006814; GO:0006847; GO:0015123; GO:0015293	IPR038377;IPR001734;IPR018212;IPR050277;	PF00474;	PTHR48086:SF6;PTHR48086;	ppu:PP_2797;	PPUT160488:G1G01-2977-MONOMER;		WP_010953706.1;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Signal;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport
PP_2798	false	Q88J51	Q88J51_PSEPK	PP_2798	PP_2798	PP_2798	Oxidoreductase	unreviewed	1.0	302		GO:0016491; GO:0050661	IPR008927;IPR013328;IPR006115;IPR015815;IPR051265;IPR036291;IPR048666;	PF03446;PF21761;	PTHR43580:SF2;PTHR43580;	ppu:PP_2798;	PPUT160488:G1G01-2978-MONOMER;		WP_010953707.1;	3D-structure;Oxidoreductase;Reference proteome
PP_2799	false	Q88J50	Q88J50_PSEPK	PP_2799	PP_2799	PP_2799	Aminotransferase, class III	unreviewed	1.0	459		GO:0004015; GO:0009102; GO:0009448; GO:0030170	IPR005814;IPR049704;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR42684;PTHR42684:SF3;	ppu:PP_2799;	PPUT160488:G1G01-2979-MONOMER;		WP_010953708.1;	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
PP_2800	false	Q88J49	Q88J49_PSEPK	PP_2800	PP_2800	PP_2800	Diaminobutyrate-2-oxoglutarate transaminase	unreviewed	1.0	417		GO:0008483; GO:0030170	IPR005814;IPR049704;IPR004637;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR43552;PTHR43552:SF2;	ppu:PP_2800;	PPUT160488:G1G01-2980-MONOMER;		WP_010953709.1;	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
prr	false	Q88J48	Q88J48_PSEPK	prr	PP_2801	prr PP_2801	Gamma-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	unreviewed	1.0	474	1.2.1.19	GO:0019145	IPR016161;IPR016163;IPR029510;IPR016162;IPR015590;IPR015657;	PF00171;	PTHR11699;	ppu:PP_2801;	PPUT160488:G1G01-2981-MONOMER;		WP_010953710.1;	NAD;Oxidoreductase;Reference proteome
PP_2802	false	Q88J47	Q88J47_PSEPK	PP_2802	PP_2802	PP_2802	Amino acid permease family protein	unreviewed	1.0	443		GO:0016020; GO:0055085	IPR004841;IPR050367;	PF00324;	PTHR42770;PTHR42770:SF8;	ppu:PP_2802;	PPUT160488:G1G01-2982-MONOMER;		WP_010953711.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
dhaT	false	Q88J46	Q88J46_PSEPK	dhaT	PP_2803	dhaT PP_2803	1,3-propanediol dehydrogenase	unreviewed	1.0	394		GO:0004022; GO:0046872	IPR001670;IPR056798;IPR018211;IPR039697;	PF25137;PF00465;	PTHR11496;PTHR11496:SF83;	ppu:PP_2803;	PPUT160488:G1G01-2983-MONOMER;			Oxidoreductase;Reference proteome
PP_2804	false	Q88J45	Q88J45_PSEPK	PP_2804	PP_2804	PP_2804	Hydrolase, alpha/beta fold family	unreviewed	1.0	291		GO:0004806; GO:0046503	IPR050471;IPR000073;IPR029058;	PF00561;	PTHR43433:SF5;PTHR43433;	ppu:PP_2804;	PPUT160488:G1G01-2984-MONOMER;		WP_010953713.1;	Hydrolase;Reference proteome
PP_2805	false	Q88J44	BVMO_PSEPK	PP_2805	PP_2805	PP_2805	Baeyer-Villiger monooxygenase (BVMO) (EC 1.14.13.-)	reviewed	2.0	508	1.14.13.-	GO:0004499; GO:0016709; GO:0050660; GO:0050661	IPR051820;IPR036188;IPR020946;	PF00743;PF13450;	PTHR43872;PTHR43872:SF1;	ppu:PP_2805;	MetaCyc:G1G01-2985-MONOMER;PPUT160488:G1G01-2985-MONOMER;		WP_010953714.1;	FAD;Flavoprotein;Monooxygenase;NADP;Oxidoreductase;Reference proteome
PP_2806	false	Q88J43	Q88J43_PSEPK	PP_2806	PP_2806	PP_2806	Transcriptional regulator, TetR family	unreviewed	1.0	193		GO:0003677; GO:0003700	IPR009057;IPR050109;IPR001647;IPR036271;	PF00440;	PTHR30055;	ppu:PP_2806;	PPUT160488:G1G01-2986-MONOMER;		WP_010953715.1;	DNA-binding;Reference proteome
PP_2807	false	Q88J42	Q88J42_PSEPK	PP_2807	PP_2807	PP_2807	Phytanoyl-CoA dioxygenase	unreviewed	1.0	295		GO:0005506; GO:0016706	IPR008775;	PF05721;	PTHR20883;PTHR20883:SF15;	ppu:PP_2807;	PPUT160488:G1G01-2987-MONOMER;		WP_010953716.1;	Iron;Metal-binding;Reference proteome
PP_2808	false	Q88J41	Q88J41_PSEPK	PP_2808	PP_2808	PP_2808	Oxidoreductase	unreviewed	1.0	455		GO:0005737; GO:0016491	IPR006076;IPR036188;	PF01266;	PTHR13847:SF281;PTHR13847;	ppu:PP_2808;	PPUT160488:G1G01-2988-MONOMER;		WP_010953717.1;	Oxidoreductase;Reference proteome
PP_2809	false	Q88J40	Q88J40_PSEPK	PP_2809	PP_2809	PP_2809	Uncharacterized protein	unreviewed	1.0	241						ppu:PP_2809;	PPUT160488:G1G01-2989-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2810	false	Q88J39	Q88J39_PSEPK	PP_2810	PP_2810	PP_2810	DUF1329 domain-containing protein	unreviewed	1.0	473			IPR010752;	PF07044;		ppu:PP_2810;	PPUT160488:G1G01-2990-MONOMER;		WP_010953719.1;	Reference proteome;Signal
PP_2811	false	Q88J38	Q88J38_PSEPK	PP_2811	PP_2811	PP_2811	DUF1302 domain-containing protein	unreviewed	1.0	548			IPR010727;	PF06980;		ppu:PP_2811;	PPUT160488:G1G01-2991-MONOMER;		WP_010953720.1;	Reference proteome;Signal
PP_2812	false	Q88J37	Q88J37_PSEPK	PP_2812	PP_2812	PP_2812	Transporter	unreviewed	1.0	804		GO:0005886	IPR004869;IPR050545;IPR000731;	PF03176;	PTHR33406;PTHR33406:SF10;	ppu:PP_2812;	PPUT160488:G1G01-2992-MONOMER;		WP_010953721.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_2813	false	Q88J36	Q88J36_PSEPK	PP_2813	PP_2813	PP_2813	BNR domain protein	unreviewed	1.0	320		GO:0009523; GO:0015979	IPR028203;IPR015943;	PF14870;	PTHR47199;PTHR47199:SF2;	ppu:PP_2813;	PPUT160488:G1G01-2993-MONOMER;		WP_010953722.1;	Photosynthesis;Photosystem II;Reference proteome;Signal
PP_2814	false	Q88J35	Q88J35_PSEPK	PP_2814	PP_2814	PP_2814	Phytanoyl-CoA dioxygenase	unreviewed	1.0	289		GO:0005506; GO:0016706	IPR008775;	PF05721;	PTHR20883:SF19;PTHR20883;	ppu:PP_2814;	PPUT160488:G1G01-2994-MONOMER;		WP_010953723.1;	Iron;Metal-binding;Oxidoreductase;Reference proteome
PP_2815	false	Q88J34	Q88J34_PSEPK	PP_2815	PP_2815	PP_2815	PucR family transcriptional regulator	unreviewed	1.0	417			IPR051448;IPR041522;IPR009057;IPR025736;IPR042070;	PF17853;PF13556;	PTHR33744;PTHR33744:SF1;	ppu:PP_2815;	PPUT160488:G1G01-2995-MONOMER;		WP_010953724.1;	Reference proteome
PP_2816	false	Q88J33	Q88J33_PSEPK	PP_2816	PP_2816	PP_2816	Transcriptional regulator NfxB	unreviewed	1.0	188			IPR036271;			ppu:PP_2816;	PPUT160488:G1G01-2996-MONOMER;		WP_010953725.1;	Reference proteome
mexC	false	Q88J32	Q88J32_PSEPK	mexC	PP_2817	mexC PP_2817	Multidrug efflux RND membrane fusion protein MexC	unreviewed	2.0	378		GO:0005886; GO:0022857; GO:0046677	IPR058626;IPR058625;IPR058627;IPR058624;IPR006143;	PF25944;PF25917;PF25876;PF25967;	PTHR30158;PTHR30158:SF24;	ppu:PP_2817;	PPUT160488:G1G01-2997-MONOMER;			Coiled coil;Reference proteome;Signal
mexD	false	Q88J31	Q88J31_PSEPK	mexD	PP_2818	mexD PP_2818	Efflux pump membrane transporter	unreviewed	2.0	1042		GO:0005886; GO:0009636; GO:0015562; GO:0042910	IPR027463;IPR001036;IPR004764;IPR000731;	PF00873;	PTHR32063;PTHR32063:SF10;	ppu:PP_2818;	PPUT160488:G1G01-2998-MONOMER;		WP_010953727.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
oprJ	false	Q88J30	Q88J30_PSEPK	oprJ	PP_2819	oprJ PP_2819	Outer membrane protein OprJ	unreviewed	1.0	468		GO:0009279; GO:0015562	IPR010131;IPR003423;	PF02321;	PTHR30203:SF32;PTHR30203;	ppu:PP_2819;	PPUT160488:G1G01-2999-MONOMER;			Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Transmembrane;Transmembrane beta strand
nfxB	false	Q88J29	Q88J29_PSEPK	nfxB	PP_2820	nfxB PP_2820	HTH-type transcriptional regulator nfxB	unreviewed	1.0	185		GO:0000976; GO:0003700; GO:0006351	IPR009057;IPR050109;IPR036271;		PTHR30055:SF234;PTHR30055;	ppu:PP_2820;	PPUT160488:G1G01-3000-MONOMER;		WP_010953729.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_2821	false	Q88J28	Q88J28_PSEPK	PP_2821	PP_2821	PP_2821	Phosphate ABC transporter substrate-binding protein	unreviewed	1.0	134						ppu:PP_2821;	PPUT160488:G1G01-3001-MONOMER;		WP_010953730.1;	Reference proteome;Signal
PP_2823	false	Q88J26	Q88J26_PSEPK	PP_2823	PP_2823	PP_2823	Methyl-accepting chemotaxis transducer	unreviewed	2.0	550		GO:0005886; GO:0006935; GO:0007165	IPR003660;IPR004089;	PF00672;PF00015;	PTHR32089:SF119;PTHR32089;	ppu:PP_2823;	PPUT160488:G1G01-3003-MONOMER;			Cell membrane;Coiled coil;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
PP_2824	false	Q88J25	Q88J25_PSEPK	PP_2824	PP_2824	PP_2824	Transcriptional regulator, TetR family	unreviewed	1.0	226		GO:0000976; GO:0003700; GO:0006351	IPR039538;IPR009057;IPR050109;IPR001647;IPR036271;	PF13977;PF00440;	PTHR30055:SF234;PTHR30055;	ppu:PP_2824;	PPUT160488:G1G01-3004-MONOMER;		WP_010953733.1;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
PP_2825	false	Q88J24	Q88J24_PSEPK	PP_2825	PP_2825	PP_2825	Integrase	unreviewed	1.0	155		GO:0003677; GO:0015074	IPR011010;IPR010998;IPR053876;IPR050808;	PF22022;	PTHR30629;PTHR30629:SF2;	ppu:PP_2825;	PPUT160488:G1G01-3005-MONOMER;			DNA integration;DNA-binding;Reference proteome
mexT	false	Q88J23	Q88J23_PSEPK	mexT	PP_2826	mexT PP_2826	Transcriptional regulator MexT	unreviewed	1.0	304		GO:0003677; GO:0003700; GO:0006351	IPR050389;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30118;PTHR30118:SF15;	ppu:PP_2826;	PPUT160488:G1G01-3006-MONOMER;		WP_010953735.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
