Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88NY1	Q88NY1_PSEPK	PP_1072	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	160488	1439	unreviewed	2.0		2.3.2.27	GO:0005576; GO:0016567; GO:0030430; GO:0061630	IPR001611;IPR003591;IPR051071;IPR032675;IPR029487;IPR046673;	PF13855;PF14496;PF20178;	PTHR47114;PTHR47114:SF2;	ppu:PP_1072;	PPUT160488:G1G01-1145-MONOMER;		WP_010952244.1;	Coiled coil;Host cytoplasm;Leucine-rich repeat;Reference proteome;Repeat;Secreted;Transferase;Ubl conjugation;Ubl conjugation pathway;Virulence
Q88NY3	Q88NY3_PSEPK	gltJ PP_1070	Glutamate / aspartate ABC transporter-permease subunit (EC 3.6.3.21)	160488	248	unreviewed	2.0		3.6.3.21	GO:0006865; GO:0016787; GO:0022857; GO:0043190	IPR010065;IPR043429;IPR000515;IPR035906;	PF00528;	PTHR30614:SF42;PTHR30614;	ppu:PP_1070;	PPUT160488:G1G01-1143-MONOMER;		WP_010952242.1;	Amino-acid transport;Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88NY6	Q88NY6_PSEPK	PP_1067	C4-dicarboxylate transport sensor protein DctB (EC 2.7.13.3)	160488	635	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR033479;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR029151;IPR004358;IPR017055;	PF02743;PF02518;PF00512;	PTHR43065:SF46;PTHR43065;	ppu:PP_1067;	PPUT160488:G1G01-1140-MONOMER;			ATP-binding;Cell inner membrane;Cell membrane;Coiled coil;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q88NZ5	Q88NZ5_PSEPK	PP_1058	peptidoglycan glycosyltransferase (EC 2.4.99.28)	160488	1049	unreviewed	2.0		2.4.99.28	GO:0004180; GO:0006508; GO:0008955; GO:0009252; GO:0030288	IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;	PF00912;	PTHR32282;PTHR32282:SF24;	ppu:PP_1058;	PPUT160488:G1G01-1131-MONOMER;		WP_010952232.1;	Carboxypeptidase;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Protease;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q88P06	Q88P06_PSEPK	gspE PP_1047	General secretion pathway protein E	160488	483	unreviewed	2.0			GO:0005524; GO:0005886; GO:0015627; GO:0015628; GO:0016887	IPR054757;IPR027417;IPR001482;IPR037257;	PF22341;PF00437;	PTHR30258:SF27;PTHR30258;	ppu:PP_1047;	PPUT160488:G1G01-1120-MONOMER;			ATP-binding;Nucleotide-binding;Reference proteome
Q88P35	Q88P35_PSEPK	gtsD PP_1018	Maltose import ATP-binding protein YcjV (EC 7.5.2.1)	160488	384	unreviewed	2.0		7.5.2.1	GO:0005524; GO:0008643; GO:0016887; GO:0055052; GO:0140359	IPR003593;IPR003439;IPR017871;IPR015855;IPR047641;IPR008995;IPR012340;IPR040582;IPR027417;IPR005116;	PF00005;PF17912;PF03459;	PTHR43875:SF14;PTHR43875;	ppu:PP_1018;	PPUT160488:G1G01-1091-MONOMER;		WP_003255047.1;	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Sugar transport;Transport
Q88P42	Q88P42_PSEPK	glk PP_1011	Glucokinase (EC 2.7.1.2) (Glucose kinase)	160488	319	unreviewed	2.0		2.7.1.2	GO:0004340; GO:0005524; GO:0005536; GO:0005829; GO:0006096	IPR043129;IPR050201;IPR003836;	PF02685;	PTHR47690;PTHR47690:SF1;	ppu:PP_1011;	PPUT160488:G1G01-1084-MONOMER;		WP_010952193.1;	ATP-binding;Cytoplasm;Glycolysis;Kinase;Nucleotide-binding;Reference proteome;Transferase
Q88P51	Q88P51_PSEPK	arcD-I PP_1002	Arginine-ornithine antiporter	160488	475	unreviewed	2.0			GO:0005886; GO:0006527; GO:0043858; GO:1903826	IPR002293;IPR004754;IPR050367;IPR022461;	PF13520;	PTHR42770;PTHR42770:SF4;	ppu:PP_1002;	PPUT160488:G1G01-1075-MONOMER;		WP_010952187.1;	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88P57	Q88P57_PSEPK	gltS PP_0996	Sodium/glutamate symporter	160488	401	unreviewed	2.0	FUNCTION: Catalyzes the sodium-dependent transport of glutamate. {ECO:0000256|HAMAP-Rule:MF_02062}.		GO:0005886; GO:0015501; GO:0015813	IPR004445;	PF03616;	PTHR36178;PTHR36178:SF1;	ppu:PP_0996;	PPUT160488:G1G01-1069-MONOMER;		WP_010952182.1;	Amino-acid transport;Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport
Q88PB3	Q88PB3_PSEPK	rng PP_0937	Endoribonuclease G (RNAse G) (EC 3.1.26.-)	160488	485	unreviewed	2.0		3.1.26.-	GO:0003723; GO:0004540; GO:0005737; GO:0006364; GO:0016787; GO:0046872	IPR012340;IPR019307;IPR004659;IPR003029;	PF10150;PF00575;	PTHR30001;PTHR30001:SF0;	ppu:PP_0937;	PPUT160488:G1G01-1011-MONOMER;		WP_010952135.1;	Hydrolase;Magnesium;Metal-binding;Reference proteome;RNA-binding
Q88PC1	Q88PC1_PSEPK	rlpA PP_0929	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	160488	124	unreviewed	2.0	FUNCTION: Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides. {ECO:0000256|HAMAP-Rule:MF_02071}.	4.2.2.-	GO:0000270; GO:0005886; GO:0008932; GO:0071555	IPR034718;IPR009009;IPR036908;IPR012997;	PF03330;	PTHR34183;PTHR34183:SF8;	ppu:PP_0929;	PPUT160488:G1G01-1003-MONOMER;		WP_010952129.1;	Cell membrane;Cell wall biogenesis/degradation;Lipoprotein;Lyase;Membrane;Palmitate;Reference proteome
Q88PC6	Q88PC6_PSEPK	PP_0924	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)	160488	251	unreviewed	2.0	FUNCTION: Catalyzes the first step in the biosynthesis of ornithine lipids, which are phosphorus-free membrane lipids. Catalyzes the 3-hydroxyacyl-acyl carrier protein-dependent acylation of ornithine to form lyso-ornithine lipid (LOL). {ECO:0000256|ARBA:ARBA00045724}.	2.3.2.30	GO:0006629; GO:0043810	IPR016181;IPR052351;	PF13444;	PTHR37323;PTHR37323:SF1;	ppu:PP_0924;	PPUT160488:G1G01-998-MONOMER;		WP_003255175.1;	Acyltransferase;Lipid biosynthesis;Lipid metabolism;Reference proteome;Transferase
Q88PG3	Q88PG3_PSEPK	PP_0887	histidine kinase (EC 2.7.13.3)	160488	450	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005886	IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF02518;	PTHR45436;PTHR45436:SF1;	ppu:PP_0887;	PPUT160488:G1G01-962-MONOMER;			Kinase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q88PG9	Q88PG9_PSEPK	dppB PP_0881	Dipeptide ABC transporter-putative membrane subunit (EC 3.6.3.23)	160488	336	unreviewed	2.0		3.6.3.23	GO:0005886; GO:0016787; GO:0071916	IPR045621;IPR000515;IPR035906;	PF00528;PF19300;	PTHR43163;PTHR43163:SF6;	ppu:PP_0881;	PPUT160488:G1G01-956-MONOMER;		WP_003255257.1;	Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88PH2	Q88PH2_PSEPK	dppF PP_0878	ABC-type dipeptide transporter (EC 7.4.2.9)	160488	322	unreviewed	2.0	FUNCTION: Part of the ABC transporter DppABCDF involved in the uptake of various di/tripeptides. Is also involved in the uptake of phaseolotoxin, a toxic tripeptide inhibiting the enzyme ornithine carbamoyltransferase. Responsible for energy coupling to the transport system. {ECO:0000256|ARBA:ARBA00058018}.	7.4.2.9	GO:0005524; GO:0015833; GO:0016887; GO:0055085	IPR003593;IPR050319;IPR003439;IPR017871;IPR013563;IPR027417;	PF00005;PF08352;	PTHR43776:SF6;PTHR43776;	ppu:PP_0878;	PPUT160488:G1G01-953-MONOMER;		WP_010952088.1;	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome;Transport
Q88PI2	Q88PI2_PSEPK	yehX PP_0868	Quaternary amine transport ATP-binding protein (EC 7.6.2.9)	160488	385	unreviewed	2.0		7.6.2.9	GO:0005524; GO:0005886; GO:0006865; GO:0006970; GO:0015418; GO:0016887; GO:0031460	IPR003593;IPR003439;IPR017871;IPR000644;IPR046342;IPR005892;IPR027417;	PF00005;PF00571;	PTHR43117;PTHR43117:SF4;	ppu:PP_0868;	PPUT160488:G1G01-943-MONOMER;		WP_010952079.1;	ATP-binding;CBS domain;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Repeat;Transport
Q88PI6	Q88PI6_PSEPK	speC PP_0864	ornithine decarboxylase (EC 4.1.1.17)	160488	387	unreviewed	2.0		4.1.1.17	GO:0004586; GO:0005737; GO:0033387	IPR009006;IPR022657;IPR022644;IPR022653;IPR000183;IPR002433;IPR029066;	PF02784;	PTHR11482;PTHR11482:SF6;	ppu:PP_0864;	PPUT160488:G1G01-939-MONOMER;		WP_003248498.1;	Lyase;Pyridoxal phosphate;Reference proteome
Q88PJ4	Q88PJ4_PSEPK	bamB PP_0856	Outer membrane protein assembly factor BamB	160488	380	unreviewed	2.0	FUNCTION: Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. {ECO:0000256|HAMAP-Rule:MF_00923}.		GO:0009279; GO:0043165; GO:0051205	IPR017687;IPR018391;IPR002372;IPR011047;IPR015943;	PF13360;	PTHR34512;PTHR34512:SF30;	ppu:PP_0856;	PPUT160488:G1G01-931-MONOMER;		WP_004576298.1;	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
Q88PK3	Q88PK3_PSEPK	fdx PP_0847	2Fe-2S ferredoxin	160488	113	unreviewed	2.0			GO:0005829; GO:0009055; GO:0046872; GO:0051537; GO:0140647	IPR036010;IPR001041;IPR001055;IPR012675;IPR011536;	PF00111;	PTHR23426:SF65;PTHR23426;	ppu:PP_0847;	PPUT160488:G1G01-922-MONOMER;		WP_003248531.1;	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Reference proteome
Q88PK6	Q88PK6_PSEPK	iscA PP_0844	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	160488	107	unreviewed	2.0			GO:0005829; GO:0016226; GO:0046872; GO:0051537	IPR016092;IPR000361;IPR050322;IPR017870;IPR035903;IPR011302;	PF01521;	PTHR10072:SF41;PTHR10072;	ppu:PP_0844;	PPUT160488:G1G01-919-MONOMER;		WP_003248536.1;	Iron;Metal-binding;Reference proteome
Q88PL5	Q88PL5_PSEPK	secD PP_0835	Protein translocase subunit SecD	160488	620	unreviewed	2.0	FUNCTION: Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA. {ECO:0000256|HAMAP-Rule:MF_01463}.		GO:0005886; GO:0006605; GO:0015450; GO:0043952; GO:0065002	IPR005791;IPR027398;IPR022813;IPR022646;IPR048631;IPR048634;IPR055344;IPR054384;	PF07549;PF13721;PF21760;PF02355;PF22599;	PTHR30081:SF1;PTHR30081;	ppu:PP_0835;	PPUT160488:G1G01-910-MONOMER;		WP_010952061.1;	Cell inner membrane;Cell membrane;Membrane;Protein transport;Reference proteome;Translocation;Transmembrane;Transmembrane helix;Transport
Q88PP4	Q88PP4_PSEPK	PP_0804	Protein secretion ABC efflux system, permease and ATP-binding protein	160488	722	unreviewed	2.0			GO:0005524; GO:0005886; GO:0006508; GO:0008233; GO:0015421; GO:0016887	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR017750;IPR027417;IPR005074;IPR039421;	PF00664;PF00005;	PTHR43394:SF1;PTHR43394;	ppu:PP_0804;	PPUT160488:G1G01-879-MONOMER;		WP_010952040.1;	ATP-binding;Cell membrane;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88PP5	Q88PP5_PSEPK	PP_0803	Membrane fusion protein (MFP) family protein	160488	394	unreviewed	2.0			GO:0005886; GO:0015031	IPR058982;IPR050739;IPR010129;	PF26002;	PTHR30386;PTHR30386:SF26;	ppu:PP_0803;	PPUT160488:G1G01-878-MONOMER;		WP_010952039.1;	Cell inner membrane;Cell membrane;Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88PQ3	Q88PQ3_PSEPK	fruA PP_0795	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase (EC 2.7.1.202)	160488	580	unreviewed	2.0		2.7.1.202	GO:0005351; GO:0005886; GO:0009401; GO:0016301; GO:0022877; GO:0090563	IPR050864;IPR036095;IPR013011;IPR003501;IPR003352;IPR013014;IPR003353;IPR006327;	PF02378;PF02302;	PTHR30505;PTHR30505:SF0;	ppu:PP_0795;	PPUT160488:G1G01-869-MONOMER;		WP_010952031.1;	Cell membrane;Kinase;Membrane;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport
Q88PS9	Q88PS9_PSEPK	PP_0769	histidine kinase (EC 2.7.13.3)	160488	230	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0000156; GO:0005524; GO:0007234; GO:0030295	IPR050351;IPR036890;IPR003594;IPR005467;	PF02518;	PTHR42878:SF7;PTHR42878;	ppu:PP_0769;	PPUT160488:G1G01-845-MONOMER;		WP_010952009.1;	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Transferase;Two-component regulatory system
Q88PV1	Q88PV1_PSEPK	PP_0747	Hypoxanthine-guanine phosphoribosyltransferase	160488	185	unreviewed	2.0			GO:0000287; GO:0004422; GO:0005829; GO:0006178; GO:0032263; GO:0032264; GO:0046100	IPR050408;IPR029057;IPR000836;	PF00156;	PTHR43340:SF1;PTHR43340;	ppu:PP_0747;	PPUT160488:G1G01-822-MONOMER;		WP_010951990.1;	Glycosyltransferase;Reference proteome;Transferase
Q88PZ2	Q88PZ2_PSEPK	ada PP_0706	Fused O(6)-alkylguanine DNA alkyltransferase-transcriptional activator (EC 2.1.1.63)	160488	350	unreviewed	2.0		2.1.1.63	GO:0003700; GO:0003908; GO:0006281; GO:0006351; GO:0008270; GO:0032259; GO:0043565	IPR035451;IPR004026;IPR016221;IPR009057;IPR018060;IPR001497;IPR014048;IPR036217;IPR036631;IPR036388;	PF02805;PF01035;PF12833;	PTHR10815:SF14;PTHR10815;	ppu:PP_0706;	PPUT160488:G1G01-780-MONOMER;		WP_010951954.1;	Activator;DNA damage;DNA repair;Metal-binding;Methyltransferase;Reference proteome;Transcription;Transcription regulation;Transferase;Zinc
Q88Q14	Q88Q14_PSEPK	fklB-I PP_0684	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	160488	205	unreviewed	2.0		5.2.1.8	GO:0003755; GO:0006457	IPR046357;IPR001179;IPR000774;IPR036944;	PF00254;PF01346;	PTHR43811:SF23;PTHR43811;	ppu:PP_0684;	PPUT160488:G1G01-756-MONOMER;		WP_003247482.1;	Isomerase;Reference proteome;Rotamase;Signal
Q88Q62	Q88Q62_PSEPK	pilA PP_0634	Pilin	160488	136	unreviewed	2.0			GO:0007155; GO:0009289; GO:0015627; GO:0015628	IPR000983;IPR012902;IPR001082;IPR045584;	PF07963;PF00114;		ppu:PP_0634;	PPUT160488:G1G01-697-MONOMER;		WP_010951892.1;	Disulfide bond;Fimbrium;Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix
Q88QA5	Q88QA5_PSEPK	ydgK PP_0589	Bcr/CflA family efflux transporter	160488	393	unreviewed	2.0			GO:0005886; GO:0015385; GO:0042910; GO:1990961	IPR004812;IPR011701;IPR020846;IPR036259;	PF07690;	PTHR23502;PTHR23502:SF132;	ppu:PP_0589;	PPUT160488:G1G01-639-MONOMER;		WP_003255285.1;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q88QC4	Q88QC4_PSEPK	yfhM PP_0570	Alpha-2-macroglobulin	160488	1633	unreviewed	2.0	FUNCTION: Protects the bacterial cell from host peptidases. {ECO:0000256|PIRNR:PIRNR038980}.		GO:0004866; GO:0005615	IPR049120;IPR011625;IPR049122;IPR040639;IPR026284;IPR047565;IPR011626;IPR021868;IPR041203;IPR041462;IPR041246;IPR001599;IPR002890;IPR008930;IPR051802;	PF00207;PF21142;PF07703;PF17970;PF17973;PF11974;PF17972;PF17962;PF21765;PF01835;PF07678;	PTHR40094;PTHR40094:SF1;	ppu:PP_0570;	PPUT160488:G1G01-620-MONOMER;		WP_010951843.1;	Cell membrane;Membrane;Protease inhibitor;Reference proteome;Signal
Q88QP6	Q88QP6_PSEPK	nusG PP_0442	Transcription termination/antitermination protein NusG	160488	177	unreviewed	2.0	FUNCTION: Participates in transcription elongation, termination and antitermination. {ECO:0000256|HAMAP-Rule:MF_00948, ECO:0000256|RuleBase:RU000538}.		GO:0005829; GO:0006353; GO:0006354; GO:0031564; GO:0032784	IPR005824;IPR047050;IPR006645;IPR036735;IPR043425;IPR014722;IPR001062;IPR015869;IPR008991;	PF00467;PF02357;	PTHR30265;PTHR30265:SF2;	ppu:PP_0442;	PPUT160488:G1G01-485-MONOMER;		WP_003255501.1;	Reference proteome;Transcription;Transcription antitermination;Transcription regulation;Transcription termination
Q88QR4	Q88QR4_PSEPK	crp PP_0424	DNA-binding transcriptional dual regulator	160488	214	unreviewed	2.0			GO:0000976; GO:0001216; GO:0005829; GO:0006351; GO:0030552; GO:0032993	IPR018488;IPR000595;IPR018490;IPR050397;IPR012318;IPR014710;IPR018335;IPR036388;IPR036390;	PF00027;PF13545;	PTHR24567;PTHR24567:SF68;	ppu:PP_0424;	PPUT160488:G1G01-460-MONOMER;		WP_010951759.1;	cAMP;cAMP-binding;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation
Q88QU3	Q88QU3_PSEPK	PP_0393	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	160488	169	unreviewed	2.0		2.7.6.3	GO:0003848; GO:0005524; GO:0016301; GO:0046654; GO:0046656	IPR000550;IPR035907;	PF01288;	PTHR43071;PTHR43071:SF2;	ppu:PP_0393;	PPUT160488:G1G01-430-MONOMER;	UPA00077;	WP_010951738.1;	ATP-binding;Folate biosynthesis;Kinase;Nucleotide-binding;Reference proteome;Transferase
Q88QU7	Q88QU7_PSEPK	rpoD PP_0387	RNA polymerase sigma factor RpoD (Sigma-70)	160488	616	unreviewed	2.0	FUNCTION: Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth. {ECO:0000256|HAMAP-Rule:MF_00963}.		GO:0003677; GO:0005737; GO:0006352; GO:0016987	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR007631;IPR007127;IPR042189;IPR013325;IPR013324;IPR012760;IPR050239;IPR028630;IPR036388;	PF04546;PF03979;PF00140;PF04542;PF04539;PF04545;	PTHR30603;PTHR30603:SF60;	ppu:PP_0387;	PPUT160488:G1G01-424-MONOMER;		WP_003255578.1;	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation
Q88QW6	Q88QW6_PSEPK	PP_0368	3-methylmercaptopropionyl-CoA dehydrogenase (EC 1.3.99.41)	160488	601	unreviewed	2.0	FUNCTION: Involved in the assimilation of dimethylsulphoniopropionate (DMSP), an important compound in the fixation of carbon in marine phytoplankton, by mediating the conversion of 3-(methylthio)propanoyl-CoA (MMPA-CoA) to 3-(methylthio)acryloyl-CoA (MTA-CoA). {ECO:0000256|ARBA:ARBA00058683}.	1.3.99.41	GO:0016627; GO:0050660	IPR025878;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052166;	PF00441;PF12806;PF02770;PF02771;	PTHR42803;PTHR42803:SF1;	ppu:PP_0368;	PPUT160488:G1G01-402-MONOMER;		WP_010951720.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q88QZ2	Q88QZ2_PSEPK	waaC PP_0342	Lipopolysaccharide heptosyltransferase 1 (EC 2.4.99.23) (ADP-heptose:lipopolysaccharide heptosyltransferase I)	160488	352	unreviewed	2.0		2.4.99.23	GO:0005829; GO:0005886; GO:0008713; GO:0009244	IPR002201;IPR011908;IPR051199;	PF01075;	PTHR30160:SF19;PTHR30160;	ppu:PP_0342;	PPUT160488:G1G01-375-MONOMER;		WP_003255648.1;	Cell inner membrane;Cell membrane;Glycosyltransferase;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase
Q88QZ6	Q88QZ6_PSEPK	aceF PP_0338	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	160488	546	unreviewed	2.0	FUNCTION: The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It contains multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). {ECO:0000256|ARBA:ARBA00025211}.	2.3.1.12	GO:0004742; GO:0005737; GO:0006086; GO:0016491; GO:0031405; GO:0045254	IPR003016;IPR001078;IPR050743;IPR006256;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;	PF00198;PF00364;PF02817;	PTHR43178;PTHR43178:SF2;	ppu:PP_0338;	PPUT160488:G1G01-371-MONOMER;		WP_003255652.1;	Acyltransferase;Lipoyl;Oxidoreductase;Reference proteome;Repeat;Transferase
Q88R07	Q88R07_PSEPK	purU-I purU PP_0327	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	160488	285	unreviewed	2.0	FUNCTION: Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4). {ECO:0000256|HAMAP-Rule:MF_01927}.	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	IPR045865;IPR041729;IPR002376;IPR036477;IPR004810;IPR044074;	PF00551;	PTHR42706;PTHR42706:SF1;	ppu:PP_0327;	PPUT160488:G1G01-360-MONOMER;	UPA00074;	WP_003255675.1;	3D-structure;Hydrolase;One-carbon metabolism;Purine biosynthesis;Reference proteome
Q88R11	Q88R11_PSEPK	soxB PP_0323	Sarcosine oxidase subunit beta (EC 1.5.3.24) (Sarcosine oxidase (5,10-methylenetetrahydrofolate-forming) subunit beta) (Tetrameric sarcosine oxidase subunit beta)	160488	416	unreviewed	2.0		1.5.3.24	GO:0000166; GO:0005737; GO:0008115; GO:0046653	IPR006076;IPR036188;IPR001763;IPR006278;	PF01266;	PTHR13847:SF287;PTHR13847;	ppu:PP_0323;	PPUT160488:G1G01-356-MONOMER;		WP_003255680.1;	Cytoplasm;FAD;Flavoprotein;FMN;Nucleotide-binding;Oxidoreductase;Reference proteome
Q88R64	Q88R64_PSEPK	PP_0270	histidine kinase (EC 2.7.13.3)	160488	455	unreviewed	2.0		2.7.13.3	GO:0000155; GO:0005524; GO:0005886	IPR050980;IPR003660;IPR036890;IPR003594;IPR005467;IPR003661;IPR036097;IPR004358;	PF00672;PF02518;PF00512;	PTHR44936:SF5;PTHR44936;	ppu:PP_0270;	PPUT160488:G1G01-292-MONOMER;		WP_010951639.1;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Two-component regulatory system
Q88R67	Q88R67_PSEPK	PP_0267	Outer membrane ferric siderophore receptor	160488	689	unreviewed	2.0			GO:0009279; GO:0015344; GO:0015891; GO:0038023	IPR000531;IPR036942;IPR012910;IPR037066;IPR039426;IPR010917;IPR010105;	PF07715;PF00593;	PTHR32552;PTHR32552:SF68;	ppu:PP_0267;	PPUT160488:G1G01-289-MONOMER;		WP_010951637.1;	Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q88R83	Q88R83_PSEPK	hslR PP_0250	Heat shock protein 15	160488	133	unreviewed	2.0			GO:0003677; GO:0003727; GO:0034605; GO:0043023	IPR025708;IPR002942;IPR036986;	PF28601;PF01479;		ppu:PP_0250;	PPUT160488:G1G01-272-MONOMER;		WP_003255812.1;	DNA-binding;Reference proteome;RNA-binding;Stress response
Q88RD5	Q88RD5_PSEPK	PP_0197	Small-conductance mechanosensitive channel	160488	195	unreviewed	2.0	FUNCTION: Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions. {ECO:0000256|RuleBase:RU369025}.		GO:0005886; GO:0008381	IPR010920;IPR045275;IPR023408;IPR006685;	PF00924;	PTHR30221;PTHR30221:SF8;	ppu:PP_0197;	PPUT160488:G1G01-214-MONOMER;		WP_010951581.1;	Cell inner membrane;Cell membrane;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
