gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
Q9M7I9	SEP1	3702	Arabidopsis thaliana	GO:0071492	cellular response to UV-A	response to stimulus	involved_in	PMID:10725357	UniProt	4	4
P97441	Slc30a3	10090	Mus musculus	GO:0099180	zinc ion import into synaptic vesicle	localization	involved_in	PMID:9990090	SynGO	4	8
P9WFV6	glyQS	83331	Mycobacterium tuberculosis CDC1551	GO:1990742	microvesicle	cellular component	located_in	PMID:19011622	UniProt	4	2
P9WFV7	glyQS	83332	Mycobacterium tuberculosis H37Rv	GO:1990742	microvesicle	cellular component	located_in	PMID:19011622	UniProt	4	2
Q15011	HERPUD1	9606	Homo sapiens	GO:0006986	response to unfolded protein	response to stimulus	involved_in	PMID:10708769	UniProt	4	2
Q9JK66	Prkn	10116	Rattus norvegicus	GO:0006986	response to unfolded protein	response to stimulus	involved_in	PMID:12472897	RGD	4	10
Q8T0X8	CheA29a	7227	Drosophila melanogaster	GO:0007606	sensory perception of chemical stimulus	unclassified	involved_in	PMID:11904775	FlyBase	4	2
Q27377	a10	7227	Drosophila melanogaster	GO:0007606	sensory perception of chemical stimulus	unclassified	involved_in	PMID:16581978	FlyBase	4	1
Q3ZAK6	CheB42a	7227	Drosophila melanogaster	GO:0007606	sensory perception of chemical stimulus	unclassified	involved_in	PMID:11904775	FlyBase	4	3
Q5BG07	pkdA	227321	Aspergillus nidulans FGSC A4	GO:0044550	secondary metabolite biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:22506079	AspGD	4	1
Q5AUX8	dbaH	227321	Aspergillus nidulans FGSC A4	GO:0044550	secondary metabolite biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:23001671	AspGD	4	1
Q5AUY3	dbaB	227321	Aspergillus nidulans FGSC A4	GO:0044550	secondary metabolite biosynthetic process	metabolic process	acts_upstream_of_or_within	PMID:23001671	AspGD	4	1
Q64249	Nr6a1	10090	Mus musculus	GO:0007276	gamete generation	unclassified	involved_in	PMID:7835709	UniProt	4	2
Q6QMG1	tshr	7998	Ictalurus punctatus	GO:0007276	gamete generation	unclassified	involved_in	PMID:19523396	AgBase	4	1
Q64640	Adk	10116	Rattus norvegicus	GO:0032922	circadian regulation of gene expression	biological regulation	involved_in	PMID:12675911	RGD	4	2
Q940T9	COL4	3702	Arabidopsis thaliana	GO:0032922	circadian regulation of gene expression	biological regulation	acts_upstream_of_or_within	PMID:31191575	TAIR	4	1
Q9SUM4	VIL2	3702	Arabidopsis thaliana	GO:0032922	circadian regulation of gene expression	biological regulation	involved_in	PMID:20837520	UniProt	4	2
Q9FSY7	Q9FSY7	13451	Corylus avellana	GO:0009846	pollen germination	unclassified	involved_in	PMID:12811017	UniProt	4	3
Q8GT41	Q8GT41	140101	Platanus x hispanica	GO:0009846	pollen germination	unclassified	involved_in	DOI:10.1007/s00497-005-0002-4	UniProt	4	2
Q6H9K0	plaa2	140101	Platanus x hispanica	GO:0009846	pollen germination	unclassified	involved_in	DOI:10.1007/s00497-005-0002-4	UniProt	4	3
Q99NE5	Rims1	10090	Mus musculus	GO:0098882	structural constituent of presynaptic active zone	molecular function	enables	PMID:27537483	SynGO	4	2
Q6PH08	Erc2	10090	Mus musculus	GO:0098882	structural constituent of presynaptic active zone	molecular function	enables	PMID:27537483	SynGO	4	1
Q99MI1	Erc1	10090	Mus musculus	GO:0098882	structural constituent of presynaptic active zone	molecular function	enables	PMID:27537483	SynGO	4	1
Q8IRI5	trio	7227	Drosophila melanogaster	GO:0030036	actin cytoskeleton organization	unclassified	involved_in	PMID:10798396	FlyBase	4	1
Q7KVD1	trio	7227	Drosophila melanogaster	GO:0030036	actin cytoskeleton organization	unclassified	involved_in	PMID:10798396	FlyBase	4	1
Q7YZA0	trio	7227	Drosophila melanogaster	GO:0030036	actin cytoskeleton organization	unclassified	involved_in	PMID:10798396	FlyBase	4	1
X2JEE0	Atg8a	7227	Drosophila melanogaster	GO:0016236	macroautophagy	metabolic process	involved_in	PMID:15296714	FlyBase	4	1
Q9VEG5	Atg8b	7227	Drosophila melanogaster	GO:0016236	macroautophagy	metabolic process	involved_in	PMID:15296714	FlyBase	4	1
X2JJA8	Atg8a	7227	Drosophila melanogaster	GO:0016236	macroautophagy	metabolic process	involved_in	PMID:15296714	FlyBase	4	1
Q9Z269	Vapb	10116	Rattus norvegicus	GO:0005783	endoplasmic reticulum	cellular component	is_active_in	PMID:30841933	SynGO	4	9
A0A0B4K7K9	brp	7227	Drosophila melanogaster	GO:0060074	synapse maturation	developmental process	acts_upstream_of	PMID:36029115	FlyBase	3	1
Q61361	Bcan	10090	Mus musculus	GO:0060074	synapse maturation	developmental process	involved_in	PMID:28712654	SynGO	3	2
Q9VLP0	witty	7227	Drosophila melanogaster	GO:0060074	synapse maturation	developmental process	acts_upstream_of	PMID:36029115	FlyBase	3	1
A0A0G2JVC1	Mdm2	10116	Rattus norvegicus	GO:1904404	response to formaldehyde	response to stimulus	involved_in	PMID:18045764	RGD	3	17
P20786	Pdgfra	10116	Rattus norvegicus	GO:1904404	response to formaldehyde	response to stimulus	involved_in	PMID:18045764	RGD	3	10
P27139	Ca2	10116	Rattus norvegicus	GO:1904404	response to formaldehyde	response to stimulus	involved_in	PMID:17285311	RGD	3	10
A0A0G2JY53	Myh15	10116	Rattus norvegicus	GO:0002074	extraocular skeletal muscle development	developmental process	involved_in	PMID:19948655	RGD	3	1
A0A8I6AC90	Myom2	10116	Rattus norvegicus	GO:0002074	extraocular skeletal muscle development	developmental process	involved_in	PMID:12878677	RGD	3	1
A0A8I6GBP8	Myom1	10116	Rattus norvegicus	GO:0002074	extraocular skeletal muscle development	developmental process	involved_in	PMID:12878677	RGD	3	1
A0A0G2K1A2	Mpo	10116	Rattus norvegicus	GO:1990268	response to gold nanoparticle	response to stimulus	involved_in	PMID:23150627	RGD	3	4
P16599	Tnf	10116	Rattus norvegicus	GO:1990268	response to gold nanoparticle	response to stimulus	involved_in	PMID:23150627	RGD	3	43
Q9QX05	Tlr4	10116	Rattus norvegicus	GO:1990268	response to gold nanoparticle	response to stimulus	involved_in	PMID:23150627	RGD	3	18
A0A0G2K1Y4	Muc5ac	10116	Rattus norvegicus	GO:0010477	response to sulfur dioxide	response to stimulus	involved_in	PMID:17590487	RGD	3	8
P00176	Cyp2b1	10116	Rattus norvegicus	GO:0010477	response to sulfur dioxide	response to stimulus	involved_in	PMID:17086701	RGD	3	5
Q00238	Icam1	10116	Rattus norvegicus	GO:0010477	response to sulfur dioxide	response to stimulus	involved_in	PMID:20951496	RGD	3	25
A0A0G2K2P5	Tjp1	10116	Rattus norvegicus	GO:0071000	response to magnetism	response to stimulus	involved_in	PMID:20137299	RGD	3	7
P07895	Sod2	10116	Rattus norvegicus	GO:0071000	response to magnetism	response to stimulus	involved_in	PMID:20037191	RGD	3	16
Q62600	Nos3	10116	Rattus norvegicus	GO:0071000	response to magnetism	response to stimulus	involved_in	PMID:28979692	RGD	3	45
A0A0G2K344	Pik3ca	10116	Rattus norvegicus	GO:0014870	response to muscle inactivity	response to stimulus	involved_in	PMID:24124592	RGD	3	5
P11980	Pkm	10116	Rattus norvegicus	GO:0014870	response to muscle inactivity	response to stimulus	involved_in	PMID:6331066	RGD	3	5
P19633	Casq1	10116	Rattus norvegicus	GO:0014870	response to muscle inactivity	response to stimulus	involved_in	PMID:11546666	RGD	3	3
A0A0G2K475	Brip1	10116	Rattus norvegicus	GO:0071295	cellular response to vitamin	response to stimulus	involved_in	PMID:16771696	RGD	3	4
A0ABK0KZB0	Brip1	10116	Rattus norvegicus	GO:0071295	cellular response to vitamin	response to stimulus	involved_in	PMID:16771696	RGD	3	4
A0ABK0LAE9	Brip1	10116	Rattus norvegicus	GO:0071295	cellular response to vitamin	response to stimulus	involved_in	PMID:16771696	RGD	3	4
A0A286R227	A0A286R227	3117	Ulva prolifera	GO:0071250	cellular response to nitrite	response to stimulus	involved_in	PMID:28650572	UniProt	3	2
O35800	Hif1a	10116	Rattus norvegicus	GO:0071250	cellular response to nitrite	response to stimulus	involved_in	PMID:23227543	RGD	3	41
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:0071250	cellular response to nitrite	response to stimulus	involved_in	PMID:22892143	RGD	3	50
A0A8I5YC99	Eps15	10116	Rattus norvegicus	GO:0098884	postsynaptic neurotransmitter receptor internalization	biological regulation	involved_in	PMID:25023288	SynGO	3	2
Q5PPJ9	Sh3glb2	10116	Rattus norvegicus	GO:0098884	postsynaptic neurotransmitter receptor internalization	biological regulation	involved_in	PMID:26776730	SynGO	3	2
Q9DCA7	Caly	10090	Mus musculus	GO:0098884	postsynaptic neurotransmitter receptor internalization	biological regulation	involved_in	PMID:19120439	SynGO	3	2
A0A8I5ZQU7	Casp7	10116	Rattus norvegicus	GO:0051146	striated muscle cell differentiation	developmental process	involved_in	PMID:28899909	RGD	3	2
P62775	Mtpn	10116	Rattus norvegicus	GO:0051146	striated muscle cell differentiation	developmental process	involved_in	PMID:12467730	RGD	3	4
A0A8I5ZQU7	Casp7	10116	Rattus norvegicus	GO:0071887	leukocyte apoptotic process	unclassified	involved_in	PMID:26861981	RGD	3	2
Q9JHK1	Casp9	10116	Rattus norvegicus	GO:0071887	leukocyte apoptotic process	unclassified	involved_in	PMID:26861981	RGD	3	10
A0A8I5ZW61	Tek	10116	Rattus norvegicus	GO:0001958	endochondral ossification	developmental process	involved_in	PMID:11735002	RGD	3	3
P23097	Mmp13	10116	Rattus norvegicus	GO:0001958	endochondral ossification	developmental process	involved_in	PMID:10646117	RGD	3	12
Q9R1N9	Col13a1	10090	Mus musculus	GO:0001958	endochondral ossification	developmental process	involved_in	PMID:11470398	UniProt	3	2
A0A8I5ZXI2	Arhgdib	10116	Rattus norvegicus	GO:0071461	cellular response to redox state	response to stimulus	involved_in	PMID:9665834	RGD	3	1
Q06518	Nos2	10116	Rattus norvegicus	GO:0071461	cellular response to redox state	response to stimulus	involved_in	PMID:21964032	RGD	3	19
Q5XI73	Arhgdia	10116	Rattus norvegicus	GO:0071461	cellular response to redox state	response to stimulus	involved_in	PMID:9665834	RGD	3	3
A0A8I6AHI4	Ezh2	10116	Rattus norvegicus	GO:0090183	regulation of kidney development	biological regulation	involved_in	PMID:18467665	RGD	3	3
A0ABZ3NNP3	Bmi1	10116	Rattus norvegicus	GO:0090183	regulation of kidney development	biological regulation	involved_in	PMID:18467665	RGD	3	3
Q4V8P1	Cited1	10116	Rattus norvegicus	GO:0090183	regulation of kidney development	biological regulation	involved_in	PMID:18467665	RGD	3	1
A0A8J0T3N4	c-answer.L	8355	Xenopus laevis	GO:0000165	MAPK cascade	response to stimulus	acts_upstream_of_or_within_positive_effect	PMID:31644900	Xenbase	3	2
P10147	CCL3	9606	Homo sapiens	GO:0000165	MAPK cascade	response to stimulus	involved_in	PMID:12032188	UniProt	3	7
P51681	CCR5	9606	Homo sapiens	GO:0000165	MAPK cascade	response to stimulus	involved_in	PMID:12032188	UniProt	3	3
A0A8J0UT55	cd44.L	8355	Xenopus laevis	GO:0097168	mesenchymal stem cell proliferation	unclassified	acts_upstream_of_or_within	PMID:33892293	Xenbase	3	1
A0A8J0UY46	cd44.L	8355	Xenopus laevis	GO:0097168	mesenchymal stem cell proliferation	unclassified	acts_upstream_of_or_within	PMID:33892293	Xenbase	3	1
Q2NKX3	cd44.L	8355	Xenopus laevis	GO:0097168	mesenchymal stem cell proliferation	unclassified	acts_upstream_of_or_within	PMID:33892293	Xenbase	3	1
A0AB32T5B6	gsc	7955	Danio rerio	GO:0009950	dorsal/ventral axis specification	developmental process	acts_upstream_of_or_within	PMID:8104775	ZFIN	3	1
B2GRD3	gsc	7955	Danio rerio	GO:0009950	dorsal/ventral axis specification	developmental process	acts_upstream_of_or_within	PMID:8104775	ZFIN	3	1
P53544	gsc	7955	Danio rerio	GO:0009950	dorsal/ventral axis specification	developmental process	acts_upstream_of_or_within	PMID:8104775	ZFIN	3	1
A0AB32TYW9	fgf8a	7955	Danio rerio	GO:0046850	regulation of bone remodeling	biological regulation	acts_upstream_of_or_within	PMID:17448458	ZFIN	3	1
O57341	fgf8a	7955	Danio rerio	GO:0046850	regulation of bone remodeling	biological regulation	acts_upstream_of_or_within	PMID:17448458	ZFIN	3	1
Q9ES02	Mepe	10116	Rattus norvegicus	GO:0046850	regulation of bone remodeling	biological regulation	involved_in	PMID:10967096	RGD	3	1
A0ABK0KYT3	Vamp4	10116	Rattus norvegicus	GO:0016189	synaptic vesicle to endosome fusion	localization	involved_in	PMID:26607000	SynGO	3	2
O70439	Stx7	10090	Mus musculus	GO:0016189	synaptic vesicle to endosome fusion	localization	involved_in	PMID:34408265	SynGO	3	1
A0ABK0L9W9	Mt2	10116	Rattus norvegicus	GO:0048143	astrocyte activation	response to stimulus	involved_in	PMID:19837066	RGD	3	1
P04355	Mt2	10116	Rattus norvegicus	GO:0048143	astrocyte activation	response to stimulus	involved_in	PMID:19837066	RGD	3	1
Q6IE75	Bace2	10116	Rattus norvegicus	GO:0048143	astrocyte activation	response to stimulus	involved_in	PMID:21073551	RGD	3	1
A0ABK0LEP2	Syne1	10116	Rattus norvegicus	GO:0098871	postsynaptic actin cytoskeleton	cellular component	is_active_in	PMID:24191017	SynGO	3	6
Q07266	Dbn1	10116	Rattus norvegicus	GO:0098871	postsynaptic actin cytoskeleton	cellular component	is_active_in	PMID:8929425	SynGO	3	8
Q64331	Myo6	10090	Mus musculus	GO:0098871	postsynaptic actin cytoskeleton	cellular component	is_active_in	PMID:15657400	SynGO	3	2
A0ABK0LGW0	Ep300	10116	Rattus norvegicus	GO:0035984	cellular response to trichostatin A	response to stimulus	involved_in	PMID:20094059	RGD	3	23
Q4V7C7	Actr3	10116	Rattus norvegicus	GO:0035984	cellular response to trichostatin A	response to stimulus	involved_in	PMID:12445420	RGD	3	9
Q5M7U6	Actr2	10116	Rattus norvegicus	GO:0035984	cellular response to trichostatin A	response to stimulus	involved_in	PMID:12445420	RGD	3	4
A0ABK0LGW0	Ep300	10116	Rattus norvegicus	GO:0071389	cellular response to mineralocorticoid stimulus	response to stimulus	involved_in	PMID:22465009	RGD	3	23
P22388	Edn1	10116	Rattus norvegicus	GO:0071389	cellular response to mineralocorticoid stimulus	response to stimulus	involved_in	PMID:19638349	RGD	3	27
P62828	Ran	10116	Rattus norvegicus	GO:0071389	cellular response to mineralocorticoid stimulus	response to stimulus	involved_in	PMID:22811487	RGD	3	3
A0ABK0LKC2	Cdkn1a	10116	Rattus norvegicus	GO:0060574	intestinal epithelial cell maturation	developmental process	involved_in	PMID:20466941	RGD	3	11
P23739	Si	10116	Rattus norvegicus	GO:0060574	intestinal epithelial cell maturation	developmental process	involved_in	PMID:18313392	RGD	3	15
P45352	Tyms	10116	Rattus norvegicus	GO:0060574	intestinal epithelial cell maturation	developmental process	involved_in	PMID:1260861	RGD	3	16
A0ABK0LL94	Ngdn	10116	Rattus norvegicus	GO:0140245	regulation of translation at postsynapse	biological regulation	involved_in	PMID:22727665	SynGO	3	2
P70531	Eef2k	10116	Rattus norvegicus	GO:0140245	regulation of translation at postsynapse	biological regulation	involved_in	PMID:20427644	SynGO	3	11
Q5U315	Tent2	10116	Rattus norvegicus	GO:0140245	regulation of translation at postsynapse	biological regulation	involved_in	PMID:22727665	SynGO	3	8
A0ABK0LVE7	Hdac2	10116	Rattus norvegicus	GO:0048149	behavioral response to ethanol	response to stimulus	involved_in	PMID:23485013	RGD	3	17
P13596	Ncam1	10116	Rattus norvegicus	GO:0048149	behavioral response to ethanol	response to stimulus	involved_in	PMID:16207289	RGD	3	10
P35563	Htr3a	10116	Rattus norvegicus	GO:0048149	behavioral response to ethanol	response to stimulus	involved_in	PMID:25722691	RGD	3	5
A0ABK0LY65	Fgf21	10116	Rattus norvegicus	GO:1904640	response to methionine	response to stimulus	involved_in	PMID:23052097	RGD	3	9
P07379	Pck1	10116	Rattus norvegicus	GO:1904640	response to methionine	response to stimulus	involved_in	PMID:23052097	RGD	3	23
Q9QYK2	Ppargc1a	10116	Rattus norvegicus	GO:1904640	response to methionine	response to stimulus	involved_in	PMID:17716000	RGD	3	50
A0ABK0M473	Bcl2	10116	Rattus norvegicus	GO:0034284	response to monosaccharide	response to stimulus	involved_in	PMID:26261574	RGD	3	38
P49950	Bcl2	10116	Rattus norvegicus	GO:0034284	response to monosaccharide	response to stimulus	involved_in	PMID:26261574	RGD	3	38
B1AXV0	Frrs1l	10090	Mus musculus	GO:0005789	endoplasmic reticulum membrane	cellular component	is_active_in	PMID:31604597	SynGO	3	2
Q8BGD5	Cpt1c	10090	Mus musculus	GO:0005789	endoplasmic reticulum membrane	cellular component	is_active_in	PMID:22539351	SynGO	3	7
B1PLB1	Cd34	10116	Rattus norvegicus	GO:0003094	glomerular filtration	unclassified	involved_in	PMID:18319274	UniProt	3	2
P28906	CD34	9606	Homo sapiens	GO:0003094	glomerular filtration	unclassified	involved_in	PMID:20354148	UniProt	3	11
P43121	MCAM	9606	Homo sapiens	GO:0003094	glomerular filtration	unclassified	involved_in	PMID:20354148	UniProt	3	2
B9DI20	SPL13A	3702	Arabidopsis thaliana	GO:0010228	vegetative to reproductive phase transition of meristem	developmental process	involved_in	PMID:35519822	TAIR	3	2
P0DI11	SPL13B	3702	Arabidopsis thaliana	GO:0010228	vegetative to reproductive phase transition of meristem	developmental process	involved_in	PMID:35519822	TAIR	3	2
Q9LH52	FLR1	3702	Arabidopsis thaliana	GO:0010228	vegetative to reproductive phase transition of meristem	developmental process	acts_upstream_of_or_within	PMID:22319055	TAIR	3	2
D3Z9J9	Pnpla3	10116	Rattus norvegicus	GO:0050872	white fat cell differentiation	developmental process	involved_in	PMID:19619606	RGD	3	4
Q8R400	Adig	10090	Mus musculus	GO:0050872	white fat cell differentiation	developmental process	involved_in	PMID:15567149	HGNC-UCL	3	3
Q9JMI1	Aacs	10116	Rattus norvegicus	GO:0050872	white fat cell differentiation	developmental process	involved_in	PMID:16055091	RGD	3	6
D3ZN39	Usp8	10116	Rattus norvegicus	GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	biological regulation	involved_in	PMID:25505317	SynGO	3	4
Q62940	Nedd4	10116	Rattus norvegicus	GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	biological regulation	involved_in	PMID:21148011	SynGO	3	6
