species	gene	citation	correctness	source	relevance	cited_title	review_notes
human	AFF3	PMID:20444755	MISCITED	GOA	LOW	Investigation of rheumatoid arthritis susceptibility genes identifies association of AFF3 and CD226 variants with response to anti-tumour necrosis factor treatment.	Correctly identified and internally consistent, but it does not support the annotation it is cited for. It is a pharmacogenetic association study - 18 tag SNPs genotyped in RA patients receiving TNF-blocking drugs, with change in DAS28 as the outcome - and it contains no TNF stimulus and no experiment on the AFF3 gene product. PubMed records an ErratumIn reference to Ann Rheum Dis 2011;70(8):1519 whose PubMed id is null; it could not be resolved through Crossref (empty relation/update-to/updated-by on the DOI) or Europe PMC (no hits for the journal, year and page, nor for a citing Published Erratum), so its scope is unestablished. The REMOVE verdict does not depend on it.
human	AGFG1	PMID:7634337	MISCITED	GOA	HIGH	Identification of a novel cellular cofactor for the Rev/Rex class of retroviral regulatory proteins.	A sound paper cited for two things it does not establish. Its own abstract has Rev binding the RNA and Rab/AGFG1 binding Rev's protein activation domain, so it cannot support GO:0003723 RNA binding; and the RNA it concerns is RRE-containing viral RNA, not host mRNA, so GO:0006406 mRNA export from nucleus reads more broadly than the evidence. The nucleus localisation it also carries is correct. This reference annotates exactly one entity in all of GOA, with three rows, which is the legacy ProtInc import signature.
human	AGFG1	PMID:7637788	MISCITED	GOA	HIGH	A human nucleoporin-like protein that specifically interacts with HIV Rev.	The abstract's nucleoporin claim is explicitly one of sequence homology, yet it is the sole support for GO:0005643 nuclear pore, a term whose definition asserts membership of the nuclear pore complex. A primary paper states outright that it is not certain whether AGFG1 is an authentic NPC constituent, and UniProt, curating this same paper, records Nucleus rather than nuclear envelope or nuclear pore. This reference annotates exactly one entity in all of GOA, with one row.
human	AGFG1	PMID:16765935	MISCITED	review-only	MEDIUM	Changes in intranuclear chromatin architecture induce bipolar nuclear localization of histone variant H1T2 in male haploid spermatids.	This is the sole reference behind mouse Agfg1's GO:0007289 IMP, from which the human IBA descends, and its result for hrb is a NEGATIVE: H1T2 polar localisation is unaltered in hrb-null spermatids, which the authors use to argue that acrosome development is not required for nuclear polarity. The mouse spermatid nuclear phenotype (nucleopodes) is reported in PMID:14724135 instead, so the term is defensible for the orthologue but attached to the wrong reference.
human	AGPAT2	Reactome:R-HSA-6799350	MISCITED	GOA	LOW	Exocytosis of specific granule membrane proteins	Bulk neutrophil-degranulation pathway propagation; the resulting plasma-membrane / specific-granule-membrane locations do not fit an ER enzyme.
human	AKR1C4	PMID:19487289	MISCITED	GOA	LOW	AKR1C isoforms represent a novel cellular target for jasmonates alongside their mitochondrial-mediated effects.	"The paper shows jasmonate INHIBITION of AKR1C enzymes (drug-target relationship), so its use to support a ""cellular response to jasmonic acid stimulus"" process annotation is a misinterpretation."
human	ALDOA	PMID:17329259	MISCITED	GOA	MEDIUM	A hydrophobic pocket in the active site of glycolytic aldolase mediates interactions with Wiskott-Aldrich syndrome protein.	Concerns WASP/actin-pathway binding at the aldolase active site, not tubulin; the tubulin-binding annotation citing this paper is not supported by it.
human	ALDOB	PMID:6696436	MISCITED	GOA	LOW	Human skeletal-muscle aldolase: N-terminal sequence analysis of CNBr- and o-iodosobenzoic acid-cleavage fragments.	Cached abstract describes N-terminal protein-sequence analysis of human skeletal-muscle aldolase (aldolase A / ALDOA), not an ALDOB activity assay. The Reactome EXP GO:0004332 annotation on ALDOB citing this reference appears to be a reference-term mismatch; flagged for curator verification. The activity itself is correct for aldolase B and abundantly supported by other references.
human	AMPD1	PMID:29079593	MISCITED	GOA	LOW	Hypoxia modulates the purine salvage pathway and decreases red blood cell and supernatant levels of hypoxanthine during refrigerated storage.	"Full-text available. The paper concerns erythrocyte purine salvage/deamination during RBC storage; AMP deaminase acts on AMP (not guanine nucleotides), so the derived ""GMP salvage"" annotation does not reflect AMPD1's direct biochemistry (marked over-annotated, not removed per policy on experimental annotations)."
human	AMPD2	PMID:29079593	MISCITED	GOA	LOW	Hypoxia modulates the purine salvage pathway and decreases red blood cell and supernatant levels of hypoxanthine during refrigerated storage.	Study of erythrocyte purine metabolism centered on the RBC AMPD isoform (AMPD3) and the salvage/deamination network; cited for an AMPD2 GMP salvage IDA, but it does not establish AMPD2 in GMP salvage (AMP deaminase makes IMP, not GMP).
human	ARG1	PMID:28813417	MISCITED	GOA	LOW	CMTM6 maintains the expression of PD-L1 and regulates anti-tumour immunity.	PubMed-verified paper, but it does not support a functional ARG1 annotation - ARG1 is only an MS interactor of CMTM6, and the resulting bare protein-binding term is uninformative.
human	ARSJ	PMID:16174644	MISCITED	GOA	HIGH	Sulfatases and sulfatase modifying factors: an exclusive and promiscuous relationship.	PubMed identity and abstract were checked. The paper supports ARSJ sulfatase-family membership and conserved catalytic architecture, but the TAS use for the narrower GO arylsulfatase activity overstates the paper: no ARSJ aryl-substrate assay is reported in the accessible record.
human	AZIN1	PMID:18508777	MISCITED	GOA	MEDIUM	Antizyme inhibitor 2 (AZIN2/ODCp) stimulates polyamine uptake in mammalian cells.	PubMed-verified; abstract-only. The paper characterizes the paralog AZIN2/ODCp, not AZIN1. The IDA GO:1902269 (positive regulation of polyamine transmembrane transport) annotation on AZIN1 is sourced from an AZIN2 study, so for AZIN1 it is at best an orthology-inferred, non-core role rather than a directly demonstrated AZIN1 function.
human	BBS1	PMID:22228099	MISCITED	GOA	MEDIUM	BBS proteins interact genetically with the IFT pathway to influence SHH-related phenotypes.	Full text available. Demonstrates BBSome-dependent regulation of SMO/PTCH1 ciliary accumulation and reduced Shh response via genetic interaction with IFT. Does NOT show direct BBS1 binding to Patched or Smoothened; the patched-binding/smoothened-binding IPI annotations derived from it over-interpret a trafficking/regulatory readout as a molecular binding function.
human	BBS1	PMID:22302990	MISCITED	GOA	LOW	Direct role of Bardet-Biedl syndrome proteins in transcriptional regulation.	Paper centers on BBS7 nuclear/RNF2 (PcG) function and proposes a similar role for other BBS proteins. The BBS1-RNF2 RNA-Pol-II-TF-binding annotation extrapolates BBS7 findings to BBS1 and is not a core BBS1 function.
human	BBS5	PMID:22302990	MISCITED	GOA	LOW	Direct role of Bardet-Biedl syndrome proteins in transcriptional regulation.	"Primary evidence concerns BBS7 interacting with the polycomb protein RNF2/RING2; a transcription-factor binding role for BBS5 is only inferred (""a similar role for other BBS proteins""). The GO:0061629 annotation to BBS5 is weakly supported and conflicts with the consensus cytoplasmic/ciliary localization."
human	BTD	PMID:7550325	MISCITED	GOA	MEDIUM	Mutational hotspot in the human biotinidase gene causes profound biotinidase deficiency.	"Correctly identifies a common BTD mutation causing profound biotinidase deficiency and the biotin-recycling function, but does NOT support a ""central nervous system development"" (GO:0007417) role; that annotation over-interprets the disorder's neurological phenotype. Relevant to BTD function/disease overall."
human	CERS2	PMID:34080016	MISCITED	GOA	LOW	Glucosylceramide and galactosylceramide, small glycosphingolipids with significant impact on health and disease.	General GlcCer/GalCer review; does not mention CERS2. Cited for the glycosphingolipid biosynthetic process (EXP) annotation, which over-reaches CERS2's role (it supplies the VLC-ceramide precursor, not the glycosylation step).
human	CERS2	PMID:36170811	MISCITED	GOA	LOW	De novo sphingolipid biosynthesis necessitates detoxification in cancer cells.	Cached full text is entirely about SPT/KDSR (first two de novo pathway enzymes) and never mentions CERS2 or ceramide synthase; cannot verify the CERS2-specific IDA annotations (GO:0046513, GO:0098554) sourced from it.
human	CKB	PMID:22926577	MISCITED	GOA	LOW	Quantitative proteomic analysis of human substantia nigra in Alzheimer's disease, Huntington's disease and Multiple sclerosis.	A disease-state differential-abundance proteomic survey of substantia nigra; it does not demonstrate a role for CKB in substantia nigra development.
human	COX6A2	PMID:9284905	MISCITED	GOA	LOW	Assignment of COX6A1 to 6p21 and a pseudogene (COX6A1P) to 1p31.1 by in situ hybridization and somatic cell hybrids.	Cited (ProtInc/PINC, TAS) for GO:0006091 on COX6A2, but the paper is a chromosomal-mapping study of the paralog COX6A1 and the COX6A1P pseudogene, not COX6A2. Wrong-gene citation for a broad energy-metabolism term.
human	CPS1	PMID:18063578	MISCITED	GOA	LOW	The layered structure of human mitochondrial DNA nucleoids.	Nucleoid co-purification study. CPS1 co-purifies as an abundant matrix protein, but the paper notes several metabolic proteins in native nucleoids do not cross-link to mtDNA; supports co-purification rather than genuine nucleoid localization.
human	CPS1	PMID:20031578	MISCITED	GOA	LOW	Novel associations of CPS1, MUT, NOX4, and DPEP1 with plasma homocysteine in a healthy population: a genome-wide evaluation of 13 974 participants in the Women's Genome Health Study.	GWAS association of a common CPS1 SNP with plasma homocysteine; does not demonstrate that CPS1 acts in homocysteine metabolism or directly binds a modified amino acid. The IDA annotations attributed to it (homocysteine metabolic process; modified amino acid binding) are misapplied to this reference, though modified amino acid binding is independently correct (NAG).
