# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
D2SSQ3	ARO:3002386;	GO:0008800; GO:0030655; GO:0046677
D2U4S1	ARO:3002056;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D2U5Q3	ARO:3001886;	GO:0008800; GO:0030655; GO:0046677
D2WFL1	ARO:3004753;	GO:0008800; GO:0030655; GO:0046677
D2Y395	ARO:3004556;	GO:0004146; GO:0006730; GO:0009410; GO:0046654
D3IP02	ARO:3000973;	GO:0008800; GO:0030655; GO:0046677
D3X610	ARO:3002343;	GO:0008800; GO:0030655; GO:0046677
D3Y4X8	ARO:3006559;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D4HQX2	ARO:3004623;	GO:0046353; GO:0046677
D4QFM2	ARO:3001177;	GO:0008800; GO:0030655; GO:0046677
D4XUI1	ARO:3008725;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
D5H463	ARO:3002869;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
D5HKL4	ARO:3006871;ARO:3006998;	GO:0008800; GO:0030655; GO:0046677
D5KLY1	ARO:3003196;	GO:0005886; GO:0015297; GO:0046677; GO:1902600
D5LGB4	ARO:3001176;	GO:0008800; GO:0030655; GO:0046677
D5LHC7	ARO:3002200;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D5LIR5	ARO:3001175;	GO:0008800; GO:0030655; GO:0046677
D6NSM9	ARO:3006431;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D6NSN1	ARO:3006432;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D6NSN3	ARO:3006433;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D6PLR0	ARO:3005463;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D7NIY9	ARO:3002119;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D7RA71	ARO:3002058;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
D7RFM8	ARO:3005702;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
D7RFM9	ARO:3005703;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
D7RIC6	ARO:3002321;	GO:0008800; GO:0030655; GO:0046677
D7RNT4	ARO:3005704;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
D7RNT5	ARO:3005705;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
D8IDV3	ARO:3001765;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
D9IQH0	ARO:3001954;	GO:0008800; GO:0030655; GO:0046677
D9N4D1	ARO:3002270;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
D9U8W0	ARO:3001042;	GO:0008800; GO:0030655; GO:0046677
D9Z4Z4	ARO:3000903;	GO:0008800; GO:0030655; GO:0046677
E0A2V6	ARO:3002267;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
E0A2V7	ARO:3002268;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
E0A3B0	ARO:3002430;	GO:0008800; GO:0030655; GO:0046677
E0AF02	ARO:3001958;	GO:0008800; GO:0030655; GO:0046677
E0WC49	ARO:3002404;	GO:0008800; GO:0030655; GO:0046677
E0WC50	ARO:3002405;	GO:0008800; GO:0030655; GO:0046677
E1A0Z6	ARO:3000549;	GO:0000155; GO:0005524; GO:0005886
E2D6Z3	ARO:3002368;	GO:0008800; GO:0030655; GO:0046677
E2EKF8	ARO:3001662;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
E2GLP7	ARO:3002269;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
E2GM24	ARO:3005706;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
E2GM25	ARO:3005707;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
E2I6F2	ARO:3006434;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E2IGU7	ARO:3001465;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGU8	ARO:3001466;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGU9	ARO:3001467;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGV0	ARO:3001468;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGV1	ARO:3001469;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGV2	ARO:3001470;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2IGV3	ARO:3001471;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
E2II00	ARO:3002065;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E2II01	ARO:3002066;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E2IKQ7	ARO:3002161;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E2IZP4	ARO:3001957;	GO:0008800; GO:0030655; GO:0046677
E3FDH0	ARO:3007000;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
E3PQJ5	ARO:3001955;	GO:0008800; GO:0030655; GO:0046677
E3U909	ARO:3006980;	GO:0008800; GO:0030655; GO:0046677
E3UTA3	ARO:3002059;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E3VVM6	ARO:3006435;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E3VW98	ARO:3002068;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E5G503	ARO:3002295;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
E5G517	ARO:3001169;	GO:0008800; GO:0030655; GO:0046677
E5L847	ARO:3002064;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E5LCR3	ARO:3002646;	GO:0005524; GO:0008910; GO:0046677; GO:0046872
E5LP65	ARO:3001045;	GO:0008800; GO:0030655; GO:0046677
E5Q900	ARO:3001179;	GO:0008800; GO:0030655; GO:0046677
E6YFP2	ARO:3002061;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E6YFP3	ARO:3001831;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E7AXL5	ARO:3001959;	GO:0008800; GO:0030655; GO:0046677
E7D4X6	ARO:3001475;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
E7DRN1	ARO:3002135;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E7DRN2	ARO:3002067;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
E8LGK3	ARO:3004359;	GO:0008800; GO:0030655; GO:0046677
E9N3R2	ARO:3004677;	GO:0008649; GO:0046677
E9NST5	ARO:3002479;	GO:0008800; GO:0030655; GO:0046677
E9NYS8	ARO:3002077;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F0KJS2	ARO:3006323;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F0V6U1	ARO:3005295;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F0V6U3	ARO:3006597;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F0V6U4	ARO:3006599;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F0V6U5	ARO:3005155;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F1C3E3	ARO:3002072;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F1CFA6	ARO:3001821;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F1CLN0	ARO:3001961;	GO:0008800; GO:0030655; GO:0046677
F1DG66	ARO:3001965;	GO:0008800; GO:0030655; GO:0046677
F1DTB3	ARO:3001966;	GO:0008800; GO:0030655; GO:0046677
F2X6V8	ARO:3002323;	GO:0008800; GO:0030655; GO:0046677
F2XNH2	ARO:3002322;	GO:0008800; GO:0030655; GO:0046677
F2YBS7	ARO:3002346;	GO:0008800; GO:0030655; GO:0046677
F2YZ26	ARO:3000590;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
F4NA56	ARO:3005097;	GO:0008800; GO:0030655; GO:0046677
F4YXC2	ARO:3002053;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F4ZCJ5	ARO:3001178;	GO:0008800; GO:0030655; GO:0046677
F5ANL2	ARO:3002220;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
F6EYG4	ARO:3006990;	GO:0008800; GO:0030655; GO:0046677
F6K6C7	ARO:3001047;	GO:0008800; GO:0030655; GO:0046677
F6KX24	ARO:3003878;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
F6ME16	ARO:3001487;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
F7SXL1	ARO:3001610;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
F7T362	ARO:3004144;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
F8SQ10	ARO:3001181;	GO:0008800; GO:0030655; GO:0046677
F8T7L4	ARO:3002369;	GO:0008800; GO:0030655; GO:0046677
F8TCS6	ARO:3001109;	GO:0008800; GO:0030655; GO:0046677
F8UXB4	ARO:3001976;	GO:0008800; GO:0030655; GO:0046677
G0L217	ARO:3007006;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
G0XMH2	ARO:3001953;	GO:0008800; GO:0030655; GO:0046677
G0Z390	ARO:3001056;	GO:0008800; GO:0030655; GO:0046677
G0ZGG5	ARO:3001766;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
G0ZGG7	ARO:3002138;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G1CCP7	ARO:3000921;	GO:0008800; GO:0030655; GO:0046677
G1CS20	ARO:3002163;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G1EC65	ARO:3001182;	GO:0008800; GO:0030655; GO:0046677
G1FK69	ARO:3001048;	GO:0008800; GO:0030655; GO:0046677
G1FTI5	ARO:3001049;	GO:0008800; GO:0030655; GO:0046677
G1JY45	ARO:3001050;	GO:0008800; GO:0030655; GO:0046677
G3EJF2	ARO:3002229;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
G3EN47	ARO:3001809;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
G3EPV8	ARO:3001970;	GO:0008800; GO:0030655; GO:0046677
G3EPV9	ARO:3001971;	GO:0008800; GO:0030655; GO:0046677
G3EPW0	ARO:3001967;	GO:0008800; GO:0030655; GO:0046677
G3EPW1	ARO:3001968;	GO:0008800; GO:0030655; GO:0046677
G3EPW2	ARO:3001972;	GO:0008800; GO:0030655; GO:0046677
G3EPW3	ARO:3001973;	GO:0008800; GO:0030655; GO:0046677
G3EPW4	ARO:3001969;	GO:0008800; GO:0030655; GO:0046677
G3EST8	ARO:3005292;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3EST9	ARO:3006579;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3ESU0	ARO:3006598;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3ESU1	ARO:3005156;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3ESU3	ARO:3006618;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3ESU4	ARO:3006628;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3ESU5	ARO:3006636;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3F7G8	ARO:3002073;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3F7G9	ARO:3002074;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3F7H0	ARO:3002075;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G3G9W7	ARO:3001483;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
G4RJD5	ARO:3002057;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G4WB26	ARO:3002219;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
G4XFL1	ARO:3002929;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993; GO:0046677; GO:0071555
G4XFL2	ARO:3002940;	GO:0000155; GO:0004721; GO:0005886; GO:0016036
G5DE28	ARO:3001493;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
G8A3U3	ARO:3005268;	GO:0008800; GO:0030655; GO:0046677
G8GB93	ARO:3001500;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
G9BBW8	ARO:3001373;	GO:0008800; GO:0030655; GO:0046677
G9BNM1	ARO:3002076;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G9FYZ8	ARO:3001046;	GO:0008800; GO:0030655; GO:0046677
G9FYZ9	ARO:3001977;	GO:0008800; GO:0030655; GO:0046677
G9HXG4	ARO:3001806;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
G9JKE9	ARO:3001832;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
G9JKG5	ARO:3002224;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
G9JKW1	ARO:3001714;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
G9JVE6	ARO:3002356;	GO:0008800; GO:0042597; GO:0046677; GO:0046872
G9JVK3	ARO:3001990;	GO:0008800; GO:0030655; GO:0046677
G9M9P7	ARO:3004768;	GO:0008800; GO:0030655; GO:0046677
G9MB49	ARO:3004769;	GO:0008800; GO:0030655; GO:0046677
G9MB50	ARO:3004770;	GO:0008800; GO:0030655; GO:0046677
G9MB51	ARO:3004771;	GO:0008800; GO:0030655; GO:0046677
G9XJ14	ARO:3003725;	GO:0006508; GO:0008237; GO:0008270; GO:0071555; GO:0160237
H2ERK4	ARO:3002347;	GO:0008800; GO:0030655; GO:0046677
H2ERK9	ARO:3001184;	GO:0008800; GO:0030655; GO:0046677
H2ETE8	ARO:3002474;	GO:0008800; GO:0030655; GO:0046677
H3K407	ARO:3002100;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
H5V4T3	ARO:3008200;	GO:0008800; GO:0030655; GO:0046677
H6U587	ARO:3002348;	GO:0008800; GO:0030655; GO:0046677
H6U588	ARO:3002349;	GO:0008800; GO:0030655; GO:0046677
H6UZZ8	ARO:3002081;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
H6V561	ARO:3001980;	GO:0008800; GO:0030655; GO:0046677
H6V562	ARO:3001981;	GO:0008800; GO:0030655; GO:0046677
H7CHH5	ARO:3001057;	GO:0008800; GO:0030655; GO:0046677
H7CHS5	ARO:3001985;	GO:0008800; GO:0030655; GO:0046677
H9A1B4	ARO:3001814;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
H9AXL9	ARO:3001053;	GO:0008800; GO:0030655; GO:0046677
H9AXM0	ARO:3001054;	GO:0008800; GO:0030655; GO:0046677
H9AXM1	ARO:3001055;	GO:0008800; GO:0030655; GO:0046677
H9BJT1	ARO:3001376;	GO:0008800; GO:0030655; GO:0046677
H9CTU8	ARO:3001183;	GO:0008800; GO:0030655; GO:0046677
H9TUB2	ARO:3004618;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
H9TUB3	ARO:3004619;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
H9ZIN1	ARO:3001328;	GO:0005886; GO:0015385; GO:0046677; GO:1990961
H9ZJJ9	ARO:3001678;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
H9ZJK0	ARO:3001677;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
I0AW23	ARO:3004620;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I0CDW3	ARO:3003887;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I0DEV3	ARO:3001983;	GO:0008800; GO:0030655; GO:0046677
I0KEZ6	ARO:3006887;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
I1VZ30	ARO:3004777;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I1VZH1	ARO:3003879;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I1YZZ5	ARO:3002666;	GO:0005829; GO:0008649; GO:0046677
I2DC43	ARO:3002171;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I2EC83	ARO:3001890;	GO:0008800; GO:0030655; GO:0046677
I3QHT4	ARO:3002084;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3QHT7	ARO:3002080;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3RJJ5	ARO:3004632;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V678	ARO:3002062;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V684	ARO:3002089;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V690	ARO:3002091;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V693	ARO:3002092;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V696	ARO:3002093;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V699	ARO:3002094;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3V6A2	ARO:3002097;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I3VKD5	ARO:3002354;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
I3WA87	ARO:3001345;	GO:0008800; GO:0030655; GO:0046677
I3ZY32	ARO:3006963;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
I6S387	ARO:3001693;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
I6SR65	ARO:3006436;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
I6VD99	ARO:3000890;	GO:0008800; GO:0030655; GO:0046677
I6YBX3	ARO:3003035;	
I6YCI1	ARO:3001498;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
I6ZQ49	ARO:3001058;	GO:0008800; GO:0030655; GO:0046677
I7B447	ARO:3001185;	GO:0008800; GO:0030655; GO:0046677
I7CP04	ARO:3002226;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
I7FJY5	ARO:3005111;	GO:0008800; GO:0030655; GO:0046677
I7GSH3	ARO:3001204;	GO:0008800; GO:0030655; GO:0046677
I7J507	ARO:3003205;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
J3S801	ARO:3002252;	GO:0008800; GO:0030655; GO:0046677
J7GKY1	ARO:3006437;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
J7GS97	ARO:3006438;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
J7HFH1	ARO:3002228;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
J7HGI2	ARO:3002299;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
J7HZA4	ARO:3001186;	GO:0008800; GO:0030655; GO:0046677
J7HZA9	ARO:3001191;	GO:0008800; GO:0030655; GO:0046677
J7HZB6	ARO:3001196;	GO:0008800; GO:0030655; GO:0046677
J7HZC1	ARO:3001201;	GO:0008800; GO:0030655; GO:0046677
J7HZR2	ARO:3001189;	GO:0008800; GO:0030655; GO:0046677
J7HZR6	ARO:3001194;	GO:0008800; GO:0030655; GO:0046677
J7HZS0	ARO:3001199;	GO:0008800; GO:0030655; GO:0046677
J7I0S9	ARO:3002357;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
J7I2U9	ARO:3001188;	GO:0008800; GO:0030655; GO:0046677
J7I2V5	ARO:3001193;	GO:0008800; GO:0030655; GO:0046677
J7I2W1	ARO:3001198;	GO:0008800; GO:0030655; GO:0046677
J7I2W6	ARO:3001203;	GO:0008800; GO:0030655; GO:0046677
J7I607	ARO:3001187;	GO:0008800; GO:0030655; GO:0046677
J7I612	ARO:3001192;	GO:0008800; GO:0030655; GO:0046677
J7I616	ARO:3001197;	GO:0008800; GO:0030655; GO:0046677
J7I622	ARO:3001202;	GO:0008800; GO:0030655; GO:0046677
J7I6M7	ARO:3001190;	GO:0008800; GO:0030655; GO:0046677
J7I6N3	ARO:3001195;	GO:0008800; GO:0030655; GO:0046677
J7I6N7	ARO:3001200;	GO:0008800; GO:0030655; GO:0046677
J7IB33	ARO:3006929;	GO:0008800; GO:0030655; GO:0046677
J7II96	ARO:3006930;	GO:0008800; GO:0030655; GO:0046677
J7JZQ0	ARO:3005710;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7JZQ3	ARO:3005708;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7K0Z2	ARO:3005713;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7K4G1	ARO:3005712;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7K6F5	ARO:3005711;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7K749	ARO:3005714;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J7KCB4	ARO:3001991;	GO:0008800; GO:0030655; GO:0046677
J9QX37	ARO:3009040;	GO:0008800; GO:0030655; GO:0046677
J9SPF2	ARO:3001551;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
J9UYB6	ARO:3008517;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
J9YNF9	ARO:3001378;	GO:0008800; GO:0030655; GO:0046677
K0GES5	ARO:3002083;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0GET7	ARO:3002087;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0GEV1	ARO:3001834;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0GEV3	ARO:3001836;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0GF29	ARO:3002351;	GO:0008800; GO:0030655; GO:0046677
K0GG70	ARO:3001837;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0GLV6	ARO:3002090;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K0JHQ1	ARO:3001767;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
K4EJN1	ARO:3006132;	GO:0008800; GO:0030655; GO:0046677
K4EK33	ARO:3005345;	GO:0004146; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661
K4NUK1	ARO:3002324;	GO:0008800; GO:0030655; GO:0046677
K4PWH4	ARO:3002233;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
K4PXL9	ARO:3002232;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
K4Q303	ARO:3002231;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
K4Q320	ARO:3002213;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
K4Q514	ARO:3000910;	GO:0008800; GO:0030655; GO:0046677
K7QSJ9	ARO:3002408;	GO:0008800; GO:0030655; GO:0046677
K7QZZ2	ARO:3002407;	GO:0008800; GO:0030655; GO:0046677
K7SA42	ARO:3004786;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
K7U492	ARO:3001352;	GO:0008800; GO:0030655; GO:0046677
K7WEV5	ARO:3001992;	GO:0008800; GO:0030655; GO:0046677
K9M695	ARO:3002223;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
K9N0B7	ARO:3002156;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
K9UTH3	ARO:3001997;	GO:0008800; GO:0030655; GO:0046677
L0BBB2	ARO:3002109;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L0BD43	ARO:3002110;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L0FY79	ARO:3006883;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
L0GCN8	ARO:3001369;	GO:0008800; GO:0030655; GO:0046677
L0N611	ARO:3004106;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
L0R244	ARO:3001819;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L0R279	ARO:3002103;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L0R2B4	ARO:3001835;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L0R2E9	ARO:3002102;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L7RT24	ARO:3006353;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L7UL38	ARO:3000617;	GO:0005886; GO:0008658; GO:0046677; GO:0071555; GO:0071972
L7UN39	ARO:3002305;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
L7UV13	ARO:3002108;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L7UW18	ARO:3002107;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
L7VTN5	ARO:3001791;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
L8B2Q9	ARO:3008142;	GO:0008800; GO:0030655; GO:0046677
M1F7E6	ARO:3001984;	GO:0008800; GO:0030655; GO:0046677
M1JB36	ARO:3002308;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
M1NGU8	ARO:3002325;	GO:0008800; GO:0030655; GO:0046677
M1VE66	ARO:3002358;	GO:0008800; GO:0042597; GO:0046677; GO:0046872
M4HN29	ARO:3001344;	GO:0008800; GO:0030655; GO:0046677
M4Q6L3	ARO:3003198;	GO:0005829; GO:0008649; GO:0046677
M4T989	ARO:3002111;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
M4WJC6	ARO:3006923;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
M4ZQE9	ARO:3002235;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
M4ZRQ3	ARO:3002234;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
M5B5Q1	ARO:3001375;	GO:0008800; GO:0030655; GO:0046677
M9M0C9	ARO:3002936;	GO:0000155; GO:0005524; GO:0005886
M9M0D0	ARO:3002952;	GO:0006508; GO:0008237; GO:0008270; GO:0071555; GO:0160237
M9M4I7	ARO:3002925;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993
M9T6C6	ARO:3002327;	GO:0008800; GO:0030655; GO:0046677
M9T8M5	ARO:3002326;	GO:0008800; GO:0030655; GO:0046677
N0D6W6	ARO:3001383;	GO:0008800; GO:0030655; GO:0046677
N8QIB0	ARO:3001751;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
N8WD73	ARO:3001749;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N8WDK3	ARO:3001742;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N8YGZ9	ARO:3001731;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N8YMW5	ARO:3001722;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N8ZRE3	ARO:3004087;	GO:0005524; GO:0008910; GO:0046677; GO:0046872
N9FBW9	ARO:3001720;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
N9MTU6	ARO:3001746;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N9NEK7	ARO:3001750;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N9Q2P7	ARO:3001753;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
N9QSQ4	ARO:3001762;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
