# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
		C0HLL4	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE C0HLL4 -u C0HLL4
		C0HLL5	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE C0HLL5 -u C0HLL5
		P0DMB6	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE P0DMB6 -u P0DMB6
		P0DMB7	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE P0DMB7 -u P0DMB7
		P0DMB8	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE P0DMB8 -u P0DMB8
		P0DRB8	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE P0DRB8 -u P0DRB8
Vesp v 5	Vesp v 5	P0DMB9	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	uv run ai-gene-review fetch-gene VESVE P0DMB9 -u P0DMB9
		P68409	VESVN	MELT	Vespa velutina nigrithorax (Hornet)	202809	uv run ai-gene-review fetch-gene VESVN MELT -u P68409
Ves f 5	Ves f 5	P35783	VESFL		Vespula flavopilosa (Downy yellowjacket)	30211	uv run ai-gene-review fetch-gene VESFL P35783 -u P35783
Ves g 1	Ves g 1	Q3ZU95	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	uv run ai-gene-review fetch-gene VESGE Q3ZU95 -u Q3ZU95
Ves g 2a	Ves g 2a	Q05FZ2	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	uv run ai-gene-review fetch-gene VESGE Q05FZ2 -u Q05FZ2
Ves g 2b	Ves g 2b	Q05FZ1	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	uv run ai-gene-review fetch-gene VESGE Q05FZ1 -u Q05FZ1
Ves g 5	Ves g 5	P35784	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	uv run ai-gene-review fetch-gene VESGE P35784 -u P35784
		P59262	VESMC	MELT	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	uv run ai-gene-review fetch-gene VESMC MELT -u P59262
		Q2L6Z1	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	uv run ai-gene-review fetch-gene VESMC Q2L6Z1 -u Q2L6Z1
Ves m 1	Ves m 1	P51528	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	uv run ai-gene-review fetch-gene VESMC P51528 -u P51528
Ves m 2	Ves m 2	P0CH89	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	uv run ai-gene-review fetch-gene VESMC P0CH89 -u P0CH89
Ves m 5	Ves m 5	P35760	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	uv run ai-gene-review fetch-gene VESMC P35760 -u P35760
Ves p 5	Ves p 5	P35785	VESPE		Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	uv run ai-gene-review fetch-gene VESPE P35785 -u P35785
Ves s 1	Ves s 1	P0CH86	VESSQ		Vespula squamosa (Southern yellow jacket) (Wasp)	30214	uv run ai-gene-review fetch-gene VESSQ P0CH86 -u P0CH86
Ves s 5	Ves s 5	P35786	VESSQ		Vespula squamosa (Southern yellow jacket) (Wasp)	30214	uv run ai-gene-review fetch-gene VESSQ P35786 -u P35786
Ves vi 5	Ves vi 5	P35787	VESVI		Vespula vidua (Ground hornet)	30215	uv run ai-gene-review fetch-gene VESVI P35787 -u P35787
Ves v 1	Ves v 1	P49369	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	uv run ai-gene-review fetch-gene VESVU P49369 -u P49369
Ves v 2a	Ves v 2a	P49370	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	uv run ai-gene-review fetch-gene VESVU P49370 -u P49370
Ves v 2b	Ves v 2b	Q5D7H4	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	uv run ai-gene-review fetch-gene VESVU Q5D7H4 -u Q5D7H4
Ves v 3	Ves v 3	B1A4F7	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	uv run ai-gene-review fetch-gene VESVU B1A4F7 -u B1A4F7
Ves v 5	Ves v 5	Q05110	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	uv run ai-gene-review fetch-gene VESVU Q05110 -u Q05110
Vig m 28kD	Vig m 28kD	P86898	VIGMU		Vigna mungo (Black gram) (Phaseolus mungo)	3915	uv run ai-gene-review fetch-gene VIGMU P86898 -u P86898
Vig r 6	Vig r 6	A0A1S3THR8	VIGRR	CSBP	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	3916	uv run ai-gene-review fetch-gene VIGRR CSBP -u A0A1S3THR8
Zea m 1	Zea m 1	P58738	MAIZE	EXPB1	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE EXPB1 -u P58738
Zea m 1	Zea m 1	Q07154	MAIZE	EXPB9	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE EXPB9 -u Q07154
Zea m 1	Zea m 1	Q1ZYQ8	MAIZE	EXPB10	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE EXPB10 -u Q1ZYQ8
Zea m 1	Zea m 1	P0C1Y5	MAIZE	EXPB11	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE EXPB11 -u P0C1Y5
Zea m 12	Zea m 12	P35083	MAIZE	PRO3	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE PRO3 -u P35083
Zea m 12	Zea m 12	P35081	MAIZE	PRO1	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE PRO1 -u P35081
Zea m 12	Zea m 12	P35082	MAIZE	PRO2	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE PRO2 -u P35082
Zea m 12	Zea m 12	O22655	MAIZE	PRO4	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE PRO4 -u O22655
Zea m 12	Zea m 12	Q9FR39	MAIZE	PRO5	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE PRO5 -u Q9FR39
Zea m 12	Zea m 12	A4KA61	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA61 -u A4KA61
Zea m 12	Zea m 12	A4KA55	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA55 -u A4KA55
Zea m 12	Zea m 12	A4KA56	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA56 -u A4KA56
Zea m 12	Zea m 12	A4KA57	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA57 -u A4KA57
Zea m 12	Zea m 12	A4KA58	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA58 -u A4KA58
Zea m 12	Zea m 12	A4KA60	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA60 -u A4KA60
Zea m 12	Zea m 12	A4KA59	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE A4KA59 -u A4KA59
Zea m 14	Zea m 14	P19656	MAIZE		Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE P19656 -u P19656
Zea m 8	Zea m 8	P29022	MAIZE	CHIA	Zea mays (Maize)	4577	uv run ai-gene-review fetch-gene MAIZE CHIA -u P29022
Ziz m 1.0101	Ziz m 1	Q2VST0	ZIZMA		Ziziphus mauritiana (Indian jujube)	157914	uv run ai-gene-review fetch-gene ZIZMA Q2VST0 -u Q2VST0
