protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0005737,cytoplasm,,,IDA,,Experimental,PMID:22177090,"Mutations in C8orf37, encoding a ciliary protein, are associated with autosomal-recessive retinal dystrophies with early macular involvement.",,,"While PMID:22177090 does show cytoplasmic localization via IDA, this is overly general. The same paper specifically demonstrates localization at the ciliary base using immunohistochemistry. The ciliary base annotation (GO:0097546) from the same paper is more informative and specific.",REMOVE,,,,,
Q96NL8,CFAP418,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q96NL8,../genes/human/CFAP418/CFAP418-pathway.html,GO:0097546,ciliary base,,,IDA,,Experimental,PMID:22177090,"Mutations in C8orf37, encoding a ciliary protein, are associated with autosomal-recessive retinal dystrophies with early macular involvement.",,,Excellent annotation with strong IDA evidence. PMID:22177090 shows via immunohistochemistry that CFAP418 localizes at the base of primary cilia in RPE cells and at the base of connecting cilia in mouse photoreceptors. This is a core localization essential for CFAP418's function in photoreceptor maintenance and represents its primary functional compartment.,ACCEPT,"PMID:22177090 provides definitive immunohistochemical evidence for CFAP418 localization at ciliary bases in both RPE cells and photoreceptors, establishing this as the protein's primary functional compartment.",Immunohistochemical studies revealed C8orf37 localization at the base of the primary cilium of human retinal pigment epithelium cells and at the base of connecting cilia of mouse photoreceptors,PMID:22177090,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005737,cytoplasm,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,IBA annotation for cytoplasmic localization is supported by experimental evidence. INTU has cytosolic fractions when not assembled at cilia and likely shuttles between cytosol and ciliary base. The deep research confirms cytosolic localization (GO_REF:0000052).,ACCEPT,"GO_REF:0000052 provides direct immunofluorescence evidence for cytoplasmic localization, and PMID:27158779 shows INTU can exist in cytosolic pools when not assembled at ciliary structures.",The ciliopathy-associated CPLANE proteins direct basal body recruitment of intraflagellar transport machinery,PMID:27158779,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0060271,cilium assembly,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"Core function strongly supported by multiple experimental studies. INTU is essential for ciliogenesis through its role in the CPLANE complex recruiting IFT-A machinery to basal bodies (PMID:27158779). Mouse knockouts lack primary cilia, and human mutations cause ciliopathies.",ACCEPT,"PMID:27158779 demonstrated INTU is a core component of the CPLANE complex that recruits IFT-A proteins to basal bodies, with knockout mice showing complete absence of primary cilia and human mutations causing OFD syndrome XVII.",The ciliopathy-associated CPLANE proteins direct basal body recruitment of intraflagellar transport machinery,PMID:27158779,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005929,cilium,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"While INTU localizes primarily at the basal body/ciliary base rather than within the cilium proper, this broader cellular component term is acceptable as INTU is functionally associated with ciliary structures. More specific localization would be ciliary basal body (GO:0036064).",MODIFY,PMID:26644512 and PMID:27158779 demonstrate that INTU specifically localizes to ciliary basal bodies rather than within the cilium itself. GO:0036064 more accurately captures this specific localization.,The polarity protein Inturned links NPHP4 to Daam1 to control the subapical actin network in multiciliated cells,PMID:26644512,GO:0036064:ciliary basal body,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0007399,nervous system development,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"While INTU mutations can affect neural development (neural tube defects, developmental delay), this is a consequence of defective ciliogenesis/Hedgehog signaling rather than a direct role in nervous system development. The term is too broad for the specific neural tube patterning defects observed.",MODIFY,,,,GO:0021915:neural tube development,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0001736,establishment of planar polarity,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,INTU is a planar cell polarity effector protein that controls ciliary orientation through its effects on basal body positioning and the subapical actin network. This is well-supported by experimental evidence showing INTU controls rotational polarity of cilia in multiciliated cells (PMID:26644512).,ACCEPT,PMID:26644512 demonstrated that INTU is essential for establishing planar cell polarity by linking NPHP4 to DAAM1 to control the subapical actin network required for proper ciliary orientation in multiciliated cells.,The polarity protein Inturned links NPHP4 to Daam1 to control the subapical actin network in multiciliated cells,PMID:26644512,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0016192,vesicle-mediated transport,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"No evidence supports a direct role in vesicle-mediated transport. This appears to be an incorrect automated annotation, possibly based on superficial similarity to IFT proteins. INTU functions in intraciliary transport, not vesicle transport.",REMOVE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0060271,cilium assembly,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Duplicate of the IBA annotation for cilium assembly. The automated annotation correctly identifies this core function.,ACCEPT,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005737,cytoplasm,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Duplicate of the IBA annotation for cytoplasm. Correctly identifies cytoplasmic localization.,ACCEPT,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005814,centriole,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"INTU localizes to the mother centriole/basal body area. While technically correct, the more specific term ciliary basal body (GO:0036064) better captures INTU localization in the context of ciliogenesis.",MODIFY,,,,GO:0036064:ciliary basal body,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005856,cytoskeleton,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"While INTU interacts with actin cytoskeleton components through DAAM1 and controls the subapical actin network, it is not itself a cytoskeletal protein. This term is too broad; INTU specifically regulates actin organization at the apical cortex.",REMOVE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0009986,cell surface,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,"Some INTU truncations show enhanced membrane association, and INTU may associate with membrane through predicted phosphatidylinositol binding. However, cell surface is too general; apical plasma membrane would be more accurate given INTU functions at the apical cortex.",MODIFY,,,,GO:0016324:apical plasma membrane,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0030030,cell projection organization,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"Cilia are cell projections, and INTU is essential for their organization. However, cilium assembly (GO:0060271) is more specific and informative for INTU function.",MODIFY,,,,GO:0060271:cilium assembly,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0042995,cell projection,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"Too vague for a cellular component term. INTU localizes specifically to ciliary basal bodies, not broadly to cell projections.",MODIFY,,,,GO:0036064:ciliary basal body,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:26644512,The polarity protein Inturned links NPHP4 to Daam1 to control the subapical actin network in multiciliated cells.,,,"This paper shows INTU binds NPHP4 and DAAM1, forming a ternary complex. While protein binding is correct, it is uninformative. INTU functions as a scaffold/adaptor protein linking ciliary and cytoskeletal proteins. A more specific molecular function term would be protein-protein adaptor activity.",MODIFY,"PMID:26644512 demonstrated that INTU functions as an adaptor protein that specifically links the ciliary protein NPHP4 to the actin-regulating protein DAAM1, mediating communication between ciliary and cytoskeletal systems.",The polarity protein Inturned links NPHP4 to Daam1 to control the subapical actin network in multiciliated cells,PMID:26644512,GO:0030674:protein-macromolecule adaptor activity,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:27173435,An organelle-specific protein landscape identifies novel diseases and molecular mechanisms.,,,"Protein interaction study showing INTU interactions. Again, protein binding is too vague. INTU acts as a scaffold in protein complexes.",MODIFY,,,,GO:0030674:protein-macromolecule adaptor activity,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0005515,protein binding,,,IPI,,Experimental,PMID:33961781,Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.,,,Another protein interaction network study. The generic protein binding term should be replaced with the more informative scaffold/adaptor function.,MODIFY,,,,GO:0030674:protein-macromolecule adaptor activity,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0007224,smoothened signaling pathway,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"INTU affects Hedgehog signaling indirectly through its essential role in ciliogenesis. Without cilia, Hh signaling is disrupted. This is a valid annotation but represents an indirect effect.",KEEP_AS_NON_CORE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0007399,nervous system development,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Duplicate of earlier annotation. Too broad; neural tube development is more specific.,MODIFY,,,,GO:0021915:neural tube development,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0008589,regulation of smoothened signaling pathway,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,INTU regulates Hedgehog signaling indirectly through its requirement for ciliogenesis. Valid but represents secondary effect of ciliary dysfunction.,KEEP_AS_NON_CORE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0010839,negative regulation of keratinocyte proliferation,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Tissue-specific consequence of INTU loss affecting hair follicle development through disrupted Hh signaling. Too specific for a general annotation; represents a downstream developmental effect.,KEEP_AS_NON_CORE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0021513,spinal cord dorsal/ventral patterning,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"Neural patterning defects occur in INTU mutants due to disrupted Hedgehog signaling from lack of cilia. This is a downstream developmental consequence, not a core function.",KEEP_AS_NON_CORE,,,,,
Q9ULD6,INTU,NCBITaxon:9606,Homo sapiens,https://www.uniprot.org/uniprotkb/Q9ULD6,../genes/human/INTU/INTU-pathway.html,GO:0021915,neural tube development,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"Neural tube defects are observed in INTU mutants, supported by experimental evidence in multiple species. Valid developmental consequence of ciliary dysfunction.",KEEP_AS_NON_CORE,,,,,
