pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:26269953	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Posttranslational Modifications of the Master Transcriptional Regulator NPR1 Enable Dynamic but Tight Control of Plant Immune Responses.	Cell Host Microbe	2015	3	ARATH/NPR1;ARATH/P93002;ARATH/WRKY70	annotation;reference;supporting_text	True	False	ARATH/NPR1 GO:0003712 transcription coregulator activity [IDA] action=ACCEPT;ARATH/NPR1 GO:0003712 transcription coregulator activity [IMP] action=ACCEPT;ARATH/NPR1 GO:0005515 protein binding [IPI] action=MODIFY;ARATH/NPR1 GO:0005634 nucleus [IDA] action=ACCEPT;ARATH/NPR1 GO:0005737 cytoplasm [IDA] action=ACCEPT;ARATH/NPR1 GO:0009751 response to salicylic acid [IDA] action=ACCEPT;ARATH/NPR1 GO:0009751 response to salicylic acid [IMP] action=ACCEPT;ARATH/NPR1 GO:0016604 nuclear body [IDA] action=ACCEPT;ARATH/NPR1 GO:1900424 regulation of defense response to bacterium [IMP] action=ACCEPT;ARATH/P93002 GO:0003712 transcription coregulator activity [IDA] action=ACCEPT;ARATH/P93002 GO:0003712 transcription coregulator activity [IMP] action=ACCEPT;ARATH/P93002 GO:0005515 protein binding [IPI] action=REMOVE;ARATH/P93002 GO:0005634 nucleus [IDA] action=ACCEPT;ARATH/P93002 GO:0005737 cytoplasm [IDA] action=ACCEPT;ARATH/P93002 GO:0009751 response to salicylic acid [IDA] action=KEEP_AS_NON_CORE;ARATH/P93002 GO:0009751 response to salicylic acid [IMP] action=KEEP_AS_NON_CORE;ARATH/P93002 GO:0016604 nuclear body [IDA] action=ACCEPT;ARATH/P93002 GO:1900424 regulation of defense response to bacterium [IMP] action=ACCEPT;ARATH/WRKY70 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:26302407	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:26419803	26419803	Combined CSL and p53 downregulation promotes cancer-associated fibroblast activation.	Nat Cell Biol	2015	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:26311719	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28209801	28209801	MicroRNA-143 Activation Regulates Smooth Muscle and Endothelial Cell Crosstalk in Pulmonary Arterial Hypertension.	Circ Res	2015	1	human/SMAD3	annotation;reference	True	False	human/SMAD3 GO:0001228 DNA-binding transcription activator activity, RNA polymerase II-specific [IMP] action=ACCEPT;human/SMAD3 GO:1902895 positive regulation of miRNA transcription [IMP] action=KEEP_AS_NON_CORE
PMID:26350504	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26715208	26715208	AAMP Regulates Endothelial Cell Migration and Angiogenesis Through RhoA/Rho Kinase Signaling.	Ann Biomed Eng	2016	1	human/AAMP	annotation;reference;supporting_text	True	False	human/AAMP GO:0051057 positive regulation of small GTPase mediated signal transduction [IMP] action=NEW
PMID:26354865	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:32301983	32301983	Mammalian RAD51 paralogs protect nascent DNA at stalled forks and mediate replication restart.	Nucleic Acids Res	2015	1	human/RAD51C	annotation;reference;supporting_text	True	False	human/RAD51C GO:0000724 double-strand break repair via homologous recombination [NAS] action=ACCEPT;human/RAD51C GO:0031297 replication fork processing [IDA] action=ACCEPT;human/RAD51C GO:0043596 nuclear replication fork [IDA] action=ACCEPT
PMID:26356530	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:26356632;ErratumIn:26539968	26539968	Insulin and mTOR Pathway Regulate HDAC3-Mediated Deacetylation and Activation of PGK1.	PLoS Biol	2015	1	human/PGK1	annotation;reference;supporting_text	True	False	human/PGK1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:26389662	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:26911913	26911913	Systematic proteomics of the VCP-UBXD adaptor network identifies a role for UBXN10 in regulating ciliogenesis.	Nat Cell Biol	2015	2	human/FAF2;human/VCP	annotation;reference;supporting_text	True	False	human/VCP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:26451915	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26820152	26820152	The Autophagy Receptor TAX1BP1 and the Molecular Motor Myosin VI Are Required for Clearance of Salmonella Typhimurium by Autophagy.	PLoS Pathog	2015	1	human/TAX1BP1	annotation;reference;supporting_text	True	False	human/TAX1BP1 GO:0098792 xenophagy [IDA] action=NEW;human/TAX1BP1 GO:0160247 autophagy cargo adaptor activity [IDA] action=NEW
PMID:2661018	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		KAR2, a karyogamy gene, is the yeast homolog of the mammalian BiP/GRP78 gene.	Cell	1989	1	yeast/KAR2	annotation;reference;supporting_text	True	False	yeast/KAR2 GO:0005783 endoplasmic reticulum [IDA] action=ACCEPT
PMID:26613940	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:29196314	29196314	Simultaneous impairment of neuronal and metabolic function of mutated gephyrin in a patient with epileptic encephalopathy.	EMBO Mol Med	2015	1	human/GPHN	annotation;reference;supporting_text	True	False	human/GPHN GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/GPHN GO:0006777 Mo-molybdopterin cofactor biosynthetic process [IDA] action=ACCEPT;human/GPHN GO:0030425 dendrite [IDA] action=KEEP_AS_NON_CORE;human/GPHN GO:0045211 postsynaptic membrane [IDA] action=ACCEPT;human/GPHN GO:0097112 gamma-aminobutyric acid receptor clustering [IDA] action=ACCEPT
PMID:26649818	ERRATUM	ERRATUM	Journal Article	ErratumIn:26760210	26760210	Phosphorylation and linear ubiquitin direct A20 inhibition of inflammation.	Nature	2015	1	mouse/Tnfrsf1a	annotation;reference	True	False	mouse/Tnfrsf1a GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:26783301	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:26975852	26975852	Negative regulation of phosphatidylinositol 3-phosphate levels in early-to-late endosome conversion.	J Cell Biol	2016	3	human/BECN1;human/PIK3C3;worm/bec-1	annotation;reference;supporting_text	True	False	human/BECN1 GO:0005515 protein binding [IPI] action=REMOVE;human/BECN1 GO:0045022 early endosome to late endosome transport [IMP] action=ACCEPT;human/PIK3C3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;worm/bec-1 GO:0005515 protein binding [IPI] action=MODIFY;worm/bec-1 GO:0048284 organelle fusion [IGI] action=MODIFY;worm/bec-1 GO:0048284 organelle fusion [IMP] action=MODIFY;worm/bec-1 GO:0051036 regulation of endosome size [IGI] action=ACCEPT;worm/bec-1 GO:2000643 positive regulation of early endosome to late endosome transport [IGI] action=ACCEPT
PMID:26842564	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:27186651	27186651	Chromatin-associated degradation is defined by UBXN-3/FAF1 to safeguard DNA replication fork progression.	Nat Commun	2016	3	human/VCP;worm/cdc-48;worm/ufd-1	annotation;reference;supporting_text	True	False	human/VCP GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/VCP GO:0005634 nucleus [IDA] action=ACCEPT;worm/cdc-48 GO:0045977 positive regulation of mitotic cell cycle, embryonic [IGI] action=ACCEPT;worm/cdc-48 GO:1905634 regulation of protein localization to chromatin [IGI] action=ACCEPT;worm/ufd-1 GO:1900182 positive regulation of protein localization to nucleus [IMP] action=ACCEPT
PMID:26882497	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:27101248	27101248	Mps1Mph1 Kinase Phosphorylates Mad3 to Inhibit Cdc20Slp1-APC/C and Maintain Spindle Checkpoint Arrests.	PLoS Genet	2016	3	SCHPO/mad2;SCHPO/mph1;SCHPO/slp1	annotation;reference;supporting_text	True	False	SCHPO/mad2 GO:0007094 mitotic spindle assembly checkpoint signaling [IMP] action=ACCEPT;SCHPO/mph1 GO:0004674 protein serine/threonine kinase activity [EXP] action=ACCEPT;SCHPO/mph1 GO:0007094 mitotic spindle assembly checkpoint signaling [IMP] action=ACCEPT;SCHPO/slp1 GO:1990757 ubiquitin ligase activator activity [IDA] action=ACCEPT
PMID:27022092	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Video-Audio Media	ErratumIn:31851327	31851327	G3BP-Caprin1-USP10 complexes mediate stress granule condensation and associate with 40S subunits.	J Cell Biol	2016	1	human/USP10	annotation;reference;supporting_text	True	False	human/USP10 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/USP10 GO:0062030 negative regulation of stress granule assembly [IDA] action=KEEP_AS_NON_CORE;human/USP10 GO:0062030 negative regulation of stress granule assembly [NAS] action=KEEP_AS_NON_CORE;human/USP10 GO:0140678 molecular function inhibitor activity [IDA] action=KEEP_AS_NON_CORE
PMID:27043286	ERRATUM	ERRATUM	Journal Article	ErratumIn:27801679,36787260	27801679;36787260	NLRP3 tyrosine phosphorylation is controlled by protein tyrosine phosphatase PTPN22.	J Clin Invest	2016	2	human/NLRP3;human/PTPN22	annotation;reference;supporting_text	True	False	human/NLRP3 GO:0044546 NLRP3 inflammasome complex assembly [IDA] action=ACCEPT;human/PTPN22 GO:0004725 protein tyrosine phosphatase activity [IDA] action=ACCEPT;human/PTPN22 GO:1900227 positive regulation of NLRP3 inflammasome complex assembly [IDA] action=KEEP_AS_NON_CORE
PMID:27099988	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural	CommentIn:27258801;ErratumIn:28253172	28253172	Dual functions of a small regulatory subunit in the mitochondrial calcium uniporter complex.	Elife	2016	1	human/MICU1	annotation;reference	True	False	human/MICU1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/MICU1 GO:0005743 mitochondrial inner membrane [IMP] action=ACCEPT;human/MICU1 GO:0006851 mitochondrial calcium ion transmembrane transport [IMP] action=ACCEPT;human/MICU1 GO:0051560 mitochondrial calcium ion homeostasis [IMP] action=ACCEPT
PMID:27135603	ERRATUM	ERRATUM	Journal Article	ErratumIn:27434013	27434013	A TRAF-like motif of the inducible costimulator ICOS controls development of germinal center TFH cells via the kinase TBK1.	Nat Immunol	2016	2	human/TBK1;human/TRAF3	annotation;reference	True	False	human/TBK1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/TBK1 GO:0061470 T follicular helper cell differentiation [IDA] action=KEEP_AS_NON_CORE;human/TRAF3 GO:0005515 protein binding [IPI] action=REMOVE
PMID:27158779	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:27211872;ErratumIn:27463398	27463398	The ciliopathy-associated CPLANE proteins direct basal body recruitment of intraflagellar transport machinery.	Nat Genet	2016	1	human/INTU	annotation;reference;supporting_text	True	False	human/INTU GO:0001736 establishment of planar polarity [NAS] action=ACCEPT;human/INTU GO:0005929 cilium [NAS] action=MODIFY;human/INTU GO:0021915 neural tube development [NAS] action=KEEP_AS_NON_CORE;human/INTU GO:0042073 intraciliary transport [NAS] action=MODIFY;human/INTU GO:0042733 embryonic digit morphogenesis [IMP] action=KEEP_AS_NON_CORE;human/INTU GO:0043587 tongue morphogenesis [IMP] action=KEEP_AS_NON_CORE;human/INTU GO:0060021 roof of mouth development [IMP] action=KEEP_AS_NON_CORE;human/INTU GO:1902017 regulation of cilium assembly [NAS] action=MODIFY
PMID:27213289	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28546570	28546570	NANS-mediated synthesis of sialic acid is required for brain and skeletal development.	Nat Genet	2016	1	human/NANS	reference	False	False	
PMID:27226539	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:27591255	27591255	Tail-anchored Protein Insertion in Mammals: FUNCTION AND RECIPROCAL INTERACTIONS OF THE TWO SUBUNITS OF THE TRC40 RECEPTOR.	J Biol Chem	2016	2	human/CAMLG;human/GET1	annotation;reference;supporting_text	True	False	human/CAMLG GO:0071816 tail-anchored membrane protein insertion into ER membrane [IDA] action=ACCEPT;human/GET1 GO:0071816 tail-anchored membrane protein insertion into ER membrane [IDA] action=ACCEPT
PMID:27238082	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:27300428,27302845;ErratumIn:27479035	27479035	Compounds Triggering ER Stress Exert Anti-Melanoma Effects and Overcome BRAF Inhibitor Resistance.	Cancer Cell	2016	1	human/EIF2AK3	annotation;reference	True	False	human/EIF2AK3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:27303730	ERRATUM	ERRATUM	Journal Article	ErratumIn:27471751	27471751	GcsR, a TyrR-Like Enhancer-Binding Protein, Regulates Expression of the Glycine Cleavage System in Pseudomonas aeruginosa PAO1.	mSphere	2016	6	PSEPK/gcvH1;PSEPK/gcvH2;PSEPK/gcvP1;PSEPK/gcvP2;PSEPK/gcvT;PSEPK/gcvT-I	reference	False	False	
PMID:27339894	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:27986869	27986869	Mechanism of 17α,20-Lyase and New Hydroxylation Reactions of Human Cytochrome P450 17A1: 18O LABELING AND OXYGEN SURROGATE EVIDENCE FOR A ROLE OF A PERFERRYL OXYGEN.	J Biol Chem	2016	1	human/CYP17A1	annotation;reference;supporting_text	True	False	human/CYP17A1 GO:0004508 steroid 17-alpha-monooxygenase activity [EXP] action=ACCEPT
PMID:27357749	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:41507252	41507252	An ABA-increased interaction of the PYL6 ABA receptor with MYC2 Transcription Factor: A putative link of ABA and JA signaling.	Sci Rep	2016	1	ARATH/MYC2	annotation;reference	True	False	ARATH/MYC2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;ARATH/MYC2 GO:0005634 nucleus [EXP] action=ACCEPT
PMID:27500492	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:28248207	28248207	Biallelic inactivation of REV7 is associated with Fanconi anemia.	J Clin Invest	2016	1	human/MAD2L2	reference;supporting_text	False	False	
PMID:27562068	ERRATUM	ERRATUM	Journal Article	ErratumIn:28298613	28298613	TRIM17 contributes to autophagy of midbodies while actively sparing other targets from degradation.	J Cell Sci	2016	1	human/TRIM17	annotation;reference;supporting_text	True	False	human/TRIM17 GO:0005737 cytoplasm [EXP] action=ACCEPT;human/TRIM17 GO:0005764 lysosome [EXP] action=ACCEPT;human/TRIM17 GO:0160247 autophagy cargo adaptor activity [IMP] action=NEW
PMID:27601076	ERRATUM	ERRATUM	Adaptive Clinical Trial;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:40925936	40925936	Functional mechanisms underlying pleiotropic risk alleles at the 19p13.1 breast-ovarian cancer susceptibility locus.	Nat Commun	2016	1	human/ABHD8	reference	False	False	
PMID:27605672	ERRATUM	ERRATUM	Journal Article	ErratumIn:29138331	29138331	Mitogen-Activated Protein Kinase Kinase 2, a Novel E2-Interacting Protein, Promotes the Growth of Classical Swine Fever Virus via Attenuation of the JAK-STAT Signaling Pathway.	J Virol	2016	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
PMID:27609517	ERRATUM	ERRATUM	Journal Article	ErratumIn:28283589	28283589	TULA-2 Protein Phosphatase Suppresses Activation of Syk through the GPVI Platelet Receptor for Collagen by Dephosphorylating Tyr(P)346, a Regulatory Site of Syk.	J Biol Chem	2016	1	mouse/Syk	annotation;reference	True	False	mouse/Syk GO:0004713 protein tyrosine kinase activity [IDA] action=ACCEPT;mouse/Syk GO:0038063 collagen-activated tyrosine kinase receptor signaling pathway [IMP] action=ACCEPT;mouse/Syk GO:0042169 SH2 domain binding [IDA] action=MODIFY
PMID:27629921	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:27841275	27841275	IL-13Rα2 uses TMEM219 in chitinase 3-like-1-induced signalling and effector responses.	Nat Commun	2016	1	human/IL13	annotation;reference;supporting_text	True	False	human/IL13 GO:0005515 protein binding [IPI] action=MODIFY
PMID:27684068	ERRATUM	ERRATUM	Journal Article	ErratumIn:27824945	27824945	Deficiency of Interleukin-15 Confers Resistance to Obesity by Diminishing Inflammation and Enhancing the Thermogenic Function of Adipose Tissues.	PLoS One	2016	1	human/IL15	annotation;reference;supporting_text	True	False	human/IL15 GO:0120163 negative regulation of cold-induced thermogenesis [ISS] action=KEEP_AS_NON_CORE
PMID:27693233	ERRATUM	ERRATUM	Case Reports;Journal Article	ErratumIn:27912046	27912046	Recurrent De Novo Dominant Mutations in SLC25A4 Cause Severe Early-Onset Mitochondrial Disease and Loss of Mitochondrial DNA Copy Number.	Am J Hum Genet	2016	1	human/SLC25A4	annotation;reference;supporting_text	True	False	human/SLC25A4 GO:0015866 ADP transport [IMP] action=ACCEPT
PMID:27893700	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28323263	28323263	Trans-presentation of IL-6 by dendritic cells is required for the priming of pathogenic TH17 cells.	Nat Immunol	2017	3	human/JAK1;human/SOCS3;human/STAT3	annotation;reference;supporting_text	True	False	human/JAK1 GO:0072540 T-helper 17 cell lineage commitment [TAS] action=KEEP_AS_NON_CORE;human/SOCS3 GO:0072540 T-helper 17 cell lineage commitment [TAS] action=KEEP_AS_NON_CORE;human/STAT3 GO:0072540 T-helper 17 cell lineage commitment [ISS] action=KEEP_AS_NON_CORE
PMID:28007894	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:28196911;ErratumIn:29545456	29545456	The pseudophosphatase STYX targets the F-box of FBXW7 and inhibits SCFFBXW7 function.	EMBO J	2017	2	human/FBXW7;human/MYC	annotation;reference;supporting_text	True	False	human/FBXW7 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/FBXW7 GO:0005634 nucleus [IDA] action=ACCEPT;human/FBXW7 GO:0005737 cytoplasm [EXP] action=ACCEPT;human/FBXW7 GO:0019005 SCF ubiquitin ligase complex [IDA] action=ACCEPT;human/FBXW7 GO:0031146 SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [IMP] action=ACCEPT;human/MYC GO:0005515 protein binding [IPI] action=REMOVE
PMID:28046066	ERRATUM	ERRATUM	Journal Article	ErratumIn:28231270	28231270	HTLV-1 bZIP Factor Enhances T-Cell Proliferation by Impeding the Suppressive Signaling of Co-inhibitory Receptors.	PLoS Pathog	2017	1	human/PTPN11	annotation;reference	True	False	human/PTPN11 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
