AC	Gene name	PTHR 	Family name	Notes	Action annotation reviewer	GO term added 	PAINT 	Pascale/Li/Marc comments	Lost in Panther 19
P22794	EVI2A	PTHR15568	ecotropic viral integration site 2a pthr15568						#N/A
P27469	G0S2	PTHR15570	g0/g1 switch protein 2 pthr15570						#N/A
P57678	GEMIN4	PTHR15571	gem-associated protein 4 pthr15571						#N/A
Q6AI39	BICRAL	PTHR15572	glioma tumor suppressor candidate region gene 1 pthr15572						#N/A
Q9NZM4	BICRA	PTHR15572	glioma tumor suppressor candidate region gene 1 pthr15572						#N/A
Q9UJ42	GPR160	PTHR15573	g-protein coupled receptor 160-related pthr15573						#N/A
P0C7V8	DCAF8L2	PTHR15574	wd repeat domain-containing family pthr15574						#N/A
Q8N5D0	WDTC1	PTHR15574	wd repeat domain-containing family pthr15574						#N/A
Q5TAQ9	DCAF8	PTHR15574	wd repeat domain-containing family pthr15574						#N/A
Q96JK2	DCAF5	PTHR15574	wd repeat domain-containing family pthr15574						#N/A
A6NGE4	DCAF8L1	PTHR15574	wd repeat domain-containing family pthr15574						#N/A
Q5VUA4	ZNF318	PTHR15577	zinc finger containing protein pthr15577						#N/A
Q13352	ITGB3BP	PTHR15581	centromere protein r pthr15581						#N/A
P56277	CMC4	PTHR15590	cx9c motif-containing protein 4 pthr15590						#N/A
Q8N2Y8	RUSC2	PTHR15591	run and sh3 domain containing pthr15591						#N/A
Q9BVN2	RUSC1	PTHR15591	run and sh3 domain containing pthr15591						#N/A
Q9NZ53	PODXL2	PTHR15594	podocalyxin-like protein 2 pthr15594						#N/A
Q6P2E9	EDC4	PTHR15598	enhancer of mrna-decapping protein 4 pthr15598						#N/A
Q9UHP6	RSPH14	PTHR15599	rtdr1 pthr15599						#N/A
Q9Y6X1	SERP1	PTHR15601	stress associated endoplasmic reticulum protein  serp1/ramp4 pthr15601						#N/A
Q8N6R1	SERP2	PTHR15601	stress associated endoplasmic reticulum protein  serp1/ramp4 pthr15601						#N/A
Q6ZN28	MACC1	PTHR15603	sh3 domain-containing protein pthr15603						#N/A
Q9P0V3	SH3BP4	PTHR15603	sh3 domain-containing protein pthr15603						#N/A
Q92845	KIFAP3	PTHR15605	kinesin-associated proteins pthr15605						#N/A
O75937	DNAJC8	PTHR15606	dnaj homolog subfamily c member 8/lipopolysaccharide specific response-7-related pthr15606						#N/A
Q5T4T6	SYCP2L	PTHR15607	synaptonemal complex protein-related pthr15607						#N/A
Q9BX26	SYCP2	PTHR15607	synaptonemal complex protein-related pthr15607						#N/A
Q5TGY3	AHDC1	PTHR15617	uncharacterized pthr15617						#N/A
Q9NYS7	WSB2	PTHR15622	wd40 repeat protein pthr15622						#N/A
Q9Y6I7	WSB1	PTHR15622	wd40 repeat protein pthr15622						#N/A
Q9NUQ6	SPATS2L	PTHR15623	spermatogenesis-associated serine-rich protein 2-related pthr15623						#N/A
Q86XZ4	SPATS2	PTHR15623	spermatogenesis-associated serine-rich protein 2-related pthr15623						#N/A
Q9GZM5	YIPF3	PTHR15627	natural killer cell-specific antigen klip1 pthr15627						#N/A
Q9H8H0	NOL11	PTHR15633	uncharacterized pthr15633						#N/A
Q9Y3X0	CCDC9	PTHR15635	coiled-coil domain containing protein 9 pthr15635						#N/A
Q6ZUT6	CCDC9B	PTHR15635	coiled-coil domain containing protein 9 pthr15635						#N/A
Q9Y2R0	COA3	PTHR15642	cytochrome c oxidase assembly factor 3, mitochondrial pthr15642						#N/A
Q86WC4	OSTM1	PTHR15644	osteopetrosis associated transmembrane protein 1 pthr15644						#N/A
Q9GZY6	LAT2	PTHR15646	linker for activation of t-cells family member 2 pthr15646						#N/A
Q8IUR7	ARMC8	PTHR15651	armadillo repeat-containing protein 8 pthr15651						#N/A
Q9H0I3	CFAP263	PTHR15654	uncharacterized pthr15654						#N/A
Q2M329	CFAP184	PTHR15654	uncharacterized pthr15654						#N/A
Q9P031	CCDC59	PTHR15657	uncharacterized pthr15657						#N/A
Q9NWV8	BABAM1	PTHR15660	uncharacterized pthr15660						#N/A
Q9P000	COMMD9	PTHR15663	comm domain-containing protein 9 pthr15663						#N/A
Q96A57	TMEM230	PTHR15664	c20orf30 protein pthr15664						#N/A
Q2TB18	ASTE1	PTHR15665	asteroid protein pthr15665						#N/A
Q9GZQ3	COMMD5	PTHR15666	comm domain containing protein 5 pthr15666						#N/A
Q3KRB8	ARHGAP11B	PTHR15670	rho gtpase activating protein 11a pthr15670						#N/A
A0A499FJF3	A0A499FJF3	PTHR15670	rho gtpase activating protein 11a pthr15670						#N/A
Q9Y2K5	R3HDM2	PTHR15672	camp-regulated phosphoprotein 21 related r3h domain containing protein pthr15672						#N/A
Q15032	R3HDM1	PTHR15672	camp-regulated phosphoprotein 21 related r3h domain containing protein pthr15672						#N/A
Q9UBL0	ARPP21	PTHR15672	camp-regulated phosphoprotein 21 related r3h domain containing protein pthr15672						#N/A
Q15051	IQCB1	PTHR15673	iq calmodulin-binding motif containing protein 1 pthr15673						#N/A
Q14667	BLTP2	PTHR15678	antigen mlaa-22-related pthr15678						#N/A
Q15013	MAD2L1BP	PTHR15681	mad2l1-binding protein pthr15681						#N/A
Q14146	URB2	PTHR15682	unhealthy ribosome biogenesis protein 2 homolog pthr15682						#N/A
Q12768	WASHC5	PTHR15691	wash complex subunit 5 pthr15691						#N/A
Q96FC7	PHYHIPL	PTHR15698	protein cbg15099 pthr15698						#N/A
Q92561	PHYHIP	PTHR15698	protein cbg15099 pthr15698						#N/A
Q6PGP7	SKIC3	PTHR15704	superkiller 3 protein-related pthr15704						#N/A
Q6ZU52	KIAA0408	PTHR15705	mcg7194, isoform cra_a pthr15705						#N/A
O43164	PJA2	PTHR15710	e3 ubiquitin-protein ligase praja pthr15710						#N/A
Q8NG27	PJA1	PTHR15710	e3 ubiquitin-protein ligase praja pthr15710						#N/A
Q9P291	ARMCX1	PTHR15712	armadillo repeat containing protein pthr15712		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15712
Q7L311	ARMCX2	PTHR15712	armadillo repeat containing protein pthr15712		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15712
Q7L4S7	ARMCX6	PTHR15712	armadillo repeat containing protein pthr15712		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15712
Q9UH62	ARMCX3	PTHR15712	armadillo repeat containing protein pthr15712		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15712
Q8N2F6	ARMC10	PTHR15712	armadillo repeat containing protein pthr15712		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15712
Q5SW79	CEP170	PTHR15715	centrosomal protein of 170 kda pthr15715						#N/A
Q96JN2	CCDC136	PTHR15715	centrosomal protein of 170 kda pthr15715						#N/A
Q9Y4F5	CEP170B	PTHR15715	centrosomal protein of 170 kda pthr15715						#N/A
Q14BN4	SLMAP	PTHR15715	centrosomal protein of 170 kda pthr15715						#N/A
O75071	EFCAB14	PTHR15717	protein kiaa0494 pthr15717						#N/A
Q6ZVF9	GPRIN3	PTHR15718	uncharacterized pthr15718						#N/A
Q7Z2K8	GPRIN1	PTHR15718	uncharacterized pthr15718						#N/A
O60269	GPRIN2	PTHR15718	uncharacterized pthr15718						#N/A
Q9C091	GREB1L	PTHR15720	greb1-related pthr15720						#N/A
Q4ZG55	GREB1	PTHR15720	greb1-related pthr15720						#N/A
Q9BVV6	KIAA0586	PTHR15721	kiaa0586 protein pthr15721						#N/A
Q96RY7	IFT140	PTHR15722	ift140/172-related pthr15722						#N/A
Q9UG01	IFT172	PTHR15722	ift140/172-related pthr15722						#N/A
Q5T8A7	PPP1R26	PTHR15724	uncharacterized pthr15724						#N/A
O75152	ZC3H11A	PTHR15725	zn-finger, c-x8-c-x5-c-x3-h type-containing pthr15725		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15725
Q8NA57	C12orf50	PTHR15725	zn-finger, c-x8-c-x5-c-x3-h type-containing pthr15725		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15725
A0A1B0GTU1	ZC3H11B	PTHR15725	zn-finger, c-x8-c-x5-c-x3-h type-containing pthr15725		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15725
Q86YS3	RAB11FIP4	PTHR15726	rab11-family interacting protein pthr15726						#N/A
O75154	RAB11FIP3	PTHR15726	rab11-family interacting protein pthr15726						#N/A
Q504Q3	PAN2	PTHR15728	deadenylation complex catalytic subunit pan2 pthr15728						#N/A
Q2KHM9	KIAA0753	PTHR15732	uncharacterized pthr15732						#N/A
Q96RU3	FNBP1	PTHR15735	fch and double sh3 domains protein pthr15735						#N/A
O94868	FCHSD2	PTHR15735	fch and double sh3 domains protein pthr15735						#N/A
Q86WN1	FCHSD1	PTHR15735	fch and double sh3 domains protein pthr15735						#N/A
Q15642	TRIP10	PTHR15735	fch and double sh3 domains protein pthr15735						#N/A
Q5T0N5	FNBP1L	PTHR15735	fch and double sh3 domains protein pthr15735						#N/A
Q86XD5	FAM131B	PTHR15736	protein fam131b-related pthr15736						#N/A
Q96AQ9	FAM131C	PTHR15736	protein fam131b-related pthr15736						#N/A
Q70YC5	ZNF365	PTHR15739	zinc finger protein pthr15739						#N/A
Q8TF61	FBXO41	PTHR15739	zinc finger protein pthr15739						#N/A
Q6IQ32	ADNP2	PTHR15740	neuroprotective peptide-containing protein pthr15740						#N/A
Q9H2P0	ADNP	PTHR15740	neuroprotective peptide-containing protein pthr15740						#N/A
Q5TF21	MTCL3	PTHR15742	uncharacterized pthr15742						#N/A
O94964	MTCL2	PTHR15742	uncharacterized pthr15742						#N/A
Q7L804	RAB11FIP2	PTHR15746	rab11-related pthr15746						#N/A
Q9BXF6	RAB11FIP5	PTHR15746	rab11-related pthr15746						#N/A
Q6WKZ4	RAB11FIP1	PTHR15746	rab11-related pthr15746						#N/A
Q86V25	VASH2	PTHR15750	vasohibin-1-like isoform x2 pthr15750						#N/A
Q7L8A9	VASH1	PTHR15750	vasohibin-1-like isoform x2 pthr15750						#N/A
Q96HP8	TMEM176A	PTHR15756	lr8/hca112 pthr15756		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15756
Q3YBM2	TMEM176B	PTHR15756	lr8/hca112 pthr15756		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15756
Q9BXK5	BCL2L13	PTHR15758	bcl-2-like protein 13 pthr15758						#N/A
Q9H7C9	AAMDC	PTHR15811	mth938 domain-containing protein pthr15811						#N/A
Q6UXA7	C6orf15	PTHR15817	stg protein pthr15817						#N/A
Q92917	GPKOW	PTHR15818	g patch and kow-containing pthr15818						#N/A
Q10571	MN1	PTHR15821	protein mn1 pthr15821						#N/A
P61960	UFM1	PTHR15825	ubiquitin-fold modifier 1 pthr15825						#N/A
Q9BW66	CINP	PTHR15827	cyclin-dependent kinase 2-interacting protein pthr15827						#N/A
Q9Y4F9	RIPOR2	PTHR15829	protein kinase pkn/prk1, effector pthr15829						#N/A
Q96MK2	RIPOR3	PTHR15829	protein kinase pkn/prk1, effector pthr15829						#N/A
Q6ZS17	RIPOR1	PTHR15829	protein kinase pkn/prk1, effector pthr15829						#N/A
Q6ZV89	SH2D5	PTHR15832	shc (src homology domain c-terminal) adaptor homolog pthr15832						#N/A
Q86WB0	ZC3HC1	PTHR15835	nuclear-interacting partner of alk pthr15835						#N/A
Q8NEY8	PPHLN1	PTHR15836	periphilin 1 pthr15836						#N/A
Q9Y3C4	TPRKB	PTHR15840	cgi-121 family member pthr15840						#N/A
Q9Y2M2	SSUH2	PTHR15852	plastid transcriptionally active protein pthr15852						#N/A
Q8WY91	THAP4	PTHR15854	thap4 protein pthr15854						#N/A
A8MW92	PHF20L1	PTHR15856	phd finger protein 20-related pthr15856						#N/A
Q9BVI0	PHF20	PTHR15856	phd finger protein 20-related pthr15856						#N/A
Q86X83	COMMD2	PTHR15857	comm domain containing protein 2 pthr15857						#N/A
Q9Y5U9	IER3IP1	PTHR15858	uncharacterized pthr15858						#N/A
Q9Y597	KCTD3	PTHR15859	seta binding protein 1 pthr15859						#N/A
Q8TBC3	SHKBP1	PTHR15859	seta binding protein 1 pthr15859						#N/A
Q9UK00	C3orf18	PTHR15868	similar to riken cdna 6430571l13 gene, similar to g20 protein pthr15868						#N/A
Q9ULC0	EMCN	PTHR15869	endomucin-related pthr15869						#N/A
Q53GL0	PLEKHO1	PTHR15871	ph domain-containing protein pthr15871						#N/A
Q8TD55	PLEKHO2	PTHR15871	ph domain-containing protein pthr15871						#N/A
Q6PGQ1	DRICH1	PTHR15880	aspartate-rich protein 1 pthr15880						#N/A
Q8WU39	MZB1	PTHR15881	marginal zone b- and b1-cell-specific protein pthr15881						#N/A
Q6PII3	CCDC174	PTHR15885	uncharacterized pthr15885						#N/A
Q5SWH9	TMEM69	PTHR15887	transmembrane protein 69 pthr15887						#N/A
Q9BZE1	MRPL37	PTHR15889	mitochondrial ribosomal protein l37 pthr15889						#N/A
Q8TCC3	MRPL30	PTHR15892	mitochondrial ribosomal protein l30 pthr15892						#N/A
Q5VY09	IER5	PTHR15895	immediate early response gene pthr15895						#N/A
Q9BTL4	IER2	PTHR15895	immediate early response gene pthr15895						#N/A
Q6P4E1	GOLM2	PTHR15896	golgi phosphoprotein 2/gp73-related pthr15896						#N/A
Q8NBJ4	GOLM1	PTHR15896	golgi phosphoprotein 2/gp73-related pthr15896						#N/A
Q9P2S6	ANKMY1	PTHR15897	ankyrin repeat and mynd domain protein 1 pthr15897						#N/A
Q9P2T0	SPMAP2	PTHR15901	testicular haploid expressed gene protein pthr15901						#N/A
Q9NPD7	NRN1	PTHR15902	neuritin-related pthr15902						#N/A
Q496H8	NRN1L	PTHR15902	neuritin-related pthr15902						#N/A
O94988	FAM13A	PTHR15904	fam13 pthr15904						#N/A
Q8NE31	FAM13C	PTHR15904	fam13 pthr15904						#N/A
Q9NYF5	FAM13B	PTHR15904	fam13 pthr15904						#N/A
Q6UWH4	GASK1B	PTHR15905	golgi-associated kinase 1b-related pthr15905						#N/A
Q9UFP1	GASK1A	PTHR15905	golgi-associated kinase 1b-related pthr15905						#N/A
Q9NZF1	PLAC8	PTHR15907	duf614 family protein-related pthr15907						#N/A
Q9BYD5	CNFN	PTHR15907	duf614 family protein-related pthr15907						#N/A
Q9NZE8	MRPL35	PTHR15909	39s ribosomal protein l35, mitochondrial pthr15909						#N/A
Q9NZD4	AHSP	PTHR15914	alpha-hemoglobin-stabilizing protein pthr15914						#N/A
Q569H4	PRR16	PTHR15917	family not named pthr15917						#N/A
Q2T9L4	INSYN1	PTHR15917	family not named pthr15917						#N/A
Q9NYF0	DACT1	PTHR15919	dapper-related pthr15919						#N/A
Q96B18	DACT3	PTHR15919	dapper-related pthr15919						#N/A
Q5SW24	DACT2	PTHR15919	dapper-related pthr15919						#N/A
Q86X29	LSR	PTHR15923	transmembrane and immunoglobulin domain-containing protein pthr15923						#N/A
Q71H61	ILDR2	PTHR15923	transmembrane and immunoglobulin domain-containing protein pthr15923						#N/A
Q9Y3D9	MRPS23	PTHR15925	mitochondrial ribosomal protein s23 pthr15925						#N/A
Q6UW56	ATRAID	PTHR15926	all-trans retinoic acid-induced differentiation factor pthr15926						#N/A
Q96BY9	SARAF	PTHR15929	uncharacterized pthr15929						#N/A
Q9UH90	FBXO40	PTHR15933	protein cbg16327 pthr15933						#N/A
Q8TB52	FBXO30	PTHR15933	protein cbg16327 pthr15933						#N/A
Q9NS93	TM7SF3	PTHR15937	transmembrane 7 superfamily member 3 pthr15937						#N/A
Q9NPF7	IL23A	PTHR15947	sgrf pthr15947						#N/A
Q9Y6I9	TEX264	PTHR15949	testis-expressed protein 264 pthr15949						#N/A
A8MV65	VGLL3	PTHR15950	transcription cofactor vestigial-like protein pthr15950						#N/A
Q8N8G2	VGLL2	PTHR15950	transcription cofactor vestigial-like protein pthr15950						#N/A
Q99990	VGLL1	PTHR15950	transcription cofactor vestigial-like protein pthr15950						#N/A
Q6PIZ9	TRAT1	PTHR15951	t-cell receptor-associated transmembrane adapter 1 pthr15951						#N/A
Q9ULZ1	APLN	PTHR15953	apelin pthr15953						#N/A
Q9UID3	VPS51	PTHR15954	uncharacterized pthr15954						#N/A
Q9Y3V2	RWDD3	PTHR15955	rwd domain containing protein 2 pthr15955		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15955
Q9UIY3	RWDD2A	PTHR15955	rwd domain containing protein 2 pthr15955		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15955
P57060	RWDD2B	PTHR15955	rwd domain containing protein 2 pthr15955		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15955
Q9P2W9	STX18	PTHR15959	syntaxin-18 pthr15959						#N/A
Q9NYK6	EURL	PTHR15961	protein eurl homolog pthr15961						#N/A
Q7LC44	ARC	PTHR15962	activity-regulated cytoskeleton-associated protein pthr15962		IGNORE - Lost in Panther19		Will be done by Marc		PTHR15962
Q7Z6J2	TAMALIN	PTHR15963	general receptor for phosphoinositides 1-associated scaffold protein-related pthr15963						#N/A
O60759	CYTIP	PTHR15963	general receptor for phosphoinositides 1-associated scaffold protein-related pthr15963						#N/A
Q56P03	EAPP	PTHR15967	uncharacterized pthr15967						#N/A
Q9NRR1	CYTL1	PTHR15974	cytokine-like protein 1 pthr15974						#N/A
Q9UKZ1	CNOT11	PTHR15975	uncharacterized pthr15975						#N/A
Q9NZB2	FAM120A	PTHR15976	constitutive coactivator of peroxisome proliferator-activated receptor gamma pthr15976						#N/A
Q9NX05	FAM120C	PTHR15976	constitutive coactivator of peroxisome proliferator-activated receptor gamma pthr15976						#N/A
Q96EK7	FAM120B	PTHR15976	constitutive coactivator of peroxisome proliferator-activated receptor gamma pthr15976						#N/A
Q8IYW2	CFAP46	PTHR15977	cilia- and flagella-associated protein 46 pthr15977						#N/A
Q9HBM0	VEZT	PTHR15989	vezatin pthr15989						#N/A
Q9BXL5	HEMGN	PTHR15993	hemogen pthr15993						#N/A
Q9H900	ZWILCH	PTHR15995	protein zwilch homolog pthr15995						#N/A
Q16206	ENOX2	PTHR16001	ecto-nox disulfide-thiol exchanger pthr16001						#N/A
Q9NWD8	TMEM248	PTHR16002	transmembrane protein 248-like pthr16002						#N/A
Q86XT9	TMEM219	PTHR16002	transmembrane protein 248-like pthr16002						#N/A
Q9NWC5	TMEM45A	PTHR16007	epididymal membrane protein e9-related pthr16007						#N/A
Q96B21	TMEM45B	PTHR16007	epididymal membrane protein e9-related pthr16007						#N/A
Q9UKT5	FBXO4	PTHR16008	f-box only protein 4 pthr16008						#N/A
Q9NWB7	IFT57	PTHR16011	ift57/hippi pthr16011						#N/A
Q9NW97	TMEM51	PTHR16015	transmembrane protein 51 pthr16015						#N/A
Q9NW82	WDR70	PTHR16017	gastrulation defective protein 1-related pthr16017						#N/A
Q9NW68	BSDC1	PTHR16019	synapse-associated protein pthr16019						#N/A
Q96A49	SYAP1	PTHR16019	synapse-associated protein pthr16019						#N/A
Q96F05	C11orf24	PTHR16021	mansc domain containing protein 1 pthr16021						#N/A
Q9H8J5	MANSC1	PTHR16021	mansc domain containing protein 1 pthr16021						#N/A
Q8WVS4	DYNC2I1	PTHR16022	wd repeat domain 60 pthr16022						#N/A
Q08AM6	VAC14	PTHR16023	tax1 binding protein-related pthr16023						#N/A
Q5GH73	XKR6	PTHR16024	xk-related protein pthr16024						#N/A
Q5GH76	XKR4	PTHR16024	xk-related protein pthr16024						#N/A
Q5GH72	XKR7	PTHR16024	xk-related protein pthr16024						#N/A
Q5GH70	XKR9	PTHR16024	xk-related protein pthr16024						#N/A
Q6UX68	XKR5	PTHR16024	xk-related protein pthr16024						#N/A
Q9H6D3	XKR8	PTHR16024	xk-related protein pthr16024						#N/A
Q9NQ79	CRTAC1	PTHR16026	cartilage acidic protein 1 pthr16026						#N/A
Q86YD7	FAM90A1	PTHR16035	protein fam90a1 pthr16035						#N/A
Q9H8Y5	ANKZF1	PTHR16036	ankyrin repeat and zinc finger domain-containing protein 1 pthr16036						#N/A
Q6RFH5	WDR74	PTHR16038	nop seven associated protein 1 pthr16038						#N/A
Q9NVX0	HAUS2	PTHR16039	haus augmin-like complex subunit 2 pthr16039						#N/A
Q53HL2	CDCA8	PTHR16040	australin, isoform a-related pthr16040						#N/A
Q8IX21	SLF2	PTHR16046	smc5-smc6 complex localization factor 2 pthr16046						#N/A
Q4KMZ1	IQCC	PTHR16049	iq domain-containing protein c pthr16049						#N/A
Q9NVR7	TBCCD1	PTHR16052	uncharacterized pthr16052						#N/A
Q9NVR2	INTS10	PTHR16055	uncharacterized pthr16055						#N/A
Q9NXF1	TEX10	PTHR16056	regulator of microtubule dynamics protein pthr16056						#N/A
Q8NG48	LINS1	PTHR16057	wins1, 2 protein pthr16057						#N/A
Q9NVP4	DZANK1	PTHR16058	double zinc ribbon and ankyrin repeat-containing protein 1 pthr16058						#N/A
Q9P203	BTBD7	PTHR16064	btb  poz  domain containing 7 pthr16064						#N/A
Q9NVL8	CCDC198	PTHR16065	coiled-coil domain containing 198 pthr16065						#N/A
Q8WU58	FAM222B	PTHR16070	uncharacterized pthr16070						#N/A
Q9NSG2	FIRRM	PTHR16071	chromosome 1 open reading frame 112 pthr16071						#N/A
Q8IWZ6	BBS7	PTHR16074	bardet-biedl syndrome 7 protein pthr16074						#N/A
Q8WWK9	CKAP2	PTHR16076	cytoskeleton associated protein 2-related pthr16076						#N/A
Q9NVE4	CCDC87	PTHR16078	coiled-coil domain-containing protein 87 pthr16078						#N/A
Q9H8Y1	VRTN	PTHR16081	vertnin pthr16081						#N/A
Q9H0R1	AP5M1	PTHR16082	ap-5 complex subunit mu-1 pthr16082						#N/A
Q8TCA0	LRRC20	PTHR16083	leucine rich repeat containing protein pthr16083						#N/A
