organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
human	AP3B2	IPR002553	GO:0006886	intracellular protein transport	ACCEPT	no		This annotation accurately reflects AP-3 function. AP-3 complexes mediate the recruitment of clathrin to membranes and recognition of sorting signals in cargo proteins for intracellular transport to lysosomes and lysosome-related organelles.
human	AP3B2	IPR002553,IPR026739,IPR026740	GO:0016192	vesicle-mediated transport	ACCEPT	no		Same term as IBA annotation above; both are valid annotations from different evidence sources. The IEA annotation correctly infers vesicle-mediated transport function from the conserved adaptor protein domains.
human	AP3B2	IPR002553	GO:0030117	membrane coat	ACCEPT	no		AP-3 functions as a membrane coat protein complex. The beta3 subunit contains domains characteristic of coat proteins including the clathrin/coatomer adaptor-like N-terminal domain. The original beta-NAP paper explicitly describes it as a vesicle coat protein.
human	AP3B2	IPR026740	GO:0030123	AP-3 adaptor complex	ACCEPT	no		This is a core annotation for AP3B2. The protein is definitionally a component of the AP-3 adaptor complex, serving as one of the four subunits (delta, beta, mu, sigma) of the heterotetrameric complex. UniProt and all structural/functional studies confirm this.
human	AP4B1	IPR002553,IPR015151	GO:0006886	intracellular protein transport	ACCEPT	no		Intracellular protein transport is a well-supported function of AP-4. The complex sorts cargo proteins including ATG9A from TGN to endosomes. This is an appropriate level of specificity for an IEA annotation.
human	AP4B1	IPR002553,IPR015151,IPR026739	GO:0016192	vesicle-mediated transport	ACCEPT	no		This is the same term as the IBA annotation but with IEA evidence from InterPro. Both annotations are valid - the IEA provides domain-based evidence while IBA provides phylogenetic evidence. Vesicle-mediated transport is a well-established core function.
human	AP4B1	IPR002553	GO:0030117	membrane coat	ACCEPT	no		AP-4 functions as a membrane coat complex on TGN-derived vesicles. The beta4 subunit is an integral component of this coat.
human	AP4B1	IPR015151	GO:0030131	clathrin adaptor complex	REMOVE	yes		"This annotation is incorrect and should be removed. AP-4 forms a non-clathrin coat and does not function as a clathrin adaptor complex. The GO term GO:0030124 (AP-4 adaptor complex) definition itself states ""it is not clear whether AP-4 forms clathrin coats in vivo."" Multiple primary sources explicitly describe AP-4 as non-clathrin-associated. The InterPro domain mapping is too broad and fails to capture this critical distinction."
human	AP4B1	IPR016342	GO:0030276	clathrin binding	REMOVE	yes		This annotation should be removed. AP-4 is a clathrin-independent adaptor complex and there is no evidence that AP4B1 binds clathrin. The InterPro domain family (IPR016342) includes beta subunits from multiple adaptor complexes, but AP-4 specifically is clathrin-independent.
human	APBB1	IPR039576	GO:0001540	amyloid-beta binding	ACCEPT	no		This IEA annotation correctly captures the APP-binding function of Fe65 based on InterPro domain analysis. The PTB domains in Fe65 are recognized as APP-binding domains. Consistent with the IBA annotation.
human	APLP1	IPR011178,IPR036669	GO:0046914	transition metal ion binding	KEEP_AS_NON_CORE	yes		Zinc and copper are transition metals; UniProt notes binding in the extracellular domain.
human	APP	IPR011178,IPR036669	GO:0046914	transition metal ion binding	ACCEPT	no		Core function of APP. Well documented.
human	ARCN1	IPR027059	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	ACCEPT	no		This annotation is correct and represents ARCN1's primary biological process function. Although it duplicates the IBA annotation with GO:0006890, having multiple lines of evidence (IBA and IEA from InterPro) is acceptable and reinforces the annotation. The InterPro domain IPR027059 (Coatomer delta subunit) correctly maps to retrograde transport function.
human	ARCN1	IPR027059	GO:0030126	COPI vesicle coat	ACCEPT	no		This annotation is correct and represents ARCN1's core cellular component identity. The InterPro domain IPR027059 (Coatomer delta subunit) correctly maps to COPI vesicle coat. While this duplicates the IBA annotation, having multiple evidence codes strengthens the annotation confidence. ARCN1 is definitively a core structural component of the COPI coat.
human	AREL1	IPR000569,IPR035983	GO:0004842	ubiquitin-protein transferase activity	MODIFY	yes	GO:0061630 ubiquitin protein ligase activity	GO:0061630 captures the specific ubiquitin protein ligase activity of AREL1.
human	ARF1	IPR006689,IPR045872	GO:0003924	GTPase activity	ACCEPT	no		The GTP/GDP cycle is the core molecular function of ARF1. GTP binding promotes membrane/effector engagement and GTP hydrolysis, stimulated by ARFGAPs and coatomer, drives coat disassembly.
human	ARIH1	IPR031127	GO:0004842	ubiquitin-protein transferase activity	ACCEPT	no		ubiquitin-protein transferase activity is a core ARIH1 function: ARIH1/HHARI is an RBR E3 that transfers ubiquitin from an E2 enzyme through its catalytic cysteine to substrates.
human	ARIH1	IPR002867	GO:0008270	zinc ion binding	ACCEPT	no		ARIH1 contains RING/IBR/RING zinc-finger domains required for its RBR E3 mechanism, so zinc ion binding is supported.
human	ARIH1	IPR018957	GO:0046872	metal ion binding	MODIFY	yes	GO:0008270 zinc ion binding	Specific zinc-binding domains are known; the generic metal ion binding term is less informative.
human	ARL6	IPR006689,IPR041839	GO:0003924	GTPase activity	ACCEPT	no		Consistent with the Arf-family GTPase identity (UniProt; PDB 2H57). The Q73L hydrolysis-deficient variant studies confirm a hydrolyzable GTPase. Core MF.
human	ARL6	IPR005225,IPR006689,IPR024156	GO:0005525	GTP binding	ACCEPT	no		Core molecular function, independently supported by structure and biochemistry.
human	ARL8A	IPR006689,IPR044154	GO:0003924	GTPase activity	ACCEPT	no		ARL8A is a small GTPase that cycles between GDP-bound and GTP-bound states, and structural/biochemical literature supports nucleotide-bound ARL8 family function. The NAS/IEA evidence is broad but biologically correct for this protein family.
human	ARL8A	IPR005225,IPR006689,IPR044154	GO:0005525	GTP binding	ACCEPT	no		ARL8A is a small GTPase that cycles between GDP-bound and GTP-bound states, and structural/biochemical literature supports nucleotide-bound ARL8 family function. The NAS/IEA evidence is broad but biologically correct for this protein family.
human	ARL8A	IPR044154	GO:0015031	protein transport	MODIFY	yes	GO:0032418 lysosome localization	ARL8A regulates lysosome/endolysosome positioning and movement along microtubules rather than protein transport as a generic cargo class. The better process-level assertion is lysosome localization, which captures the positioning/motility role without implying direct protein-cargo transport.
human	ARL8B	IPR006689,IPR044154	GO:0003924	GTPase activity	ACCEPT	no		GTP binding/hydrolysis and small G-protein switching are core molecular features of ARL8B that underlie effector recruitment on endolysosomal membranes.
human	ARL8B	IPR005225,IPR006689,IPR044154	GO:0005525	GTP binding	ACCEPT	no		GTP binding/hydrolysis and small G-protein switching are core molecular features of ARL8B that underlie effector recruitment on endolysosomal membranes.
human	ARL8B	IPR044154	GO:0015031	protein transport	MARK_AS_OVER_ANNOTATED	yes		ARL8B evidence supports lysosome positioning and specific late-endosome/phagosome/autophagosome-to-lysosome traffic rather than generic protein transport; the more specific lysosome localization and late endosome-to-lysosome transport annotations are already present and accepted.
human	ARNT	IPR011598,IPR036638	GO:0046983	protein dimerization activity	MODIFY	yes	GO:0046982 protein heterodimerization activity	ARNT primarily functions by heterodimerizing with AHR, HIF1A/EPAS1, and other bHLH-PAS partners. The broad dimerization term loses the biologically important partner-specific heterodimer context.
human	ASCC1	IPR004088,IPR036612	GO:0003723	RNA binding	MARK_AS_OVER_ANNOTATED	yes		The strongest ASCC alkylation-damage papers show RNA dependence of ASCC foci and direct ssRNA binding by ASCC3, while the earlier ASCC1 paper only described a putative RNA-binding motif. A later structural study (PMID:38750793) now provides direct EMSA evidence that ASCC1 binds sequence-selectively to CGCG-containing RNA via its KH GXXG motif, so ASCC1 RNA binding is a genuine molecular activity. It is retained as non-core here because the physiological endogenous RNA targets remain undefined and the in-cell functional contribution of ASCC1 RNA binding to transcription/repair is not yet established; the action is unchanged pending that evidence.
human	ASCC2	IPR003892	GO:0043130	ubiquitin binding	MODIFY	yes	GO:0070530 K63-linked polyubiquitin modification-dependent protein binding	ASCC2 binds K63-linked polyubiquitin through its CUE domain in both the DNA repair and hRQT literature; the narrower K63-linked polyubiquitin-dependent binding term should be used.
human	ASCC3	IPR011545	GO:0003676	nucleic acid binding	MODIFY	yes	GO:0043138 3'-5' DNA helicase activity	ASCC3 is a nucleic-acid-dependent ATPase/helicase, but the InterPro-derived term is too general. Direct evidence supports 3'-5' DNA helicase activity in ALKBH3-mediated repair.
human	ASCC3	IPR011545	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		ASCC3 uses ATP-dependent helicase activity in both DNA repair and hRQT ribosome splitting. ATP binding is true as a supporting property, but ATP hydrolysis activity and the specific biological processes carry the core functional meaning.
human	ASCL1	IPR015660	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	no		This is a core function of ASCL1. It regulates transcription both positively (neuronal genes) and negatively (e.g., PACE4 gene). The IEA annotation is appropriate.
human	ASCL1	IPR011598,IPR036638	GO:0046983	protein dimerization activity	ACCEPT	no		Dimerization is essential for ASCL1 function. It heterodimerizes with E-proteins to bind DNA. UniProt documents interactions with TCF3 and TCF4 with multiple experiments.
human	ATAD1	IPR003959,IPR003960	GO:0005524	ATP binding	KEEP_AS_NON_CORE	yes		ATP binding is accurate but less informative than ATP hydrolysis activity and membrane protein dislocase activity, which capture the functional mechanism.
human	ATAD3A	IPR003959	GO:0005524	ATP binding	ACCEPT	no		ATP binding is an intrinsic molecular feature of the ATAD3A AAA+ ATPase domain and supports the core ATP hydrolysis activity.
human	ATAD3A	IPR003959	GO:0016887	ATP hydrolysis activity	ACCEPT	no		The catalytic ATPase activity is a core molecular function of ATAD3A.
human	ATF2	IPR004827,IPR046347	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Correct but less specific than GO:0000981. Acceptable as broader IEA.
human	ATF2	IPR004827,IPR046347	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Correct but general. Acceptable as broader IEA alongside more specific terms.
human	ATF3	IPR000837,IPR004827,IPR046347	GO:0003700	DNA-binding transcription factor activity	MODIFY	yes	GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific	ATF3 is a nuclear bZIP RNA polymerase II transcription factor with sequence-specific cis-regulatory DNA binding. The current broad term is true but less informative than the more specific ATF3 terms already supported by IBA, UniProt, and primary literature.
human	ATF3	IPR000837	GO:0006357	regulation of transcription by RNA polymerase II	ACCEPT	no		This biological process captures ATF3 core activity at a suitable level, because ATF3 can repress or activate target transcription depending on dimerization state, isoform, promoter, and cellular context.
human	ATF4	IPR004827,IPR046347	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Consistent with ATF4's established role as a transcriptional regulator.
human	ATG2A	IPR026849	GO:0006914	autophagy	MODIFY	yes	GO:0000045 autophagosome assembly	ATG2A is not merely associated with generic autophagy; direct experiments support a more specific role in autophagosome assembly through phagophore expansion and lipid transfer.
